,21_T4,21_T3,21_T2,21_T1,21_T0,22_T4,22_T3,22_T2,22_T1,22_T0,23_T4,23_T3,23_T2,23_T1,23_T0,24_T4,24_T3,24_T2,24_T1,24_T0,25_T4,25_T3,25_T2,25_T1,25_T0,26_T4,26_T3,26_T2,26_T1,26_T0,83_T4,83_T3,83_T2,83_T1,83_T0
21_T4,1.0,0.9905985828362929,0.983154015050728,0.9771000563365717,0.971572686500852,-0.17229870169945175,-0.17189214911575493,-0.170907410428365,-0.17061399677947925,-0.1699117555071211,0.2227018408162182,0.22444447841889278,0.22584344676519408,0.22754538989036457,0.22929987704730248,0.011956167943754007,0.010873334168819004,0.008609544203182846,0.006074033106826316,0.0037393298445951226,0.2713009158487091,0.2711720232749037,0.2722062563714676,0.27398180161927715,0.27674660325816397,-0.0065513589365380175,-0.012049956472445772,-0.02091387045942819,-0.03281270737584953,-0.04651314564168858,0.4035182781072098,0.39979492563545904,0.3963906226907365,0.3941882467676708,0.39125491434852677
21_T3,0.9905985828362929,1.0,0.9905997945583723,0.9831565426449883,0.977104176971701,-0.1723401002685556,-0.17227084502734613,-0.1718601288113608,-0.1708696695909495,-0.17056768042188844,0.22284128602948014,0.22287261862273577,0.22463800797913172,0.2260683649891208,0.22781489241721056,0.01254846929052019,0.0121065022351906,0.011045390970198184,0.008811304502394755,0.006317937761894402,0.27178576176011365,0.2712755686874171,0.27112161464710494,0.2721800383458673,0.27392319511740065,0.0005809682361743221,-0.006377691728183486,-0.01185457216997828,-0.020689498468045613,-0.0325484084436422,0.4049669167670999,0.403620270013918,0.3999115831099514,0.3965274312803203,0.394353674180903
21_T2,0.983154015050728,0.9905997945583723,1.0,0.9906010054938149,0.9831590683264585,-0.17148224081172267,-0.17230869391320056,-0.17224300165211784,-0.17182812594924712,-0.17083195273088508,0.22023544085097155,0.22303613828603505,0.22304324051911706,0.2248313363819905,0.22629301108127348,0.015305010443473295,0.012719395369566785,0.01225673725243847,0.011217317755066614,0.009012886611697675,0.27138033865667405,0.27175694199964723,0.2712315888581763,0.27109946354469955,0.2721319887355001,0.009783159671745815,0.0007812592219329501,-0.006204149245580664,-0.011659345995194255,-0.020465334670159027,0.407143971101313,0.4050824799428937,0.40372217727886694,0.4000281301649987,0.3966640888901001
21_T1,0.9771000563365717,0.9831565426449883,0.9906010054938149,1.0,0.9906022156433657,-0.16934302106395377,-0.17144649692882813,-0.1722773046864176,-0.1722151715640084,-0.171796140514813,0.2167067800631033,0.2204633625450596,0.223230787183669,0.22321370673806598,0.22502446396914821,0.0172055398454126,0.015502579851109023,0.012890192725596333,0.012406873094741627,0.011389114672205054,0.26928004460555005,0.27134707399067903,0.27170690836661815,0.27121231486474895,0.27105868284951634,0.019259897746718845,0.010020616714683534,0.0009813836482714313,-0.006030731351518802,-0.011464277752459022,0.4084044602139466,0.40727758093035454,0.4051979338782438,0.4038240000097282,0.4001445669607511
21_T0,0.971572686500852,0.977104176971701,0.9831590683264585,0.9906022156433657,1.0,-0.16674819596346788,-0.16930137452547864,-0.17141077576933106,-0.17224593257384072,-0.1721873547532696,0.2150526709133689,0.21698189853153818,0.22069100647072148,0.2234252330694813,0.22338401751176754,0.019662045820239806,0.017440696026111743,0.01569997626017502,0.01306086150533883,0.012556909861211153,0.26726262260069433,0.2692408631147505,0.27128921073715173,0.2716850078570422,0.2711767483071885,0.027956288252050498,0.019551097098417767,0.010257838589657065,0.001181341727844549,-0.005857437908994271,0.4099225706388502,0.4085643400875892,0.40741104383158344,0.40531327873134804,0.4039257383139628
22_T4,-0.17229870169945175,-0.1723401002685556,-0.17148224081172267,-0.16934302106395377,-0.16674819596346788,1.0,0.9941929971453108,0.9850591831017802,0.9754943615815618,0.9658389885356756,-0.26449559824353347,-0.2633107662697077,-0.26031542014661935,-0.2553474803263979,-0.25272682179948813,-0.021163239329995785,-0.02097873411377991,-0.0200216427845854,-0.018173947173227737,-0.016802612512726977,-0.37373792763023894,-0.3720617069739351,-0.3711108122375572,-0.3686266112974675,-0.3659115261721799,-0.23968746009037833,-0.2319915409625431,-0.2199218054479958,-0.20626699123455897,-0.193584660777253,-0.06592467609871137,-0.06683816495751609,-0.06929383366162375,-0.0721155228779531,-0.07459461549424717
22_T3,-0.17189214911575493,-0.17227084502734613,-0.17230869391320056,-0.17144649692882813,-0.16930137452547864,0.9941929971453108,1.0,0.9941930140778233,0.9850592263674768,0.9754944248781037,-0.2637005195018694,-0.26439010292169446,-0.26319182828630905,-0.2601796393011716,-0.255188984727426,-0.019592830044821877,-0.02113708256670521,-0.020949215576631795,-0.01998815048463842,-0.018135162161761302,-0.3746835836376107,-0.37373879627954754,-0.3720646125615698,-0.37111100240504985,-0.36862959040362436,-0.244222068025983,-0.23962847621419034,-0.2319277123358672,-0.21985313156635222,-0.20619235004652758,-0.06430117546378795,-0.0658944488102702,-0.0668038849648964,-0.06925424604042761,-0.07206879753594413
22_T2,-0.170907410428365,-0.1718601288113608,-0.17224300165211784,-0.1722773046864176,-0.17141077576933106,0.9850591831017802,0.9941930140778233,1.0,0.9941930310036081,0.9850592696132104,-0.2622101667060973,-0.26357931472047585,-0.26428471455100133,-0.2630730277149203,-0.260044041132274,-0.018700003664979658,-0.019562804025140577,-0.02111094041023235,-0.020919715928987278,-0.01995468322987212,-0.37298082344344824,-0.3746845702800602,-0.3737413712357103,-0.3720647301692635,-0.3711135328863203,-0.25014070061841537,-0.24415150566953725,-0.23956953221578445,-0.2318639320598871,-0.21978451680480734,-0.06281203747851177,-0.06426668505846693,-0.06586424557276843,-0.06676963610578236,-0.06921470039896174
22_T1,-0.17061399677947925,-0.1708696695909495,-0.17182812594924712,-0.1722151715640084,-0.17224593257384072,0.9754943615815618,0.9850592263674768,0.9941930310036081,1.0,0.9941930479226686,-0.2607378804222725,-0.2620680689566937,-0.2634582504279072,-0.26417943295277274,-0.2629543642941071,-0.01668787018532022,-0.018664679099439165,-0.019532797111272582,-0.021084812847551766,-0.020890235151532127,-0.3687531530872853,-0.3729819642449008,-0.37468755653763947,-0.37374143656333103,-0.372066942457862,-0.2586709767900841,-0.25005279387944446,-0.2440809989199344,-0.23951062805216286,-0.23180020007629817,-0.06135234009548269,-0.06277156587527846,-0.06423222580708486,-0.06583406635564638,-0.06673541833504407
22_T0,-0.1699117555071211,-0.17056768042188844,-0.17083195273088508,-0.171796140514813,-0.1721873547532696,0.9658389885356756,0.9754944248781037,0.9850592696132104,0.9941930479226686,1.0,-0.2613108968459175,-0.2605651949213636,-0.26192616337793445,-0.26333732635570845,-0.2640742579487443,-0.01589423887944009,-0.016644839360691374,-0.018629380659466503,-0.01950280928381214,-0.021058699865651977,-0.3633790629700853,-0.3687545019428716,-0.37298551955995485,-0.3746876087532417,-0.37374338154172027,-0.2663776073123576,-0.2585559797708212,-0.2499649705000352,-0.24401054770721664,-0.23945176368040244,-0.05975802573150284,-0.061302734258768705,-0.06273113670249962,-0.06419779766472501,-0.06580391112839719
