,41_T4,41_T3,41_T2,41_T1,41_T0,42_T4,42_T3,42_T2,42_T1,42_T0,45_T4,45_T3,45_T2,45_T1,45_T0,46_T4,46_T3,46_T2,46_T1,46_T0,47_T4,47_T3,47_T2,47_T1,47_T0,48_T4,48_T3,48_T2,48_T1,48_T0,49_T4,49_T3,49_T2,49_T1,49_T0,50_T4,50_T3,50_T2,50_T1,50_T0,51_T4,51_T3,51_T2,51_T1,51_T0,39_T4,39_T3,39_T2,39_T1,39_T0,54_T4,54_T3,54_T2,54_T1,54_T0,55_T4,55_T3,55_T2,55_T1,55_T0,56_T4,56_T3,56_T2,56_T1,56_T0,57_T4,57_T3,57_T2,57_T1,57_T0,58_T4,58_T3,58_T2,58_T1,58_T0,59_T4,59_T3,59_T2,59_T1,59_T0,60_T4,60_T3,60_T2,60_T1,60_T0,61_T4,61_T3,61_T2,61_T1,61_T0,62_T4,62_T3,62_T2,62_T1,62_T0,63_T4,63_T3,63_T2,63_T1,63_T0,64_T4,64_T3,64_T2,64_T1,64_T0,65_T4,65_T3,65_T2,65_T1,65_T0,66_T4,66_T3,66_T2,66_T1,66_T0,67_T4,67_T3,67_T2,67_T1,67_T0,68_T4,68_T3,68_T2,68_T1,68_T0,69_T4,69_T3,69_T2,69_T1,69_T0,70_T4,70_T3,70_T2,70_T1,70_T0,71_T4,71_T3,71_T2,71_T1,71_T0,72_T4,72_T3,72_T2,72_T1,72_T0,73_T4,73_T3,73_T2,73_T1,73_T0,74_T4,74_T3,74_T2,74_T1,74_T0,75_T4,75_T3,75_T2,75_T1,75_T0,76_T4,76_T3,76_T2,76_T1,76_T0,77_T4,77_T3,77_T2,77_T1,77_T0,82_T4,82_T3,82_T2,82_T1,82_T0
50_T3,-0.17967722195454344,-0.25127539545098526,-0.24457648798404621,-0.18959603018272517,,-0.027715691186844083,-0.07511314370225573,-0.11834499974948025,-0.15325267392696545,,-0.18466137986111314,-0.26789847384005455,-0.23422907753283154,-0.21753740706827485,,0.023409802079466226,0.05747969294194003,0.06678519882281775,0.03542319950187443,,-0.10408018772927968,-0.1477162515715981,-0.16926139246018101,-0.17760723569527226,,-0.24985973111855678,-0.31135608994756736,-0.26434912489972145,-0.21349506862253084,,0.0033998610063245478,0.019009963372486817,0.04521255282912042,0.001822336930827192,,0.7649704541851249,1.0,0.7649704541851249,0.5301333308020778,,-0.21458869768207378,-0.197965630142961,-0.18109283615991484,-0.16164637704033816,,0.005964264450725101,0.0413289702251287,0.031176370951493778,0.013466210471098514,,0.0782125519132412,0.19384522188067724,0.21955008869655984,0.18635070514942687,,-0.03781776189346014,0.10274952986637088,0.12642380662402983,0.08915802437636437,,-0.0945356283938467,-0.03597283325605687,-0.02966343365087913,0.008246639882816903,,-0.1346178443995665,-0.09874115568036908,-0.05887187831616577,-0.058831502013349496,,-0.10949196605826514,-0.07398914972791064,-0.061521971754027474,-0.09489620526198816,,-0.0812191081865325,-0.0393970323764247,-0.0494788569897061,-0.07568177128384684,,-0.2959275856556486,-0.29799930951437603,-0.2462226265202006,-0.17082862349261974,,-0.10413537664557702,-0.07596326370327755,-0.022023831896264973,0.0150995067719785,,-0.04065778734350948,-0.12381034394342114,-0.10341140716576493,-0.03578927824251099,,-0.04611782702828342,-0.19005569877333034,-0.1898992748170291,-0.1437885269879698,,-0.18088795724891332,-0.1991421633761661,-0.13319661638250332,-0.04838695728412142,,-0.1636187254079202,-0.12379366070729435,-0.09967374393955339,-0.1004302216839744,,-0.3639388848649264,-0.25997564901033204,-0.23326031840982828,-0.2049024823148097,,-0.10152899171048965,-0.13560414821526054,-0.13691751241102512,-0.1245008442717411,,-0.11866121360024608,-0.13247383879487293,-0.10398258455211072,-0.07534731347995181,,0.012689942980312296,0.11073774621343507,0.07348648466812255,0.038219652710820146,,0.20131835734683784,0.10289331316507429,0.03898736687648355,-0.0010879822715341282,,-0.086093315243515,-0.011990214029653813,0.008726020145588563,0.016496322683605496,,0.022697065536668254,0.12806409840412486,0.15406107309982306,0.14030864099208185,,-0.026707600191076323,0.052101562769522915,0.09339515429421516,0.10178379529552953,,-0.1518527493848369,0.036230353495917585,0.14468066364764012,0.17228070210316285,,-0.04850756812048879,-0.10643766181822434,-0.1135996684808625,-0.10683268114024495,,-0.17041366259862908,-0.16781728858872283,-0.15438155952825916,-0.13850692900468686,,0.09458284781995739,0.08054121752226737,0.07665568121280023,0.06928139768232594,,-0.12159979529643497,-0.2379881595484927,-0.17069212447013749,-0.10060097576927204,
50_T2,-0.11896248456113763,-0.17967722195454344,-0.25074829024864287,-0.24437928239315634,-0.18948489904359367,0.01589099735068007,-0.027715691186844083,-0.07528317434541812,-0.11797203152906682,-0.15267136339846213,-0.07748822852329992,-0.18466137986111314,-0.26804241520975325,-0.23405299455038295,-0.21730356106961846,0.01639914587853212,0.023409802079466226,0.057186322303355845,0.06629313592616107,0.03506279165823933,-0.04505296958431297,-0.10408018772927968,-0.1479811608164794,-0.16962012607569807,-0.17773060210079714,-0.15865607458918118,-0.24985973111855678,-0.31085995802085226,-0.26434093325984,-0.2129606335310241,-0.006180769838893396,0.0033998610063245478,0.01945527539657142,0.04579410947808552,0.002482531135256509,0.5301333308020778,0.7649704541851249,1.0,0.7648080329096361,0.5296188211702622,-0.18196648375141458,-0.21458869768207378,-0.19802680351705107,-0.18111599889466262,-0.16122933215742363,-0.015526042949705207,0.005964264450725101,0.041527247606144777,0.031610618524557724,0.013920250818337351,0.021188864653280945,0.0782125519132412,0.1939361953340692,0.21936175936565205,0.18566256159904984,-0.1519499493687576,-0.03781776189346014,0.1025385702803035,0.12616586689141784,0.0889108505145978,-0.11433133218441581,-0.0945356283938467,-0.035540565696877184,-0.029354904439114655,0.008006337498679668,-0.10647523449317818,-0.1346178443995665,-0.09851761769770767,-0.05828299777185766,-0.05869975207872078,-0.13681606829916315,-0.10949196605826514,-0.07378606857703666,-0.06123118761739614,-0.09453893204329118,-0.07787835596887295,-0.0812191081865325,-0.03901823299319916,-0.04931061522105656,-0.07565202047412597,-0.2411620681922893,-0.2959275856556486,-0.2978649764383256,-0.24599959579227743,-0.17051568386504892,-0.08085827605495281,-0.10413537664557702,-0.07603706427542395,-0.02266591808819928,0.014253319896826946,0.051727994148207626,-0.04065778734350948,-0.12416975220081672,-0.10339883829958947,-0.03569903383534794,0.08355881572166171,-0.04611782702828342,-0.19004501427449227,-0.190023377108102,-0.143930617258048,-0.11386190932164338,-0.18088795724891332,-0.19886995633398313,-0.13280754692193536,-0.04835297760800817,-0.14218321059815933,-0.1636187254079202,-0.12360767682792832,-0.09915499209978892,-0.09962263967573594,-0.3559630384216057,-0.3639388848649264,-0.25937209085529744,-0.2333776944364694,-0.20508098020054558,-0.039061861760456805,-0.10152899171048965,-0.13554153565860003,-0.1364744825671101,-0.12399950669028836,-0.06439257984554395,-0.11866121360024608,-0.13247260282462325,-0.10352977745559241,-0.07525619165120452,-0.13727059186879917,0.012689942980312296,0.11071534244451858,0.07327993452202167,0.03812947964637392,0.1959957631177722,0.20131835734683784,0.102894588155499,0.03889281202976385,-0.0009631642867405193,-0.09869501794033775,-0.086093315243515,-0.011712316072717189,0.009082817652984035,0.016765840272985093,-0.047851748346967225,0.022697065536668254,0.1280280568574766,0.15385442900466062,0.14000903952686103,-0.07398985381499083,-0.026707600191076323,0.052299323398168306,0.09362427654592914,0.10193251199025662,-0.24606433776836814,-0.1518527493848369,0.036494753980144734,0.14504287827464232,0.17246692074159375,0.023410869684593938,-0.04850756812048879,-0.10649937450632672,-0.11368598695981462,-0.1069362754282553,-0.15796398181037358,-0.17041366259862908,-0.16797574562329204,-0.1544117460922911,-0.13819686234958078,0.09358269872977722,0.09458284781995739,0.08038409813562358,0.07651393066711548,0.06933981049081006,0.049069310940677985,-0.12159979529643497,-0.23791214500232372,-0.17013956292884005,-0.09946971693103947
50_T1,,-0.11896248456113763,-0.17983218902471468,-0.2508365423207296,-0.24444258400587573,,0.01589099735068007,-0.0275593424290342,-0.07547838648512388,-0.1183162203206229,,-0.07748822852329992,-0.18445940061327679,-0.2681259670060749,-0.2341832982969468,,0.01639914587853212,0.02363815041436582,0.057457924528842116,0.06664611743150826,,-0.04505296958431297,-0.10374063885256377,-0.14749022761390781,-0.16860721479004334,,-0.15865607458918118,-0.2499640915622748,-0.3108586444308171,-0.2645734094271579,,-0.006180769838893396,0.0030234832593975976,0.019003713459717863,0.04503557138224531,,0.5301333308020778,0.7648080329096361,1.0,0.7648527905052934,,-0.18196648375141458,-0.21450593030986836,-0.1979960101802532,-0.18135884022173537,,-0.015526042949705207,0.005810657629216265,0.041225613067249624,0.031119255166846087,,0.021188864653280945,0.07814606105371506,0.1940440794381375,0.21969553183776758,,-0.1519499493687576,-0.03762011664519011,0.10269718986317132,0.1263901269372158,,-0.11433133218441581,-0.09476695743320866,-0.03570716472796191,-0.02906408996119117,,-0.10647523449317818,-0.13473728923963998,-0.09878925764824112,-0.05836100073432286,,-0.13681606829916315,-0.10960990074353363,-0.07393340878853624,-0.06150641096745583,,-0.07787835596887295,-0.08144201503076709,-0.0391067909249164,-0.04930557852280779,,-0.2411620681922893,-0.2959813150132234,-0.29794634776665785,-0.24616919848244112,,-0.08085827605495281,-0.10404022845281836,-0.07546255992651084,-0.02172119852483094,,0.051727994148207626,-0.04023876255887821,-0.12418275591000291,-0.10346932311563663,,0.08355881572166171,-0.0461334953540034,-0.1899673862083662,-0.1898157013297259,,-0.11386190932164338,-0.18101318465128985,-0.1990336656085977,-0.13280087173507463,,-0.14218321059815933,-0.1637187969830468,-0.12383118182482046,-0.09965458788563658,,-0.3559630384216057,-0.36392598342659466,-0.25922167882253216,-0.23281037792010434,,-0.039061861760456805,-0.10156653619827156,-0.13573607655150202,-0.13679133150156947,,-0.06439257984554395,-0.11865314899303547,-0.132680868451687,-0.10359648939321073,,-0.13727059186879917,0.012717111885941896,0.11085284873817924,0.07335444660625474,,0.1959957631177722,0.20129227517073334,0.10295012333634099,0.03870290383399678,,-0.09869501794033775,-0.08626764800581999,-0.011927441576958816,0.008807316846146671,,-0.047851748346967225,0.022742724946421076,0.12815392679508722,0.1540910681136376,,-0.07398985381499083,-0.02685443761712302,0.0521385420186333,0.09346036224361416,,-0.24606433776836814,-0.1519978868044057,0.036179156068040334,0.14472613083954516,,0.023410869684593938,-0.04845338584064015,-0.1064397107508479,-0.11354825874584841,,-0.15796398181037358,-0.1702083646531136,-0.16794143489534755,-0.15463042940556435,,0.09358269872977722,0.09468791652546858,0.08046581829121698,0.07643659174299428,,0.049069310940677985,-0.12163032264837131,-0.23807055353250312,-0.17057320320484495
50_T0,,,-0.12055528871193354,-0.1801052451871702,-0.25092630495146895,,,0.01669093250813767,-0.02812544423075146,-0.0759549832422764,,,-0.07677187032723592,-0.1847222310435891,-0.26830458899460513,,,0.017801158756646406,0.024484228753556155,0.05792809810821039,,,-0.0435461159548288,-0.10263279100147261,-0.1464494414890564,,,-0.1600532885570317,-0.24995001858927715,-0.3111667714369672,,,-0.00825514625124698,0.001873296093516944,0.018145132005580822,,,0.5296188211702622,0.7648527905052934,1.0,,,-0.1815368460909662,-0.21438965488069697,-0.19830086709710493,,,-0.016260018352933864,0.005098866734128821,0.040679271383447756,,,0.021075430622694295,0.0785788384272336,0.1945824795131866,,,-0.15033402410089688,-0.03702098883483348,0.10304594149407571,,,-0.11577762790666395,-0.09515216427348357,-0.035308126222361055,,,-0.10725071830848518,-0.13546733049016407,-0.09885866893706906,,,-0.13742590837434943,-0.10997007651655069,-0.07423852864362425,,,-0.07926854649954151,-0.08163051039677922,-0.039068289571033255,,,-0.24151431611244803,-0.2961864339475502,-0.29813655085692303,,,-0.0802771288838626,-0.10241995213125843,-0.07418035385794745,,,0.05347509150992695,-0.04029326047728688,-0.12428260928983838,,,0.08317415983150714,-0.04600131465650044,-0.18979063449990585,,,-0.11497910991905336,-0.18152834108391053,-0.1990377305969006,,,-0.14278546514737975,-0.16433510222108474,-0.12446069113675856,,,-0.356935360927722,-0.36340244915681447,-0.2585134346300549,,,-0.03937260665153183,-0.10215576401576983,-0.13615339488714742,,,-0.06445027984037162,-0.11928763210826968,-0.13277043343162373,,,-0.1366956032516441,0.013176367299408513,0.11100172584855553,,,0.19589008331144833,0.20138219225789686,0.1027012187413567,,,-0.0996518419141308,-0.08676727131694663,-0.01221458686278136,,,-0.047321457963822505,0.023199815533596225,0.12851080902955592,,,-0.0747287088511329,-0.027214090240884458,0.05197618987942372,,,-0.24676969880346475,-0.152606816596573,0.0359144393427815,,,0.023605417681014547,-0.04831484433378082,-0.10629162571809737,,,-0.15692484851538666,-0.17009544363005846,-0.16821187333387783,,,0.09420836922632508,0.09490252295997031,0.08036843186392098,,,0.04833148680910234,-0.12227090041401137,-0.23867348741110653
51_T4,0.14600058549073566,0.17793424454488566,0.17151352414713628,,,0.08594034547930668,0.08335831034470104,0.060460788277179024,,,0.20292428590744815,0.2354206257131955,0.23112859323673374,,,-0.019821027791463823,-0.031019452536417906,-0.042833633943349256,,,0.07448175232884986,0.08630323940153282,0.059624860314833335,,,0.17699574269633017,0.20651187748976868,0.21005079890202402,,,0.06290030245184236,0.05941373064921267,0.03757048351218298,,,-0.197965630142961,-0.21458869768207378,-0.18196648375141458,,,1.0,0.7568962074451552,0.49973502790762614,,,0.01957171728128998,-0.018191900428248902,-0.03196546681919908,,,-0.05155233881363295,-0.08175572906017826,-0.06189115381069073,,,-0.052779346314579735,-0.09921918379986235,-0.09165288321620578,,,0.12278928675778056,0.10755641728803805,0.09130036816905364,,,0.0028261120823404,-0.01790767172921073,-0.052371960070731055,,,-0.017068956785797045,-0.032807778601026294,-0.04831652487642872,,,0.07675531271700553,0.06698828015885785,0.03297272864983775,,,0.07090936392524222,0.06254009426368785,0.07212894230932525,,,0.06999594108083027,0.04010587871384505,0.01911613324929615,,,0.11619285900505272,0.1380193766937918,0.13627845545597148,,,0.06529133197261415,0.11694892427825464,0.14230048023911518,,,0.08362408095922495,0.08855519854985844,0.09440755627835207,,,0.06387208728824448,0.05203821061835719,0.04072902003748387,,,0.07540185250162451,0.05167024406343923,0.026694039607291248,,,0.05249170365726349,0.08040156754494449,0.09473180658035095,,,0.10181844799733812,0.11361603049581398,0.09439960821332007,,,-0.14686966954001016,-0.1594299794114909,-0.0985285161238316,,,-0.1140210708888033,-0.05555249394672024,-0.01685651199010942,,,-0.07091270826596799,-0.07134973669733041,-0.06184664901993496,,,-0.03710752908656517,-0.06896326785911602,-0.0757350660009521,,,-0.14750098838997278,-0.15023761490263618,-0.11739420012711822,,,0.03109463099173031,0.004035153576879562,0.011845957319748327,,,0.09716781618767101,0.11413402037040102,0.10156476823792884,,,0.0996495321772481,0.11298280261021443,0.1169789406641448,,,0.0186436331770731,0.02885887955855189,0.015979027693496295,,,0.1281568527913643,0.15805380605794372,0.15952927074847797,,
51_T3,0.14031412369582613,0.14600058549073566,0.17793424454488566,0.17151352414713628,,0.07583630192678453,0.08594034547930668,0.08335831034470104,0.060460788277179024,,0.18132942721905926,0.20292428590744815,0.2354206257131955,0.23112859323673374,,0.002135818214008761,-0.019821027791463823,-0.031019452536417906,-0.042833633943349256,,0.06682562595962221,0.07448175232884986,0.08630323940153282,0.059624860314833335,,0.1563692668766127,0.17699574269633017,0.20651187748976868,0.21005079890202402,,0.05481404319741089,0.06290030245184236,0.05941373064921267,0.03757048351218298,,-0.18109283615991484,-0.197965630142961,-0.21458869768207378,-0.18196648375141458,,0.7568962074451552,1.0,0.7568962074451552,0.49973502790762614,,0.058934031442574475,0.01957171728128998,-0.018191900428248902,-0.03196546681919908,,0.004997234484351181,-0.05155233881363295,-0.08175572906017826,-0.06189115381069073,,-0.004118202494247274,-0.052779346314579735,-0.09921918379986235,-0.09165288321620578,,0.12140095468603437,0.12278928675778056,0.10755641728803805,0.09130036816905364,,0.04408790975878063,0.0028261120823404,-0.01790767172921073,-0.052371960070731055,,0.011789341717657203,-0.017068956785797045,-0.032807778601026294,-0.04831652487642872,,0.09769646852281651,0.07675531271700553,0.06698828015885785,0.03297272864983775,,0.06665844068291901,0.07090936392524222,0.06254009426368785,0.07212894230932525,,0.09763923600156395,0.06999594108083027,0.04010587871384505,0.01911613324929615,,0.11311333930162414,0.11619285900505272,0.1380193766937918,0.13627845545597148,,0.024285068188136062,0.06529133197261415,0.11694892427825464,0.14230048023911518,,0.0876237846020608,0.08362408095922495,0.08855519854985844,0.09440755627835207,,0.10484229290180082,0.06387208728824448,0.05203821061835719,0.04072902003748387,,0.10426976071254862,0.07540185250162451,0.05167024406343923,0.026694039607291248,,0.04842032863444482,0.05249170365726349,0.08040156754494449,0.09473180658035095,,0.09673071526395909,0.10181844799733812,0.11361603049581398,0.09439960821332007,,-0.10498066297757058,-0.14686966954001016,-0.1594299794114909,-0.0985285161238316,,-0.15546099850268197,-0.1140210708888033,-0.05555249394672024,-0.01685651199010942,,-0.060796655845945714,-0.07091270826596799,-0.07134973669733041,-0.06184664901993496,,0.0013649140048313509,-0.03710752908656517,-0.06896326785911602,-0.0757350660009521,,-0.16006735530669017,-0.14750098838997278,-0.15023761490263618,-0.11739420012711822,,0.07374216742868032,0.03109463099173031,0.004035153576879562,0.011845957319748327,,0.08071055930970342,0.09716781618767101,0.11413402037040102,0.10156476823792884,,0.10910789835146008,0.0996495321772481,0.11298280261021443,0.1169789406641448,,0.01824995728366276,0.0186436331770731,0.02885887955855189,0.015979027693496295,,0.11437005231192915,0.1281568527913643,0.15805380605794372,0.15952927074847797,
51_T2,0.13503630178359172,0.14031412369582613,0.1456883979762022,0.17778823842391664,0.17137176275288243,0.06040733888141503,0.07583630192678453,0.08603973023397275,0.08307695127650773,0.05986100746404273,0.16340179826146686,0.18132942721905926,0.2030112532545128,0.2352835946973503,0.2308323562193296,0.000931695395120639,0.002135818214008761,-0.01964714804518636,-0.030654884939611986,-0.04236397628661567,0.03816091845123647,0.06682562595962221,0.07465418258771485,0.0866400217786741,0.06033932634920743,0.1273198654778022,0.1563692668766127,0.176706755445217,0.20651105858461913,0.20940816547685756,0.023871398549534985,0.05481404319741089,0.06256375735864722,0.058808818709260344,0.03659167622072182,-0.16164637704033816,-0.18109283615991484,-0.19802680351705107,-0.21450593030986836,-0.1815368460909662,0.49973502790762614,0.7568962074451552,1.0,0.7568900095215106,0.4989896613632421,0.07757737196252831,0.058934031442574475,0.01944133781333723,-0.018532212597297888,-0.03253298641355939,0.053760772423502454,0.004997234484351181,-0.0516174991744598,-0.08162604205501575,-0.06123112723121252,0.03503162925629612,-0.004118202494247274,-0.05265463472166538,-0.09902215939392824,-0.09133792834925268,0.09700669680156315,0.12140095468603437,0.1224603036393184,0.10728840200905135,0.09156877492588167,0.03677265182525106,0.04408790975878063,0.0027020456504327412,-0.018294667107876757,-0.052525086061902725,0.007167621314004918,0.011789341717657203,-0.01717996089010784,-0.03300427187014641,-0.04866993789849875,0.0981422006915948,0.09769646852281651,0.07649699928702494,0.06685473495954852,0.03293439797592125,0.0647560284648274,0.06665844068291901,0.07084188313670071,0.06239314969239401,0.07178257864871915,0.09798448693358228,0.09763923600156395,0.07004119723767874,0.04056114589695517,0.02005815539743937,0.07871193556702596,0.11311333930162414,0.11637837328537136,0.13800924152843097,0.1361500488118732,0.01787332932049856,0.024285068188136062,0.06529079455755742,0.11705195396131224,0.1424908930057659,0.07357859725138577,0.0876237846020608,0.08347053136221184,0.0882628144213122,0.09435872096968087,0.08482537109132575,0.10484229290180082,0.06376325253529232,0.05165904220885835,0.03988078314782644,0.11974579548706171,0.10426976071254862,0.07509703079210987,0.05178169636637294,0.027137217966276238,0.03575555683554543,0.04842032863444482,0.0524580341864175,0.08007577057325857,0.09414216652933094,0.10883467273142573,0.09673071526395909,0.10182035679722048,0.11324893659533627,0.09427827289608824,-0.04843446874231291,-0.10498066297757058,-0.14685651021822874,-0.1592527195711928,-0.09840258204780876,-0.12773590087208886,-0.15546099850268197,-0.1140228328563379,-0.05547758826202407,-0.017014491390197603,-0.06681368985070069,-0.060796655845945714,-0.0710590740057109,-0.071594263400167,-0.062177969525109955,0.028185382800418348,0.0013649140048313509,-0.03708924497462912,-0.06881362245159933,-0.07538508994445972,-0.13997285701520146,-0.16006735530669017,-0.14759865407410425,-0.15039088581944454,-0.11758226408990541,0.10536237367186825,0.07374216742868032,0.03091558063742185,0.0036366084732034295,0.01147190140510445,0.05264063596999934,0.08071055930970342,0.0972063504507708,0.11420042344689584,0.10170036200270102,0.09167059977192059,0.10910789835146008,0.09975070191183309,0.1130094833557531,0.11660004649517443,0.006428035068443874,0.01824995728366276,0.018730306183041133,0.028957430133072455,0.015895983840023463,0.0964732833741658,0.11437005231192915,0.1281249549155614,0.1576711056444965,0.15818383170215908
51_T1,,0.13503630178359172,0.14007204363113004,0.14564601848979122,0.17776000431464653,,0.06040733888141503,0.07588277652977868,0.08596152484113397,0.08293395379621551,,0.16340179826146686,0.181354203494724,0.20296621007944937,0.23522025300937432,,0.000931695395120639,0.0022342942895705277,-0.019560542866248334,-0.03054350485603077,,0.03816091845123647,0.06689387145988455,0.07468728681556513,0.08669366125305608,,0.1273198654778022,0.15615514665448246,0.17670298882360752,0.2063552104007298,,0.023871398549534985,0.054594325758699096,0.06238991628236087,0.05855352109731259,,-0.16164637704033816,-0.18111599889466262,-0.1979960101802532,-0.21438965488069697,,0.49973502790762614,0.7568900095215106,1.0,0.7566084906930655,,0.07757737196252831,0.05885951660159455,0.019362740406474732,-0.018639148960980814,,0.053760772423502454,0.004971765523641659,-0.05157761124837243,-0.08143292581761805,,0.03503162925629612,-0.004040827097363191,-0.05259870232483005,-0.09893680849029274,,0.09700669680156315,0.12116461746478607,0.12239536017619894,0.1073350965105526,,0.03677265182525106,0.04401737390167736,0.002615078676557913,-0.01831577798030979,,0.007167621314004918,0.011729661047554692,-0.01721749822766518,-0.03307074852119324,,0.0981422006915948,0.09751317919292717,0.07646995717182183,0.06685424223577248,,0.0647560284648274,0.06662258961064746,0.07080659801449667,0.06232636726043034,,0.09798448693358228,0.09766750948518171,0.07006840365640105,0.04069580348043105,,0.07871193556702596,0.11313104848790502,0.11637309300637153,0.13798501029868074,,0.01787332932049856,0.024278099034646384,0.06530486180786353,0.11708488730653224,,0.07357859725138577,0.08752235642440771,0.08338494488916393,0.08826073535682236,,0.08482537109132575,0.10477428547185975,0.06366159830722562,0.05144977514122847,,0.11974579548706171,0.10404539744281327,0.07512012213529624,0.05186277920294526,,0.03575555683554543,0.04840220249943424,0.052377590108961314,0.07994426129759723,,0.10883467273142573,0.09673210247243251,0.10171110786777031,0.11322666777694496,,-0.04843446874231291,-0.10496802906730464,-0.14679541580184735,-0.1592274889364013,,-0.12773590087208886,-0.15546768169851194,-0.11400435305035334,-0.055518067959126866,,-0.06681368985070069,-0.06086116430728742,-0.0710951094379792,-0.07164930788501785,,0.028185382800418348,0.0013843772111340146,-0.03704762246996173,-0.06872469331816532,,-0.13997285701520146,-0.1600959619297568,-0.14761574934788557,-0.1504179744641096,,0.10536237367186825,0.07363123423756975,0.03082664506746702,0.003566960360648219,,0.05264063596999934,0.08072936888652787,0.0972176404230364,0.11422580184715414,,0.09167059977192059,0.1091489983516128,0.09975656469940118,0.11292081500914733,,0.006428035068443874,0.018296681517058194,0.018751475132121137,0.028939350149770143,,0.0964732833741658,0.11435010712127996,0.12800188473247265,0.15734604760691795
51_T0,,,0.13692922782218708,0.14039242982088904,0.14575768208145465,,,0.05937870306271016,0.07648138202933595,0.0864177069797507,,,0.16247465262866792,0.18164735720026193,0.2031582463058778,,,-0.0007816673254164718,0.001253181871937303,-0.02003880059748388,,,0.03638891602176876,0.06572084458342534,0.07375777709204871,,,0.12909220564543353,0.1561580155478693,0.17706080612679684,,,0.02629012039104633,0.05577437108233138,0.06313735648690474,,,-0.16122933215742363,-0.18135884022173537,-0.19830086709710493,,,0.4989896613632421,0.7566084906930655,1.0,,,0.07838965963572792,0.059597245785763704,0.019860676591208628,,,0.05384916889947893,0.004444649636950093,-0.05221324344285059,,,0.033325748189957434,-0.004681123476965229,-0.05295659874072222,,,0.0987958848022962,0.12158084382129934,0.12197527476940725,,,0.037772058829741564,0.04495196339648393,0.0027030345508956637,,,0.008003240487217712,0.012174771358531929,-0.01689222233425587,,,0.09977282363797342,0.09771831699047902,0.07642709880335219,,,0.06529446023913194,0.06693224555696912,0.07105686518487339,,,0.0972785871492516,0.09589836011331526,0.0688290532186569,,,0.07628393397384803,0.11317253689984347,0.11647295686018859,,,0.018265805274887144,0.024134902361393956,0.06515975116449835,,,0.07497803180853502,0.08817361430364878,0.08341259020367452,,,0.08558647161124339,0.10552549679852752,0.06432378527631138,,,0.12153735095053954,0.10357392024414855,0.0745381868156268,,,0.03612207926601965,0.0491044709262142,0.052823085980875255,,,0.10886952912444207,0.09746409689973896,0.10180523745942997,,,-0.0489843387967839,-0.10543360781714126,-0.14693338851338456,,,-0.1276325811078993,-0.1555769873540609,-0.11376113710044371,,,-0.06546680422359127,-0.06021359875125494,-0.07079278704349407,,,0.027561284063909255,0.0008592562285685452,-0.03743248313991017,,,-0.13888153198419656,-0.1596139337284153,-0.1474373392040466,,,0.10635517070049422,0.07438745946208324,0.031064529883979047,,,0.052364729416008046,0.08056586415862625,0.09707736224130414,,,0.09050303437963662,0.1090348479474774,0.10004112118819893,,,0.0055983356048828386,0.0180215890770782,0.01882635138973833,,,0.09729349272252925,0.11513893837529791,0.12873417594675005
39_T4,-0.09174096738058427,-0.057410215791607974,-0.03324809070110126,,,-0.07231580637260218,-0.03392996559129824,-0.024784851038035464,,,-0.05962441645910666,0.007174400786615269,0.026262521512355936,,,-0.001594116987905503,-0.025923220883039923,-0.057419648429853185,,,-0.1000335473085755,-0.06968569027809986,-0.04374202298381318,,,-0.035664057405745755,0.010567307630784445,0.02803900609626022,,,0.0009034299733543434,0.012388854273549472,-0.0099032618963054,,,0.0413289702251287,0.005964264450725101,-0.015526042949705207,,,0.01957171728128998,0.058934031442574475,0.07757737196252831,,,1.0,0.8777094950439372,0.7371607326110392,,,0.029481390517752653,-0.01671686196116294,-0.038878289764434346,,,0.01671811635605666,-0.038559053530908556,-0.0609423133316498,,,0.01534594626791992,-0.0073432689640836385,-0.015840943585864967,,,-0.036460507953730376,-0.04086098096191593,-0.05477306096198892,,,0.016892908778336987,-0.008678368813827912,-0.033041499832204516,,,0.03896631695156236,0.03515869208020602,0.020448841564864585,,,-0.03386567026630292,-0.023147689696413423,-0.02116446092945077,,,-0.060209491420075804,-0.06680610267173769,-0.0800769143712564,,,-0.046601989450490926,-0.024189789044975485,-0.031922372655897514,,,-0.060884791219550226,-0.03530539875100166,-0.016936376331408914,,,-0.07506068003369479,-0.01491631880640528,-0.020860827692800763,,,-0.016747734270637322,0.0002888272476960122,0.004222321313420159,,,-0.035366734117489765,-0.0038293005600608726,0.018430447898612763,,,-0.06059981239478426,-0.03317363151177153,-0.031723589071265025,,,-0.08876233474637693,-0.08022318969862063,-0.09070421837626248,,,0.03974332892461925,0.0057353250791495475,0.031166234951230203,,,-0.026700729874186188,-0.015770102546419924,0.03459142644154718,,,-0.02606487550423208,-0.028729400760992674,-0.044461243041943876,,,0.12224273796226501,0.07828271676452835,0.038447260947972496,,,-0.05127054707403997,-0.06156527680880702,-0.06427003137561518,,,0.004835841898687534,-0.029777509576985495,-0.03819721019740531,,,-0.06318745747834628,-0.028796916248331268,-0.009970446548510075,,,-0.026882496728690336,0.012216938294773699,0.05286801249640802,,,0.012889066085644984,-8.55694290631665e-05,-0.010452927769230375,,,-0.07939136053722212,-0.013945695943752398,-0.010869215489856733,,
