,41_T4,41_T3,41_T2,41_T1,41_T0,42_T4,42_T3,42_T2,42_T1,42_T0,45_T4,45_T3,45_T2,45_T1,45_T0,46_T4,46_T3,46_T2,46_T1,46_T0,47_T4,47_T3,47_T2,47_T1,47_T0,48_T4,48_T3,48_T2,48_T1,48_T0,49_T4,49_T3,49_T2,49_T1,49_T0,50_T4,50_T3,50_T2,50_T1,50_T0,51_T4,51_T3,51_T2,51_T1,51_T0,39_T4,39_T3,39_T2,39_T1,39_T0,54_T4,54_T3,54_T2,54_T1,54_T0,55_T4,55_T3,55_T2,55_T1,55_T0,56_T4,56_T3,56_T2,56_T1,56_T0,57_T4,57_T3,57_T2,57_T1,57_T0,58_T4,58_T3,58_T2,58_T1,58_T0,59_T4,59_T3,59_T2,59_T1,59_T0,60_T4,60_T3,60_T2,60_T1,60_T0,61_T4,61_T3,61_T2,61_T1,61_T0,62_T4,62_T3,62_T2,62_T1,62_T0,63_T4,63_T3,63_T2,63_T1,63_T0,64_T4,64_T3,64_T2,64_T1,64_T0,65_T4,65_T3,65_T2,65_T1,65_T0,66_T4,66_T3,66_T2,66_T1,66_T0,67_T4,67_T3,67_T2,67_T1,67_T0,68_T4,68_T3,68_T2,68_T1,68_T0,69_T4,69_T3,69_T2,69_T1,69_T0,70_T4,70_T3,70_T2,70_T1,70_T0,71_T4,71_T3,71_T2,71_T1,71_T0,72_T4,72_T3,72_T2,72_T1,72_T0,73_T4,73_T3,73_T2,73_T1,73_T0,74_T4,74_T3,74_T2,74_T1,74_T0,75_T4,75_T3,75_T2,75_T1,75_T0,76_T4,76_T3,76_T2,76_T1,76_T0,77_T4,77_T3,77_T2,77_T1,77_T0,82_T4,82_T3,82_T2,82_T1,82_T0
41_T4,1.0,0.8182058840520428,0.6099272032518498,,,0.08735302120365382,0.12810867658667777,0.16985046556266478,,,0.20138632957632388,0.17956808870235114,0.13770044044448126,,,0.02574499867851784,0.03954829680678074,0.06287959472209484,,,0.12837155494400734,0.13757679089475658,0.1436937309275809,,,0.02579246681100985,-0.00855057799414357,-0.0660664206405937,,,0.050567083276941906,0.064308715776426,0.05959812356468246,,,-0.09386516208527872,-0.07473126155276046,-0.07197896902092558,,,0.18855657651105795,0.20379245311670807,0.18620529532594282,,,-0.0965063954983359,-0.08543348504478115,-0.06711126986963448,,,-0.059518018764464546,-0.06395324762350808,-0.06127621777196745,,,-0.15766648914544948,-0.15802194161766897,-0.13708864482797312,,,-0.015151876147415767,0.007099107936299245,0.01531730175287842,,,0.04968685845962936,0.04508253927474069,0.01336891634842619,,,-0.012187891120561792,-0.003955941480266739,-0.010077719699560167,,,-0.07332883210468588,-0.07860199429160022,-0.09599864126505185,,,-0.05940941162857371,-0.08539248674207174,-0.11861257648705972,,,0.047431234684028024,0.038220102866541844,0.044991436598749386,,,0.0179069190072683,0.04722275137524465,0.05371111124000165,,,0.14178296004666974,0.13891094114943814,0.12303088779429341,,,0.07866096320919695,0.07720778321986105,0.06974261516302906,,,0.089687856795377,0.06487808012010869,0.03147085574071601,,,-0.1338041356987246,-0.14253460860191622,-0.15278499980026974,,,0.0031569589264438514,0.0072714058003211434,-0.0047903804806571,,,0.04186625648641646,0.03493175174404189,0.015149246876198438,,,-0.183747529974816,-0.207829519779708,-0.19947506514998997,,,-0.12741209904782164,-0.10189971853764533,-0.014520930086805,,,-0.15863940438071014,-0.18384070805446304,-0.17882066996686644,,,-0.09058553707625548,-0.0989763709047557,-0.08262655621509887,,,-0.1397963122453445,-0.1365060900549862,-0.12750409422029385,,,-0.16609343540553054,-0.15841308672221,-0.13566327251389917,,,0.13810349627979365,0.14918226780436547,0.13595162405730293,,,0.008757649988658155,-0.010917477169607023,-0.027941468068932995,,,0.13032994609166848,0.12386117811912824,0.09787096765833814,,,0.10635188194299612,0.06257792941383539,0.010853745553298334,,
41_T3,0.8182058840520428,1.0,0.8182058840520428,0.6099272032518498,,0.05238495192920412,0.08735302120365382,0.12810867658667777,0.16985046556266478,,0.20193744786012394,0.20138632957632388,0.17956808870235114,0.13770044044448126,,0.01552799942271675,0.02574499867851784,0.03954829680678074,0.06287959472209484,,0.12352051171113788,0.12837155494400734,0.13757679089475658,0.1436937309275809,,0.051644543815930824,0.02579246681100985,-0.00855057799414357,-0.0660664206405937,,0.06283348609811736,0.050567083276941906,0.064308715776426,0.05959812356468246,,-0.0699225685144143,-0.09386516208527872,-0.07473126155276046,-0.07197896902092558,,0.1875343571399611,0.18855657651105795,0.20379245311670807,0.18620529532594282,,-0.09848321513993356,-0.0965063954983359,-0.08543348504478115,-0.06711126986963448,,-0.06512290276843617,-0.059518018764464546,-0.06395324762350808,-0.06127621777196745,,-0.14452397143354062,-0.15766648914544948,-0.15802194161766897,-0.13708864482797312,,-0.020939728914973785,-0.015151876147415767,0.007099107936299245,0.01531730175287842,,0.06991325744445222,0.04968685845962936,0.04508253927474069,0.01336891634842619,,-0.020945184996358116,-0.012187891120561792,-0.003955941480266739,-0.010077719699560167,,-0.05064038835490653,-0.07332883210468588,-0.07860199429160022,-0.09599864126505185,,-0.04155541731565027,-0.05940941162857371,-0.08539248674207174,-0.11861257648705972,,0.036624163575996106,0.047431234684028024,0.038220102866541844,0.044991436598749386,,0.014912542094819979,0.0179069190072683,0.04722275137524465,0.05371111124000165,,0.13660291877480588,0.14178296004666974,0.13891094114943814,0.12303088779429341,,0.0738561573310096,0.07866096320919695,0.07720778321986105,0.06974261516302906,,0.0737077349922518,0.089687856795377,0.06487808012010869,0.03147085574071601,,-0.13855671082607912,-0.1338041356987246,-0.14253460860191622,-0.15278499980026974,,-0.007392161389399382,0.0031569589264438514,0.0072714058003211434,-0.0047903804806571,,0.044089011647243236,0.04186625648641646,0.03493175174404189,0.015149246876198438,,-0.1630416929176217,-0.183747529974816,-0.207829519779708,-0.19947506514998997,,-0.13127801648488505,-0.12741209904782164,-0.10189971853764533,-0.014520930086805,,-0.14278654283158995,-0.15863940438071014,-0.18384070805446304,-0.17882066996686644,,-0.07108893077486192,-0.09058553707625548,-0.0989763709047557,-0.08262655621509887,,-0.13597553499168022,-0.1397963122453445,-0.1365060900549862,-0.12750409422029385,,-0.14623402744392064,-0.16609343540553054,-0.15841308672221,-0.13566327251389917,,0.12301102282449154,0.13810349627979365,0.14918226780436547,0.13595162405730293,,0.018891749742783404,0.008757649988658155,-0.010917477169607023,-0.027941468068932995,,0.13214311013268146,0.13032994609166848,0.12386117811912824,0.09787096765833814,,0.10289663421059346,0.10635188194299612,0.06257792941383539,0.010853745553298334,
41_T2,0.6099272032518498,0.8182058840520428,1.0,0.8183224656801591,0.6093130481251617,0.007337465378139436,0.05238495192920412,0.08812996769183991,0.12924113868292858,0.1717847427543412,0.16323846403343747,0.20193744786012394,0.20204880317961765,0.18049477477512835,0.13942331103832514,0.010390651653591336,0.01552799942271675,0.02554539413638888,0.039489160292303906,0.06452022337413192,0.1036664234060936,0.12352051171113788,0.12922563664065526,0.13882629369015975,0.1457519634013576,0.04485206317936856,0.051644543815930824,0.02611666947786198,-0.008133801437659474,-0.06566681573748546,0.04265840727722934,0.06283348609811736,0.05024975277862871,0.06382938118790352,0.057817455306500544,-0.006827134006899426,-0.0699225685144143,-0.0944354610431695,-0.0753308036279666,-0.071938268389616,0.15690287562313454,0.1875343571399611,0.18871859169556812,0.20406079686021167,0.1866790150902546,-0.10108958446465348,-0.09848321513993356,-0.09713294900975836,-0.08616720429942963,-0.06785373446074093,-0.07247539028794157,-0.06512290276843617,-0.05814449618969347,-0.06352922003103434,-0.06161074859971396,-0.11525643880549777,-0.14452397143354062,-0.15731012760983978,-0.15786939971091893,-0.1368510463850772,-0.010987398942719518,-0.020939728914973785,-0.01566959287144061,0.006065196017864157,0.014321258775809774,0.08140759184463613,0.06991325744445222,0.05069130334730775,0.04561053344043129,0.013836042560476353,-0.028372618397947347,-0.020945184996358116,-0.011977361252726712,-0.0036972413621714295,-0.009830508083208447,-0.007934951963293019,-0.05064038835490653,-0.0736980790012116,-0.0791299004225612,-0.09714684798695782,-0.014543434963980972,-0.04155541731565027,-0.059064380097953374,-0.08547817910967417,-0.12065664177717722,0.03359574412658066,0.036624163575996106,0.04673319144365566,0.03719913153492222,0.04228507101495594,0.007614005804629702,0.014912542094819979,0.017786798281230563,0.04683362725800001,0.05639043214258728,0.13322364662525427,0.13660291877480588,0.14210254868217212,0.13916962195679622,0.12293445627139395,0.04928140404417032,0.0738561573310096,0.07863685195273067,0.07718282644756741,0.06803349374627829,0.043191324537304336,0.0737077349922518,0.08899534011614833,0.06385261800725228,0.0301517375698215,-0.14520471897723547,-0.13855671082607912,-0.1341140051444429,-0.1432594803536007,-0.1544775213080638,-0.025477687191678942,-0.007392161389399382,0.0026728610994662485,0.006905299744170223,-0.005148224316587935,0.02350508970408399,0.044089011647243236,0.042461028232059404,0.03582900402984929,0.016414985232591967,-0.10597418535140754,-0.1630416929176217,-0.18347437412621226,-0.2075847814519555,-0.20017062071324365,-0.09622428816767582,-0.13127801648488505,-0.12751507690126432,-0.10245346763946254,-0.015857342883049373,-0.10109805907312926,-0.14278654283158995,-0.15895677098505828,-0.1841856559688258,-0.17968370578057213,-0.020035392575891937,-0.07108893077486192,-0.09140399970036515,-0.09927290936722168,-0.08218557862945762,-0.12822927626430236,-0.13597553499168022,-0.14011876549595906,-0.1369725713628736,-0.12843921854752569,-0.09274557454540608,-0.14623402744392064,-0.16676982882911628,-0.1591731336006392,-0.13731096008529622,0.08724872251316992,0.12301102282449154,0.13848882747903193,0.14955678582339446,0.13692075183153277,0.02129100240557224,0.018891749742783404,0.009235105689282513,-0.010394966602047105,-0.026675537402214154,0.11523054634022492,0.13214311013268146,0.13029611064024596,0.12417487122507888,0.09866266901100197,0.06256604118925413,0.10289663421059346,0.10666808137436545,0.06319291329620831,0.011080878986498077
41_T1,,0.6099272032518498,0.8183224656801591,1.0,0.8179408975459668,,0.007337465378139436,0.05356045747913789,0.08890977365099331,0.13021473341941658,,0.16323846403343747,0.20291827642571303,0.2026307679790338,0.18129833615674407,,0.010390651653591336,0.01524495009136269,0.025511741472374415,0.04030415634162012,,0.1036664234060936,0.12474431455392317,0.1300321561091699,0.13977974443881655,,0.04485206317936856,0.052048273346426525,0.026354148065663455,-0.008035530140967969,,0.04265840727722934,0.06236269317825729,0.04993995621497441,0.06297936425375848,,-0.006827134006899426,-0.07079201818638771,-0.09484382803634557,-0.07528871263118617,,0.15690287562313454,0.18770991904066434,0.1888669670723466,0.2042019865811426,,-0.10108958446465348,-0.09939229878480545,-0.09760292420589373,-0.08650582419405181,,-0.07247539028794157,-0.06309325495641716,-0.0578673938304744,-0.063698084695605,,-0.11525643880549777,-0.1440377045201639,-0.1572296728782061,-0.15778669587212119,,-0.010987398942719518,-0.02171366267517004,-0.01633794859439094,0.00556314000135377,,0.08140759184463613,0.0713003228636774,0.0510188874347432,0.045778956853302175,,-0.028372618397947347,-0.020639434284408436,-0.011806050053974398,-0.0035926719249248723,,-0.007934951963293019,-0.05119404210025611,-0.07404436860008767,-0.07969359066527881,,-0.014543434963980972,-0.04114387767400583,-0.059169222290047715,-0.08658790815422245,,0.03359574412658066,0.03557243446111568,0.04604837535898886,0.035885101870091064,,0.007614005804629702,0.014778636118156151,0.017568241352345058,0.0482432371667687,,0.13322364662525427,0.1370366373646995,0.14225620861420585,0.13907639008519898,,0.04928140404417032,0.0738040273035482,0.07861296008206149,0.07633712600149878,,0.043191324537304336,0.07263469563297639,0.08828699527062721,0.06311535320859596,,-0.14520471897723547,-0.13902006024899444,-0.13459124158337754,-0.14410309559681572,,-0.025477687191678942,-0.00808132357840046,0.0024478041894775504,0.0067376390200984725,,0.02350508970408399,0.044914942712222156,0.04301770435133533,0.03637712833634386,,-0.10597418535140754,-0.16268694474010237,-0.1833631369802185,-0.20793354459849928,,-0.09622428816767582,-0.13131592616270407,-0.12785583504434964,-0.10281727372805576,,-0.10109805907312926,-0.14326080948807055,-0.15918799067821576,-0.1846017894045682,,-0.020035392575891937,-0.07227127874536769,-0.09157977177666783,-0.09901020946832659,,-0.12822927626430236,-0.13644426260211698,-0.14042144020920666,-0.13740878399599035,,-0.09274557454540608,-0.14729612026838107,-0.16728111003708454,-0.15997674902204856,,0.08724872251316992,0.12353077498509213,0.1387132881137891,0.14994103278101212,,0.02129100240557224,0.01955894487560991,0.009563192768207305,-0.00983539829028238,,0.11523054634022492,0.13206709945606743,0.1304874986369329,0.12451518514092844,,0.06256604118925413,0.10348149005912478,0.10710690305352628,0.06337981685968982
41_T0,,,0.6093130481251617,0.8179408975459668,1.0,,,0.0068493323379490425,0.053162316789135626,0.08861789236566442,,,0.1623513157467183,0.20239198516385545,0.20230711393881665,,,0.010495926046646219,0.015253696726942273,0.025336232454830108,,,0.10280695910984286,0.12417597116147665,0.12972078518028204,,,0.04468353941914239,0.05196649856673911,0.026341332773348262,,,0.04281128158462028,0.062459909679415684,0.0500695940243469,,,-0.006429049391837449,-0.0705934940399934,-0.0948386292490643,,,0.1568053423085502,0.1876415089863333,0.18883129993610287,,,-0.10054588795749735,-0.09914996567295489,-0.09752465301947516,,,-0.07280354110256002,-0.0631803731974447,-0.05783112118486413,,,-0.11537697847433459,-0.1440446672544648,-0.15722966156277302,,,-0.010669923965052628,-0.021437667923416077,-0.016238337364575663,,,0.08054981115259309,0.07116648843319107,0.050986860297469426,,,-0.028481456791986805,-0.020698174722739802,-0.01182507158345857,,,-0.007711075220230921,-0.05104177431082942,-0.07391127253290294,,,-0.014668457551034842,-0.04107462461461625,-0.058861917359951284,,,0.03392887378407148,0.0357914266316796,0.04624061863069557,,,0.007633961880982659,0.01484812725080917,0.01723511874820901,,,0.13298118813802887,0.13696557908192342,0.14226766460690865,,,0.049291977920969,0.07381000866467012,0.07872903500518345,,,0.04350159828832003,0.07282431165755249,0.08839363036571189,,,-0.14494391458989753,-0.1387270817431636,-0.1343140987620806,,,-0.025207261816100297,-0.008000644850325547,0.0024754959269813986,,,0.023163147671407272,0.044683816918006526,0.04290878200807633,,,-0.10604178920292817,-0.1627009523964085,-0.18323393285943002,,,-0.09616353674515499,-0.13117095848028856,-0.12776939104633622,,,-0.10084304973730525,-0.1431346298370763,-0.15906515391548426,,,-0.019501919200236657,-0.07220318660564856,-0.09162308968898553,,,-0.12795559660903177,-0.13627875544025939,-0.14030034030356572,,,-0.09199116036223005,-0.14692842181007118,-0.1669782162781783,,,0.08698551830583161,0.12343239483454439,0.13861858348306977,,,0.02101646350745774,0.019438162127380254,0.00945878167498277,,,0.11524402239617289,0.13197676958953572,0.13040435941342593,,,0.0622659973328495,0.1032244133512574,0.10705031077971465
42_T4,0.08735302120365382,0.05238495192920412,0.007337465378139436,,,1.0,0.8669991106846758,0.6961689251988317,,,0.04880948432030118,0.047663201369395246,0.004824014096869428,,,0.017277203989295987,0.02619500607837887,0.02836151411328238,,,0.09807600237296477,0.09253354606516502,0.08774521354135227,,,0.06362738356552906,0.04075229251668004,0.03927080566543001,,,0.03669602021257224,0.03416414823701878,0.024736608616088777,,,0.009441349877311397,0.019705068475081324,0.0341626479348057,,,0.03542056837890565,0.027761794242606358,0.03034247046270385,,,-0.14562217900816468,-0.13161682769813696,-0.10775123641329555,,,-0.013719754206655914,0.02239309316568246,0.03399021864153151,,,-0.09203413084975955,-0.10669781869218996,-0.09371371358288642,,,-0.057290716072813046,-0.0775498142986927,-0.08172085983962074,,,-0.03064579348216539,-0.02777082117889227,-0.02777854067528829,,,-0.02387786187151681,-0.014103383339806803,-0.032241543403517134,,,-0.03121431926267269,-0.01775531743522474,-0.013728614616075531,,,0.01953394055974101,0.007046478502399495,0.03245943027071652,,,-0.07253007907995808,-0.08785282786860621,-0.0978995853192519,,,-0.03887503893344406,-0.016345925719513602,-0.0037444566019072803,,,0.06443984543595659,0.04697115111705368,0.02411730799120424,,,-0.006076175898923547,-0.001140772915039199,0.003979075572902977,,,0.039146149721037346,0.023971837140894917,0.004381112932712098,,,-0.10735145727523523,-0.11266104119815416,-0.11707862336784543,,,0.030295814560107662,0.02420785937757301,0.010871972865220524,,,-0.03176971477528616,-0.04085005858086745,-0.03799172592832053,,,-0.11950408172504,-0.11489146979109292,-0.10946784493115508,,,-0.06291553617229596,-0.04148144227386608,-0.0377887170484152,,,-0.06113452791445151,-0.035805940476043414,-0.009157110689108471,,,-0.09681736075606377,-0.08550042253548933,-0.06978471012974476,,,-0.07309627570714183,-0.06569285206566594,-0.04150233161361006,,,-0.11155503237953054,-0.10239981343597446,-0.07571377095671171,,,0.10002385770029956,0.08474034118023513,0.06763354266426799,,,-0.0060365540936295784,-0.004948343623823133,-0.017946970902403388,,,0.007080473742495459,-0.0008686828304801544,-0.011840914808712312,,,0.08593596266101561,0.05740006996712454,0.02328538432204659,,
42_T3,0.12810867658667777,0.08735302120365382,0.05238495192920412,0.007337465378139436,,0.8669991106846758,1.0,0.8669991106846758,0.6961689251988317,,0.08325125658591497,0.04880948432030118,0.047663201369395246,0.004824014096869428,,0.009512554177157783,0.017277203989295987,0.02619500607837887,0.02836151411328238,,0.103513220837811,0.09807600237296477,0.09253354606516502,0.08774521354135227,,0.07820284756060376,0.06362738356552906,0.04075229251668004,0.03927080566543001,,0.04427092480682772,0.03669602021257224,0.03416414823701878,0.024736608616088777,,0.015035601458441862,0.009441349877311397,0.019705068475081324,0.0341626479348057,,0.04213684874773298,0.03542056837890565,0.027761794242606358,0.03034247046270385,,-0.15503750700763091,-0.14562217900816468,-0.13161682769813696,-0.10775123641329555,,-0.030846447402648327,-0.013719754206655914,0.02239309316568246,0.03399021864153151,,-0.0925088935556738,-0.09203413084975955,-0.10669781869218996,-0.09371371358288642,,-0.03891620268614095,-0.057290716072813046,-0.0775498142986927,-0.08172085983962074,,-0.031190049907758262,-0.03064579348216539,-0.02777082117889227,-0.02777854067528829,,-0.026154646523281318,-0.02387786187151681,-0.014103383339806803,-0.032241543403517134,,-0.04531163372306687,-0.03121431926267269,-0.01775531743522474,-0.013728614616075531,,0.047482748613759666,0.01953394055974101,0.007046478502399495,0.03245943027071652,,-0.05873723922680669,-0.07253007907995808,-0.08785282786860621,-0.0978995853192519,,-0.026800736013311587,-0.03887503893344406,-0.016345925719513602,-0.0037444566019072803,,0.08613693476310613,0.06443984543595659,0.04697115111705368,0.02411730799120424,,-0.001454498262801332,-0.006076175898923547,-0.001140772915039199,0.003979075572902977,,0.037009399314513615,0.039146149721037346,0.023971837140894917,0.004381112932712098,,-0.10266909985644405,-0.10735145727523523,-0.11266104119815416,-0.11707862336784543,,0.044995663235321316,0.030295814560107662,0.02420785937757301,0.010871972865220524,,-0.025133251498683763,-0.03176971477528616,-0.04085005858086745,-0.03799172592832053,,-0.13246116285883414,-0.11950408172504,-0.11489146979109292,-0.10946784493115508,,-0.09042067915612656,-0.06291553617229596,-0.04148144227386608,-0.0377887170484152,,-0.08173172599431959,-0.06113452791445151,-0.035805940476043414,-0.009157110689108471,,-0.0982126385762382,-0.09681736075606377,-0.08550042253548933,-0.06978471012974476,,-0.060471206202488824,-0.07309627570714183,-0.06569285206566594,-0.04150233161361006,,-0.1364931168805777,-0.11155503237953054,-0.10239981343597446,-0.07571377095671171,,0.12546164171867075,0.10002385770029956,0.08474034118023513,0.06763354266426799,,0.004077572430854882,-0.0060365540936295784,-0.004948343623823133,-0.017946970902403388,,0.012946461387919427,0.007080473742495459,-0.0008686828304801544,-0.011840914808712312,,0.1386216480938609,0.08593596266101561,0.05740006996712454,0.02328538432204659,
42_T2,0.16985046556266478,0.12810867658667777,0.08812996769183991,0.05356045747913789,0.0068493323379490425,0.6961689251988317,0.8669991106846758,1.0,0.8673393702216504,0.6976484831484353,0.07949172633579323,0.08325125658591497,0.050385383051542186,0.04986734918866555,0.008850859287164479,-0.004434636848204944,0.009512554177157783,0.016898527156067336,0.026072410015455617,0.03173570919479376,0.0957301137678795,0.103513220837811,0.09983154489353024,0.09529289864785045,0.09230833448453167,0.08667151517878541,0.07820284756060376,0.06419682643574504,0.04150503420539861,0.03988297255038925,0.04302765886888363,0.04427092480682772,0.036094333438184294,0.0332406863547709,0.02134199427001667,-0.005423979295988631,0.015035601458441862,0.00823459111262703,0.018408630428455846,0.034079896112164,0.06083127743915828,0.04213684874773298,0.03579692314784122,0.028417094099078832,0.03148340685189488,-0.15486773666530557,-0.15503750700763091,-0.14674739648359464,-0.13296403741710605,-0.1090539602664641,-0.05804155802181848,-0.030846447402648327,-0.011310214742468041,0.023137437956873567,0.033170015236996434,-0.0816853008321432,-0.0925088935556738,-0.09137481809903236,-0.10637051910474893,-0.09318984205174503,-0.0201986008721876,-0.03891620268614095,-0.05821943793613175,-0.07939941870378484,-0.08344492974446867,-0.03343499397636716,-0.031190049907758262,-0.028544707554283177,-0.02664999501937738,-0.026770790419577098,-0.04771179063993289,-0.026154646523281318,-0.023465875010012318,-0.013583170945607159,-0.031689830901783934,-0.06360356228843746,-0.04531163372306687,-0.031936413206009685,-0.01884943601912308,-0.016197101647395584,0.0725352729900438,0.047482748613759666,0.020128606344667857,0.006816677067941419,0.027556529699542826,-0.0353821842632207,-0.05873723922680669,-0.07369043811323069,-0.08959497793071303,-0.10245132733844417,-0.008036391280186914,-0.026800736013311587,-0.03905938692632393,-0.017040234073410966,0.0019633172323496985,0.08175684229419748,0.08613693476310613,0.06508462305485804,0.04752444001556674,0.024014235638616595,0.025521156560145645,-0.001454498262801332,-0.006082546577188165,-0.0011410313495325603,0.0008188349721092118,0.050951196907233424,0.037009399314513615,0.03790188845324405,0.02205436510743675,0.0018420467723853449,-0.10906874520220408,-0.10266909985644405,-0.10792708324800983,-0.11412655126422652,-0.1206600945653466,0.06163990809212977,0.044995663235321316,0.029351966432140622,0.02346691456419829,0.010133272394270292,-0.021326820876280402,-0.025133251498683763,-0.03055564885348438,-0.038950688590348864,-0.035338637542633416,-0.16322389818213304,-0.13246116285883414,-0.11898208268312427,-0.11441007335089788,-0.11091478750870525,-0.13842129327257652,-0.09042067915612656,-0.06311723633429184,-0.042624220856422694,-0.04035112295098145,-0.08662030875341067,-0.08173172599431959,-0.06179020774540985,-0.03659839051137339,-0.011214245464277524,-0.09805468562883805,-0.0982126385762382,-0.09839176763611016,-0.0860480492786831,-0.06885484985099151,-0.04607163283897782,-0.060471206202488824,-0.07373781226579461,-0.06666067985532194,-0.04351457187294686,-0.1389577048244408,-0.1364931168805777,-0.11296913686738687,-0.10399866131286153,-0.07925949471730723,0.12448503946864391,0.12546164171867075,0.10076440052193268,0.08549487301148802,0.06965731975577535,0.0076567098535362576,0.004077572430854882,-0.005120443504165437,-0.0039315324309396205,-0.015461441767015582,0.009867529342089629,0.012946461387919427,0.00706738580257817,-0.00015301947566833033,-0.010067899958682692,0.16505079320295715,0.1386216480938609,0.08653853701942173,0.05864146467206694,0.023698851511309987
42_T1,,0.16985046556266478,0.12924113868292858,0.08890977365099331,0.053162316789135626,,0.6961689251988317,0.8673393702216504,1.0,0.8676871210339314,,0.07949172633579323,0.08579885030932156,0.05198060425760572,0.052071641040648826,,-0.004434636848204944,0.008910074345169286,0.016820256724509843,0.027945221021995835,,0.0957301137678795,0.10630065066232898,0.10176945945644605,0.09767187442365712,,0.08667151517878541,0.07898369411695277,0.06466352462299339,0.041663608754119445,,0.04302765886888363,0.04326370075419459,0.03541457802832805,0.03137581584179144,,-0.005423979295988631,0.013010319808563502,0.0072413955086125335,0.018431346199441676,,0.06083127743915828,0.042596170948218194,0.03618832998260737,0.028841096657331707,,-0.15486773666530557,-0.1568473127618526,-0.14769506876661856,-0.13360480771095085,,-0.05804155802181848,-0.026815462324149743,-0.010730862256967691,0.022678486910461083,,-0.0816853008321432,-0.09146930361994755,-0.09118175680964133,-0.10613262495735819,,-0.0201986008721876,-0.040522029243541716,-0.05961294390271233,-0.08039954636031928,,-0.03343499397636716,-0.027831215988106724,-0.027760636460563412,-0.02619967491767475,,-0.04771179063993289,-0.0254829878705568,-0.02307539888127798,-0.01332997797601275,,-0.06360356228843746,-0.04647047476038695,-0.03271497636891038,-0.02020153332621627,,0.0725352729900438,0.04824034891880614,0.019852188174879496,0.00395606841116893,,-0.0353821842632207,-0.06075014229982818,-0.07499933295955082,-0.09216965549082703,,-0.008036391280186914,-0.027031469833334047,-0.03948210502589613,-0.013571508794931164,,0.08175684229419748,0.08706613679088515,0.06543112360131241,0.04733311926753962,,0.025521156560145645,-0.0015111020883975957,-0.006094043604081739,-0.0029059899542279596,,0.050951196907233424,0.03481850205393723,0.036441322388739934,0.02044936461402479,,-0.10906874520220408,-0.10363879175256642,-0.10899257684295724,-0.11616217204321973,,0.06163990809212977,0.04343916618983008,0.028833065115720438,0.023059013063408598,,-0.021326820876280402,-0.02324522490272949,-0.02924289417273996,-0.0375991229554227,,-0.16322389818213304,-0.1316393036137193,-0.11870806163027242,-0.11523058775488072,,-0.13842129327257652,-0.09045954971488264,-0.06389574501563319,-0.04347927279335679,,-0.08662030875341067,-0.08276847912977561,-0.06233236059766922,-0.03769403944614778,,-0.09805468562883805,-0.10069216690911278,-0.09872538077724037,-0.08540171260750927,,-0.04607163283897782,-0.06152617432436653,-0.0744266981285133,-0.06770023611216401,,-0.1389577048244408,-0.13886755634548187,-0.11416920053824586,-0.10599792543231853,,0.12448503946864391,0.12650014387227354,0.10123504126907701,0.08638404754493398,,0.0076567098535362576,0.005513000260132827,-0.004393138510891466,-0.002672615382577622,,0.009867529342089629,0.01285872508506655,0.007552560404480702,0.0007329476843740704,,0.16505079320295715,0.13974891755926075,0.08752065015737526,0.059025262082167025
42_T0,,,0.1717847427543412,0.13021473341941658,0.08861789236566442,,,0.6976484831484353,0.8676871210339314,1.0,,,0.08411757420706373,0.0879844486389728,0.053335680685524925,,,-0.005530501819810512,0.008824546491051048,0.018012059816174295,,,0.10080369661372023,0.10890109516185653,0.10317567055939966,,,0.08804478397851326,0.07950867053227013,0.0647026051889751,,,0.04114827965207364,0.04230823439575398,0.034262158247357975,,,-0.009420246721509264,0.01159407901411954,0.007207495293066491,,,0.061515268109878694,0.043003785086771495,0.03637913606229891,,,-0.15822440799122264,-0.1581463771183867,-0.1480748902079289,,,-0.050432374153942236,-0.02598826847426458,-0.010976114414231679,,,-0.07989296783277482,-0.0912737977162095,-0.09109063220839213,,,-0.023283298403690447,-0.04254569610149921,-0.06027370773181572,,,-0.027265358169678244,-0.026813658830863653,-0.027511681331715204,,,-0.04638556247725199,-0.02494983653844069,-0.022912226179154442,,,-0.06568689384710928,-0.04753567454119142,-0.03353626030092563,,,0.07366184287782751,0.04763403560631562,0.017992970409424613,,,-0.039242632740364276,-0.06267374908512263,-0.07662322793755091,,,-0.008228891649119096,-0.02758605471980779,-0.03709920703344288,,,0.08346509298484808,0.08745272557494228,0.06527453910114611,,,0.02533226471464733,-0.0015700645337218683,-0.007165936697368266,,,0.046860045531320574,0.032654450078345866,0.03539601184228319,,,-0.11079694249807304,-0.10516358904638694,-0.11025630624983443,,,0.05881534647915808,0.042724844666187305,0.02860341498203473,,,-0.01796165346795013,-0.021519136651853808,-0.02846604098255906,,,-0.1619960308062044,-0.13132814459489706,-0.11931331071740564,,,-0.138632999971438,-0.09129835491336005,-0.06437960530305505,,,-0.08850893101650159,-0.08349976480556841,-0.0629824035644348,,,-0.10258532411933186,-0.10107751559842446,-0.09828325450586854,,,-0.04808481966315999,-0.062497837200833635,-0.07506249397431992,,,-0.1434730585972284,-0.14059755785344435,-0.11544122351917176,,,0.12636307936599417,0.1270220244446107,0.10172283014418505,,,0.010320781743473862,0.006465202663942499,-0.0036280664683269515,,,0.009669958117566196,0.013476514085460954,0.008067071441963367,,,0.16738791880986617,0.1412839355136008,0.08783901440659111
