,2_T4,2_T3,2_T2,2_T1,2_T0,3_T4,3_T3,3_T2,3_T1,3_T0,4_T4,4_T3,4_T2,4_T1,4_T0,5_T4,5_T3,5_T2,5_T1,5_T0,6_T4,6_T3,6_T2,6_T1,6_T0,7_T4,7_T3,7_T2,7_T1,7_T0,8_T4,8_T3,8_T2,8_T1,8_T0,9_T4,9_T3,9_T2,9_T1,9_T0,10_T4,10_T3,10_T2,10_T1,10_T0,11_T4,11_T3,11_T2,11_T1,11_T0,12_T4,12_T3,12_T2,12_T1,12_T0,13_T4,13_T3,13_T2,13_T1,13_T0,14_T4,14_T3,14_T2,14_T1,14_T0,16_T4,16_T3,16_T2,16_T1,16_T0,80_T4,80_T3,80_T2,80_T1,80_T0,84_T4,84_T3,84_T2,84_T1,84_T0
2_T4,1.0,0.985666323535012,0.9653549325732904,0.9486941787507035,0.9324305221861735,0.08871042384417994,0.09373161375190275,0.09888401111570799,0.10275749473656645,0.1062492364024032,-0.26249139322647147,-0.2564172262534672,-0.2490908399345497,-0.2431218941801217,-0.2398129400237528,-0.14790688148232933,-0.14840613224300303,-0.14838626606152602,-0.14919349398137852,-0.14854847249907152,-0.26048405779976663,-0.2550362843758794,-0.24887963977832,-0.24402843663004142,-0.24170677991114,-0.03198818906688884,-0.031263078572585375,-0.026273724861848476,-0.022450211392822123,-0.02099267513711477,-0.0587386525688475,-0.056690604542918036,-0.0555789255068135,-0.05603697615399784,-0.05863312886753226,-0.006732215737344406,-0.009746652394852754,-0.015062002810235784,-0.023737781377177414,-0.03192347816429045,-0.017386351001247684,-0.013883573764693102,-0.011872350264217358,-0.0038156834537232476,0.006665625542783903,-0.13394701932511233,-0.13086081891896617,-0.1297236949402731,-0.1288717733861867,-0.1292617767482866,-0.09219876055892208,-0.08765108517513202,-0.08202170749571243,-0.07503655165603522,-0.0693955022188935,-0.08912813054513095,-0.09330542136823432,-0.09685398320959816,-0.09712386367392303,-0.09608936873506005,0.03992370195539275,0.03495371469825547,0.028324914540801212,0.023586900836252846,0.01782915113207972,-0.003187863937421471,-0.005276724692119095,-0.00907422883467473,-0.011255458548080933,-0.014623192970159458,0.006012251234013237,0.007238742420694724,0.009706609242510291,0.014046721583816939,0.019114693086686726,-0.04112768993046026,-0.04096692722945443,-0.04386580610740339,-0.0493488531373624,-0.056854644556806104
2_T3,0.985666323535012,1.0,0.9856670718128157,0.9653570242091826,0.9486979061720481,0.08389730989754218,0.088692339686027,0.09371075028640329,0.09885913140286487,0.10272703790498913,-0.260012494574786,-0.2625496541167192,-0.25648439215612845,-0.2491707207819217,-0.24321983219859472,-0.14512755832439422,-0.14770655435827365,-0.1481767889926676,-0.14814281436510038,-0.14895002500153337,-0.26385279856384825,-0.26039962362911095,-0.25493761778262664,-0.24869832235284733,-0.24388854172428343,-0.033081932218009,-0.03207320410521121,-0.031361043608291644,-0.026389628793497606,-0.022591198248608425,-0.05736016505443461,-0.05858829015041055,-0.05652045710713802,-0.055370071901482874,-0.05572984972043473,-0.005356627173169771,-0.006810294653172623,-0.009847388805870919,-0.015216554065061852,-0.023921243271855335,-0.018530386107785592,-0.017375559865031687,-0.013870562952516591,-0.011856019184408224,-0.0037937659553102044,-0.1331121418196237,-0.13396788038358212,-0.13088026991134882,-0.12974713363802245,-0.12890106943045215,-0.09861330738269299,-0.09226243968036031,-0.08774069398920975,-0.08212873281302599,-0.0751411453963081,-0.084512989256804,-0.08920620123928252,-0.09339400898918651,-0.09695689223772629,-0.09724782981725871,0.042471995603219986,0.03971669699857472,0.034718790544047695,0.028053204321091124,0.023261664510308578,-0.000940355814668571,-0.0032247273703575278,-0.005318829503224732,-0.0091234483276287,-0.0113152106559939,0.006034341111392236,0.006030588340989035,0.0072407631057598894,0.009710899364706527,0.014156315592703325,-0.038630217274012495,-0.041074734507875715,-0.04086638188616751,-0.0437493202251929,-0.049289853972020244
2_T2,0.9653549325732904,0.9856670718128157,1.0,0.9856678197191416,0.9653591146356257,0.08201971201740126,0.08387723766625242,0.08867426269926519,0.09368989628008688,0.09883426486385034,-0.2564784173112793,-0.26007847088086716,-0.26260788410379565,-0.25655151730526177,-0.24925054485157055,-0.14130096869181924,-0.14490178605255852,-0.14750642097009342,-0.14796996964244563,-0.14794304949042897,-0.26431949542991157,-0.2637560752281114,-0.260313622925432,-0.2547818642980664,-0.2485813936570357,-0.03263897379942952,-0.03317794431950918,-0.032158171833600535,-0.03145894599052221,-0.026505445877676507,-0.057649524534895184,-0.05719006150318601,-0.05843804844890731,-0.05634050841026004,-0.05511433060510413,-0.00132492722552319,-0.005445899011555458,-0.0068989323330305285,-0.009981089393597237,-0.015370963132425442,-0.020715633426356635,-0.018518642586746868,-0.017364772961329124,-0.01385755797471706,-0.011839696659412825,-0.13149714441338867,-0.13313469868762776,-0.13398438305136026,-0.13089971210621548,-0.12977055994239536,-0.10298625923881802,-0.09868489594931434,-0.09234042697339541,-0.08783140167180788,-0.08221479320419368,-0.08149919324143128,-0.08460185012517221,-0.08928422890329364,-0.09348254082104364,-0.09705972572794755,0.04610651524139955,0.04223673419991364,0.03950994049471,0.03448418968800953,0.027781930528563162,0.0012469136305409668,-0.0009821228479340036,-0.003261575371383689,-0.0053609141599669135,-0.009172640306896284,0.004526244447444092,0.006055345229974062,0.00603127591766283,0.007242782721055749,0.009798831598838842,-0.03348563433003466,-0.03857056614017286,-0.04098602129588754,-0.04076591430622525,-0.04369861711244077
2_T1,0.9486941787507035,0.9653570242091826,0.9856678197191416,1.0,0.985668567254267,0.08272511291653789,0.08199668819009273,0.08385717451018726,0.08865619287961056,0.09366905172649352,-0.25337491898675957,-0.2565548350839908,-0.2601444072804573,-0.26266608321280094,-0.25661860173868095,-0.1406830498096132,-0.1410420901993715,-0.14467626266843478,-0.1473259019975221,-0.14780030242922718,-0.26340154704163804,-0.2642067358012537,-0.26365756975190535,-0.26017772464177963,-0.2546814834748254,-0.030295088780005187,-0.0327499247583204,-0.033273895449110004,-0.03224309229249218,-0.03155678578087693,-0.05535819785331711,-0.057452258481214574,-0.05702011412271281,-0.05827914901601846,-0.05612019066731721,0.00309010997860245,-0.0014295431005093258,-0.005547168229586252,-0.007016564078091401,-0.010114684133360505,-0.027004358772226015,-0.020703119244933274,-0.01850690431895039,-0.017353990287635533,-0.013844558827347449,-0.12974957029024708,-0.13152193666650636,-0.1331522927997468,-0.13400087920069176,-0.13091914550955133,-0.10567669202737107,-0.10306864248792695,-0.09877245755897995,-0.09241937294431739,-0.08790439223326836,-0.0830740437208996,-0.08160240369202662,-0.08469065505856299,-0.08936221357356916,-0.09357101691773476,0.05086352699135753,0.04583268604926354,0.04200179526397448,0.03930343191252759,0.03424991133603964,0.003103815249897402,0.0011985884784767537,-0.0010238699334131746,-0.003298407950196032,-0.005402978676824481,-0.0017626549916634879,0.004548081624862104,0.006056359364549245,0.006031963178334472,0.0073162192354393465,-0.0257051178061451,-0.033414685240789666,-0.038470511234602135,-0.04089736831230381,-0.04072128504106204
2_T0,0.9324305221861735,0.9486979061720481,0.9653591146356257,0.985668567254267,1.0,0.08324383009322187,0.0826979782124709,0.08197367648304388,0.08383712042316845,0.0886381302227744,-0.25452726653423774,-0.25346667573764,-0.25663119910013515,-0.2602103038105037,-0.26272425146877204,-0.1397423265823516,-0.14037550410317376,-0.14078354254703485,-0.14447284618398465,-0.14717777010822586,-0.2654118239618369,-0.26326630361951503,-0.2640919159564887,-0.2635020292520539,-0.2600902114295825,-0.026509174082628942,-0.030427706701559757,-0.03286079369245056,-0.0333697856663043,-0.03232796552227231,-0.05253376086549987,-0.05512120984934518,-0.05725520397741669,-0.056840389629786305,-0.05808461491735581,0.007982455764634324,0.0029638688607105386,-0.0015481717940720634,-0.005681408747618519,-0.007134114322563051,-0.03314240134816776,-0.02699162038885859,-0.020690611580397984,-0.018495171300852143,-0.017343211841445643,-0.12930445976025598,-0.12977843631982122,-0.1315409365858161,-0.1331698790051331,-0.13401736883544846,-0.10894568305102485,-0.10577507056185988,-0.10316932259178464,-0.09886108008176611,-0.09248294624645656,-0.08448740306616892,-0.08319763294143129,-0.08170553840994456,-0.08477940411103604,-0.08944015528646408,0.053924529518605366,0.05053368434908757,0.04555929429263275,0.04176717800824168,0.03909717072242348,0.005614209529342831,0.0030462082126206523,0.0011502902023979929,-0.0010655970854042424,-0.0033352251164817195,-0.007226157753730319,-0.001741218397681708,0.004546798073024231,0.006057372965526712,0.006095004047778739,-0.022676814616313486,-0.025616086802673473,-0.03329738202509088,-0.03837053382056879,-0.040857321727688335
3_T4,0.08871042384417994,0.08389730989754218,0.08201971201740126,0.08272511291653789,0.08324383009322187,1.0,0.9796191214984281,0.9522735578824097,0.931824266461041,0.9170260429957402,0.0009729334261513183,0.009784785980418613,0.015253703644029306,0.01868556750230152,0.020340123746676868,-0.21043931243937036,-0.20913575663978046,-0.2069765312399297,-0.2052826927031951,-0.20281604772612588,-0.07886482583600328,-0.07819310775650337,-0.07645222000411685,-0.07493455891792485,-0.07261850811790611,0.05750206707794935,0.055108878936980736,0.050513261802545055,0.04640465113321762,0.043902067824260024,-0.15282130415604223,-0.15554169499731726,-0.154259062420145,-0.15161138761644402,-0.15109754743390136,0.05707816823286105,0.05411087548669725,0.05041484640627127,0.04726789794458143,0.04510457366188356,-0.20452763768805515,-0.206463140264832,-0.2058113487248995,-0.20095005013704195,-0.19457063191281665,-0.1226276545794709,-0.1220332053817948,-0.12011431640595442,-0.12171191876182004,-0.12553108775416452,0.04120761344582163,0.047762380786793256,0.052762022750307155,0.05531168443587892,0.05875070252983971,-0.017162242325635808,-0.020552244148534883,-0.02282994345100485,-0.0240432275708824,-0.022757635330085225,0.03510827317392457,0.0348633694574138,0.03459311270985322,0.03299581713437587,0.031860391825881455,-0.10986056224260385,-0.11058198663384551,-0.11170693851813748,-0.11548152421986327,-0.12076299359461562,-0.0659324974667557,-0.06171928968149803,-0.057045440963334894,-0.05485016064307564,-0.05412628957089418,-0.06525406034838624,-0.06738704289778727,-0.06871926152450598,-0.06866734936991431,-0.06755678954577282
3_T3,0.09373161375190275,0.088692339686027,0.08387723766625242,0.08199668819009273,0.0826979782124709,0.9796191214984281,1.0,0.9796192472450734,0.952273902921188,0.9318248437778758,-0.00027744363679341964,0.0010019364963642376,0.00981676865702408,0.015290479287131497,0.018728598907262466,-0.21131489656104127,-0.21043656000344338,-0.20913220978815011,-0.20697847899497243,-0.20529347015828614,-0.08166100154358114,-0.07888361506470735,-0.07821479217689224,-0.07648656241887022,-0.07496469985831707,0.06101326263406594,0.05752738750359493,0.05513789605283385,0.05054766747263298,0.04644572747940287,-0.1552900764493232,-0.15283691922432363,-0.15555840139042174,-0.1542775323266397,-0.1516247905468066,0.06063548548018316,0.057101073675029215,0.054139894226967474,0.05045772846066529,0.047318795174378286,-0.20348823012613193,-0.20453038475075352,-0.20646647298236806,-0.20581556689372593,-0.2009557492672214,-0.11939256414886305,-0.12261793869330358,-0.12202413501546593,-0.12010351841012772,-0.12169877561876734,0.037284125870382316,0.04122959455290862,0.04779180439726714,0.0527960320463122,0.055344258077678656,-0.01586906650807905,-0.01713010818236159,-0.020515559639066233,-0.022787119602505342,-0.023992706878739233,0.03415928712722768,0.03516102940975737,0.034923133933820745,0.0346627921251112,0.03307862298287438,-0.10697905348267732,-0.10984595317075042,-0.1105653860034107,-0.111687530034472,-0.11545832397005833,-0.06455052950513598,-0.06593923030042775,-0.06172001913496861,-0.05704706639606004,-0.054887443106351595,-0.06489513090215512,-0.06527709400493381,-0.06742907298858562,-0.06876767168565454,-0.068692324957512
3_T2,0.09888401111570799,0.09371075028640329,0.08867426269926519,0.08385717451018726,0.08197367648304388,0.9522735578824097,0.9796192472450734,1.0,0.9796193729408709,0.9522742477972919,0.0012794142652557039,-0.00024409181839861655,0.0010309249973606662,0.009848733030900992,0.015327230351808713,-0.21211939947129466,-0.21131182354457703,-0.21043382469408173,-0.20913382381797024,-0.20698832622435767,-0.08328018853720323,-0.08168256587564038,-0.07890266467294808,-0.07824411039619936,-0.07651222273530492,0.06187141467520532,0.06104197760490678,0.057552695247431035,0.05516689644930837,0.05058204987081473,-0.15879675098770124,-0.15530755104368738,-0.15285252857337206,-0.1555740072482099,-0.1542886872021164,0.06603338764854749,0.060661697513951555,0.05712654023506018,0.054176267207267224,0.050500575461569004,-0.2016262995054496,-0.20349123708467867,-0.2045331308518907,-0.20646980436494974,-0.20581978308862428,-0.1145068254514995,-0.11938193313328012,-0.12261010250540832,-0.12201506835342003,-0.120092725566015,0.03238488057006681,0.037309667293921954,0.041256213700838894,0.04782155660141153,0.05282400543039869,-0.012445844862507001,-0.01583229988682658,-0.017097990684274502,-0.0204788968820125,-0.02274432536878712,0.03533741065142614,0.0342202613810698,0.03521373124778302,0.0349828276583781,0.03473237492883516,-0.10264767302706365,-0.10696236980990032,-0.10983134962775738,-0.11054879255894821,-0.11166813135918473,-0.06302446444088564,-0.06455833446099835,-0.06593943585917401,-0.06172074823922095,-0.05707755801630741,-0.06462190960025342,-0.06492141109450197,-0.06531416123498306,-0.06747107294474548,-0.06878975984719286
3_T1,0.10275749473656645,0.09885913140286487,0.09368989628008688,0.08865619287961056,0.08383712042316845,0.931824266461041,0.952273902921188,0.9796193729408709,1.0,0.9796194985859613,0.004981668984484198,0.00131850641510232,-0.000210759148613504,0.001059898940598279,0.00988067911845236,-0.213289449775078,-0.21211679108339793,-0.21130877278584437,-0.21043557761947165,-0.20914221865821642,-0.08354815993005905,-0.08330576957541919,-0.08170442181007437,-0.07892847887002945,-0.0782660705307124,0.06447238226625185,0.061905291933233124,0.061070676171735366,0.05757799031947547,0.055195880141612905,-0.16067248297631545,-0.15881699332937635,-0.15532501863232764,-0.1528672461982089,-0.15558312908908534,0.07004400531568102,0.06606412965913562,0.06069076993019157,0.057158336962116675,0.05421261475792411,-0.20113448668943945,-0.201629499013642,-0.20349424284026899,-0.20453587599197262,-0.20647313441338563,-0.11368457155747613,-0.11449493213611009,-0.11937344261032364,-0.12260226911321925,-0.12200600539338677,0.027861833353945573,0.03241550690033653,0.03734067754591045,0.041283141389554044,0.04784592796540642,-0.008179779360483419,-0.012402772989303592,-0.015795555038747567,-0.01706588981782767,-0.020442255857108963,0.03648545508182133,0.035409003878513944,0.03428116361176285,0.03526637879516939,0.03504245079135286,-0.10052945622589125,-0.10262812103114013,-0.10694569335597373,-0.10981675161047717,-0.1105322062957797,-0.06351816565029236,-0.06303277074435251,-0.06455869318412297,-0.06593964133259407,-0.061746023420898875,-0.06444257737194131,-0.06465382311971717,-0.06496377664020163,-0.06535120513585237,-0.06749064122570085
3_T0,0.1062492364024032,0.10272703790498913,0.09883426486385034,0.09366905172649352,0.0886381302227744,0.9170260429957402,0.9318248437778758,0.9522742477972919,0.9796194985859613,1.0,0.008840053012164912,0.005028312767047075,0.0013575724580431436,-0.000177445610230648,0.0010888583375239505,-0.21478627796269148,-0.21328706648359397,-0.21211421147787987,-0.211310851112789,-0.2104432168145643,-0.08382533124003115,-0.08357916145319763,-0.08333169073921297,-0.08173383144820147,-0.07894777524590943,0.06728299557433773,0.06451287713650672,0.06193914663415073,0.06109935834932481,0.057603272729728226,-0.15969992675185582,-0.1606965833726943,-0.15883722655783025,-0.1553414069462422,-0.15287660245170767,0.07337671063541433,0.07008084572611588,0.066098128061969,0.060726839811226306,0.05719011431349219,-0.19985012357975188,-0.20113755650097773,-0.20163269702964826,-0.2034972473936042,-0.20453862017148502,-0.11636476248199336,-0.11367061060980632,-0.1144855458155253,-0.11936495554267754,-0.12259443851523676,0.024232392906865578,0.027899317787561256,0.032452817481898176,0.037372050948467656,0.04130508932698838,-0.004084507907261173,-0.008128194187373594,-0.012359730854500905,-0.015758831943580066,-0.017033805569487474,0.03640281477554249,0.03657121720614424,0.03548049890296341,0.0343419939815623,0.035318972158762965,-0.10036671134967345,-0.10050605814865864,-0.1026085789043769,-0.10692902411619899,-0.1098021591157682,-0.06502754077418353,-0.06352630906130714,-0.06303225358731844,-0.06455905173625405,-0.06596124035614327,-0.06195551362045042,-0.06448317134536759,-0.06470454801163754,-0.06500611172553619,-0.06536874447775949
