,34_T4,34_T3,34_T2,34_T1,34_T0,35_T4,35_T3,35_T2,35_T1,35_T0,36_T4,36_T3,36_T2,36_T1,36_T0,37_T4,37_T3,37_T2,37_T1,37_T0,38_T4,38_T3,38_T2,38_T1,38_T0
34_T4,1.0,0.9926436521470945,0.982431618507572,0.9719407168351787,0.9621739505488365,-0.16869247729149306,-0.16890495168629274,-0.16983848585833328,-0.17055011777141865,-0.17116737583640568,-0.3380247113100222,-0.3361554910175898,-0.332152466664975,-0.3277033652460712,-0.3254256576139119,-0.2612985856938499,-0.2585708382727147,-0.25068780459365786,-0.24232242528129017,-0.23436003491950141,-0.19134198622400536,-0.18725973419013006,-0.18418217531624834,-0.18074272732706845,-0.1779901586187956
34_T3,0.9926436521470945,1.0,0.9926455332250365,0.9824363379744563,0.9719456011454255,-0.1670772306358424,-0.16872588646852327,-0.16890236991078061,-0.16989068542472946,-0.17059191253697933,-0.33813017978552556,-0.33814495039988335,-0.3362424373910096,-0.3322484649212693,-0.32781065839017304,-0.25879975896660584,-0.2611663786238704,-0.25828633910118903,-0.2504229327975986,-0.24205146439258113,-0.19245948370871302,-0.19103580464868994,-0.18692863080550343,-0.18382025847307507,-0.18034325171212162
34_T2,0.982431618507572,0.9926455332250365,1.0,0.9926472878600385,0.9824384146962354,-0.16401250929242825,-0.1671140032901053,-0.1687245475748392,-0.16895021901192153,-0.16992879902420588,-0.33699353820598493,-0.3382609273133101,-0.3382238593395655,-0.33632855589546923,-0.3323435358000168,-0.2556127420617341,-0.25865687211257854,-0.26090784320485816,-0.2580463279364509,-0.2501793473072294,-0.19148449823476246,-0.19212762466163308,-0.19073393565136437,-0.1866022216405047,-0.18346351140277847
34_T1,0.9719407168351787,0.9824363379744563,0.9926472878600385,1.0,0.9926475114086062,-0.16080634343196343,-0.16405316526684627,-0.1671135599412231,-0.16876829908145957,-0.16898525325192956,-0.3347085855806064,-0.3371354558277431,-0.3383461778067728,-0.33830126426283025,-0.33641302087933606,-0.25168620961138644,-0.2554597779585289,-0.25838158604953465,-0.2606929344022181,-0.2578288682308219,-0.19027858929106056,-0.19112749997542103,-0.1918049469214029,-0.1904404292981902,-0.186284895034262
34_T0,0.9621739505488365,0.9719456011454255,0.9824384146962354,0.9926475114086062,1.0,-0.158122585961759,-0.16084964947339236,-0.16405548137333079,-0.16715824721774977,-0.16879908205624478,-0.3326617142754614,-0.33485137968046486,-0.33722259828617285,-0.3384243310186505,-0.3383721885736429,-0.24860773930233757,-0.25153716445456176,-0.2551901921604742,-0.25817351597120025,-0.2605161641895566,-0.18972327508905557,-0.1899236014090525,-0.19080967206937124,-0.1915177930701678,-0.19017934757252342
35_T4,-0.16869247729149306,-0.1670772306358424,-0.16401250929242825,-0.16080634343196343,-0.158122585961759,1.0,0.9783019942034815,0.9517021840231487,0.9255724501101348,0.9000162107569639,-0.03908778230192992,-0.037178035247550915,-0.03493848475744768,-0.03310365948207546,-0.029138064536533954,-0.16530565534029362,-0.1651774753653401,-0.1650468459121704,-0.16270362509978634,-0.1603656501802154,-0.09562388601638469,-0.0977395019476075,-0.09884686726133651,-0.09961423887183507,-0.10005871360772563
35_T3,-0.16890495168629274,-0.16872588646852327,-0.1671140032901053,-0.16405316526684627,-0.16084964947339236,0.9783019942034815,1.0,0.9782990229804952,0.9517028022914754,0.9255736477332381,-0.04257915364572807,-0.03904236002432491,-0.037143102475509775,-0.03490015399194071,-0.03306094888720537,-0.16351472159865088,-0.1653234610401331,-0.16521212890214332,-0.16508140379749617,-0.16274049940172608,-0.09468223848506346,-0.09566895130705987,-0.097788452321418,-0.0989006418305286,-0.09967427387516332
35_T2,-0.16983848585833328,-0.16890236991078061,-0.1687245475748392,-0.1671135599412231,-0.16405548137333079,0.9517021840231487,0.9782990229804952,1.0,0.9782941818960825,0.9517002702894921,-0.04378685314695756,-0.04256062888385676,-0.03903057920899022,-0.03713016005751339,-0.03488585810545402,-0.1597412918411668,-0.16351898566271128,-0.16532453669928485,-0.16521547329658043,-0.1650859487774121,-0.09328994508672135,-0.0946887889697293,-0.09567562942796706,-0.09779581945919381,-0.09890897284251544
35_T1,-0.17055011777141865,-0.16989068542472946,-0.16895021901192153,-0.16876829908145957,-0.16715824721774977,0.9255724501101348,0.9517028022914754,0.9782941818960825,1.0,0.9782941683691745,-0.04287800401524834,-0.04372114721078923,-0.042518311766448116,-0.03899176969587945,-0.03708787376918541,-0.15645877708865658,-0.15976774194207677,-0.16356398240668538,-0.16536156942113692,-0.16525374090499914,-0.09142259870229981,-0.0933581915927225,-0.09475122509461477,-0.09573333084490836,-0.09785845077378463
35_T0,-0.17116737583640568,-0.17059191253697933,-0.16992879902420588,-0.16898525325192956,-0.16879908205624478,0.9000162107569639,0.9255736477332381,0.9517002702894921,0.9782941683691745,1.0,-0.041568853182647095,-0.0428182478485499,-0.04368298486886584,-0.04248348023661217,-0.038959764879002844,-0.15390474110960603,-0.1564822612838184,-0.15980500466843353,-0.16359485924572129,-0.16538881067687244,-0.08842958280884292,-0.09148103860701048,-0.09341102975210996,-0.09479975423170181,-0.09577833790743515
