,34_T4,34_T3,34_T2,34_T1,34_T0,35_T4,35_T3,35_T2,35_T1,35_T0,36_T4,36_T3,36_T2,36_T1,36_T0,37_T4,37_T3,37_T2,37_T1,37_T0,38_T4,38_T3,38_T2,38_T1,38_T0
34_T4,1.0,0.9944483448663026,0.9872380368004092,0.9797729303051419,0.9726025650329916,-0.15042464588433166,-0.1517202276144935,-0.15350753505424358,-0.15506367344297886,-0.1559260572239686,-0.2844588275179497,-0.28450902680654044,-0.2834132616269718,-0.2815695305892062,-0.2798667146885226,-0.31028655752830836,-0.30940312733718084,-0.30706113054680345,-0.30453136133312425,-0.3029226581774947,-0.24106974450967691,-0.23980816671115313,-0.23798583622024908,-0.2362856835157511,-0.23564013497082745
34_T3,0.9944483448663026,1.0,0.9944500812031251,0.987242304840654,0.979780200482075,-0.1468653396230406,-0.1503875594647159,-0.1516809769902619,-0.15346577120577154,-0.15501901374617036,-0.28370772908696207,-0.28458879776310586,-0.28464758827030856,-0.2835617631605753,-0.2817296187597009,-0.3095966736148016,-0.3102945525809549,-0.3094121523424083,-0.3070715790153675,-0.3045436507501076,-0.2406960005514889,-0.2408147694149881,-0.23953691172952188,-0.23769639181710878,-0.2359754275859305
34_T2,0.9872380368004092,0.9944500812031251,1.0,0.9944518161367233,0.9872465691908227,-0.1429050540873919,-0.1468265444978325,-0.1503504935455509,-0.15164174948673234,-0.15342403368071036,-0.2818614783357068,-0.28384669113247785,-0.28471869386429793,-0.28478606551811864,-0.2837101681525153,-0.3079309445733388,-0.30960500871770935,-0.3103025500582893,-0.3094211797770448,-0.3070820297160832,-0.23994389206667924,-0.24042356958218658,-0.2405599499686818,-0.23926583305223464,-0.23740714847405447
34_T1,0.9797729303051419,0.987242304840654,0.9944518161367233,1.0,0.9944535496688774,-0.1384700341667279,-0.1428641282649469,-0.14678777230832504,-0.15031344810783442,-0.1516025450811305,-0.27933020859207486,-0.28201107751642635,-0.28398556847940426,-0.28484851588778703,-0.2849244586300924,-0.30661433907965047,-0.3079399552150958,-0.3096133467134917,-0.31031054995461405,-0.309430209634571,-0.23849183492075637,-0.23965176273708658,-0.24015131635935116,-0.240305286023735,-0.23899493050209775
34_T0,0.9726025650329916,0.979780200482075,0.9872465691908227,0.9944535496688774,1.0,-0.13369543972151138,-0.13842654628987136,-0.14282322840585346,-0.14674902303183904,-0.150276423132672,-0.27636845022230394,-0.2794923805682908,-0.28216057879599554,-0.28412436120864254,-0.2849782638997313,-0.30552280087526207,-0.3066238386547882,-0.30794896914755754,-0.30962168759510383,-0.3103185522642516,-0.23680823779493743,-0.238177061329891,-0.23935983797587293,-0.23987924070352337,-0.2400507774334134
35_T4,-0.15042464588433166,-0.1468653396230406,-0.1429050540873919,-0.1384700341667279,-0.13369543972151138,1.0,0.9801850536250476,0.9531588118568929,0.9267641113429497,0.9017321398626564,-0.04477305445503089,-0.04404853499361945,-0.042514215795597804,-0.03973962390696223,-0.03642129108884568,-0.1618313633388811,-0.15915497783367927,-0.15646881357533307,-0.15401190405483417,-0.15241659725678136,-0.07304443318885329,-0.07145149300136677,-0.0686741789285581,-0.06598918187930795,-0.06384588840794735
35_T3,-0.1517202276144935,-0.1503875594647159,-0.1468265444978325,-0.1428641282649469,-0.13842654628987136,0.9801850536250476,1.0,0.9801850688437823,0.9531588489250576,0.9267641716864351,-0.04437756518583418,-0.044779888512855574,-0.044055679232696335,-0.04252192192412355,-0.03974817386827735,-0.1598289411697961,-0.1618332559991008,-0.15915696233825352,-0.15647094539208542,-0.1540142370652076,-0.07438074399015525,-0.07302902537564664,-0.07143537353806131,-0.06865718945382032,-0.06597108250250971
35_T2,-0.15350753505424358,-0.1516809769902619,-0.1503504935455509,-0.14678777230832504,-0.14282322840585346,0.9531588118568929,0.9801850688437823,1.0,0.9801850840598164,0.9531588859860617,-0.04349337829330855,-0.044384625816890434,-0.04478672072778374,-0.044062821416263186,-0.04252962566743276,-0.15620552292536533,-0.15983089649702212,-0.16183514831795143,-0.15915894646093243,-0.1564730767689983,-0.07643434610358382,-0.07436448513362577,-0.07301362272161237,-0.07141925983664107,-0.06864020647773997
35_T1,-0.15506367344297886,-0.15346577120577154,-0.15164174948673234,-0.15031344810783442,-0.14674902303183904,0.9267641113429497,0.9531588489250576,0.9801850840598164,1.0,0.9801850992730502,-0.042052731219826764,-0.0435007232813239,-0.04439168442170126,-0.04479355110062692,-0.0440699615452871,-0.15178671222277104,-0.15620755925825103,-0.15983285144825168,-0.16183704029553417,-0.15916093020177458,-0.07852147033862023,-0.07641708308149489,-0.07434823209544605,-0.07299822522395302,-0.07140315189375858
35_T0,-0.1559260572239686,-0.15501901374617036,-0.15342403368071036,-0.1516025450811305,-0.150276423132672,0.9017321398626564,0.9267641716864351,0.9531588859860617,0.9801850992730502,1.0,-0.04015201556023482,-0.04206047633461444,-0.04350806601284685,-0.04439874100122452,-0.04480037963219982,-0.14689069587569634,-0.1517888513390814,-0.15620959517171315,-0.15983480602361372,-0.16183893193194296,-0.0812254481915177,-0.0785030204128367,-0.07639982669046527,-0.07433198487225112,-0.07298283287986562
