,34_T4,34_T3,34_T2,34_T1,34_T0,35_T4,35_T3,35_T2,35_T1,35_T0,36_T4,36_T3,36_T2,36_T1,36_T0,37_T4,37_T3,37_T2,37_T1,37_T0,38_T4,38_T3,38_T2,38_T1,38_T0
37_T4,-0.2415240534135182,-0.2394369070790241,-0.2370545874147587,-0.23455114496259474,-0.23190739662205562,-0.18110620121749743,-0.17898946628885876,-0.17703090297559182,-0.1756263731894419,-0.17513353730538717,-0.03908273610637114,-0.03953693362787967,-0.03927687155810472,-0.039577511459179475,-0.040658120667247825,1.0,0.987695799859722,0.9786917240934272,0.971772078116714,0.9641971543365139,-0.09029973405257558,-0.08960440576277168,-0.08908267740231059,-0.08897483386396288,-0.08904089452706034
37_T3,-0.24149464127969894,-0.24149242448680183,-0.23940335363097456,-0.23701887741097058,-0.2345130388885345,-0.18170438391490926,-0.18110440300862543,-0.1789875871622245,-0.17702892064230646,-0.17562426617795926,-0.03883724436381998,-0.03908958731103961,-0.03954415402779047,-0.03928454542763796,-0.03958568525217063,0.987695799859722,1.0,0.9876854298115322,0.9786867552874772,0.9717717489363547,-0.09153469042707121,-0.09027400559088389,-0.08957714147218865,-0.08905361168667285,-0.0889436630222503
37_T2,-0.24054259704929215,-0.24139919298120144,-0.24140348160169678,-0.23930859682846833,-0.2369175548956032,-0.18094565912771673,-0.1816930971191543,-0.1810939044013279,-0.17897653560623955,-0.17701719703491098,-0.03802856576924205,-0.03887786132184641,-0.03912734665679604,-0.03958429481336032,-0.039327435837612994,0.9786917240934272,0.9876854298115322,1.0,0.987684655634241,0.9786797401790662,-0.09212370836039589,-0.09143654392085004,-0.09018273201781532,-0.0894799065329958,-0.08894950760096013
37_T1,-0.2401100603705892,-0.24046258070089005,-0.24132477966315125,-0.24133419566973527,-0.23923482771690358,-0.17858427329166987,-0.18093731531907606,-0.1816853404270609,-0.1810866982544192,-0.1789689552606934,-0.03647749423892196,-0.03806062982846518,-0.03890753313880715,-0.03915487926681482,-0.03961354368781838,0.971772078116714,0.9786867552874772,0.987684655634241,1.0,0.9876822887034467,-0.0924139640740114,-0.09204337881549264,-0.09136202051734385,-0.09011353813931793,-0.08940624285331042
37_T0,-0.23876475102099104,-0.2400590151992285,-0.24041527065236964,-0.24128084042184034,-0.24129339094944355,-0.17778290493428134,-0.1785804895698948,-0.18093380099856257,-0.18168208888052664,-0.18108369631996102,-0.03472803331442634,-0.03649299463830167,-0.0380748795523364,-0.038920629595358476,-0.039166923014269515,0.9641971543365139,0.9717717489363547,0.9786797401790662,0.9876822887034467,1.0,-0.09235925041996156,-0.09236770815516983,-0.0920006020506886,-0.09132249486020874,-0.09007706369144497
38_T4,-0.1858801846326229,-0.18569675760504478,-0.18547630470868712,-0.18489448612755158,-0.18406901268831113,-0.081964507530991,-0.08028472210226804,-0.07852219713786737,-0.0770553071550602,-0.07582275712787213,0.12148908021885609,0.12249036286129115,0.12400113126353447,0.1250505543636785,0.12565159079107294,-0.09029973405257558,-0.09153469042707121,-0.09212370836039589,-0.0924139640740114,-0.09235925041996156,1.0,0.9980203729842644,0.9959436665208028,0.9938075418539004,0.9919347943868962
38_T3,-0.18517143053751778,-0.185668360906637,-0.18547050059863515,-0.1852337771389,-0.1846335284638544,-0.08323614861198832,-0.08193563172758435,-0.0802543530272106,-0.07849006185716739,-0.07702102381739755,0.12185454493598998,0.12136882552188197,0.12236214801271363,0.1238638436727262,0.1249028091944621,-0.08960440576277168,-0.09027400559088389,-0.09143654392085004,-0.09204337881549264,-0.09236770815516983,0.9980203729842644,1.0,0.9980208222940506,0.9959446528538654,0.9938091633191601
38_T2,-0.1840851759319828,-0.18494541624697355,-0.18545665024595873,-0.1852443725077692,-0.18499139765329095,-0.08418289948719201,-0.08320522082453465,-0.08190676796946705,-0.08022399745092097,-0.07845794185759436,0.1218476775606291,0.12172598766347831,0.12124862390058774,0.12223399349399201,0.12372662524070852,-0.08908267740231059,-0.08957714147218865,-0.09018273201781532,-0.09136202051734385,-0.0920006020506886,0.9959436665208028,0.9980208222940506,1.0,0.9980212713181242,0.9959456385147829
38_T1,-0.18360885247964787,-0.18384305607217602,-0.18471953073061947,-0.18524505255943916,-0.18501837322153522,-0.08511291572616944,-0.08414967032900796,-0.0831743068281193,-0.08187791624819647,-0.08019365536327677,0.12177941825078112,0.12170964000787503,0.12159749098654375,0.12112847531748899,0.12210589925969308,-0.08897483386396288,-0.08905361168667285,-0.0894799065329958,-0.09011353813931793,-0.09132249486020874,0.9938075418539004,0.9959446528538654,0.9980212713181242,1.0,0.9980217200565699
38_T0,-0.18309353425661729,-0.18334808324922194,-0.18360108410618334,-0.18449377387765953,-0.18503356775604574,-0.0858142026231741,-0.08507705135557685,-0.08411645707567587,-0.08314340661239074,-0.08184907655532789,0.12200259568941194,0.12163042030282213,0.12157167224796281,0.12146905485949794,0.12100837973514665,-0.08904089452706034,-0.0889436630222503,-0.08894950760096013,-0.08940624285331042,-0.09007706369144497,0.9919347943868962,0.9938091633191601,0.9959456385147829,0.9980217200565699,1.0
