,34_T4,34_T3,34_T2,34_T1,34_T0,35_T4,35_T3,35_T2,35_T1,35_T0,36_T4,36_T3,36_T2,36_T1,36_T0,37_T4,37_T3,37_T2,37_T1,37_T0,38_T4,38_T3,38_T2,38_T1,38_T0
34_T4,1.0,0.998446267696605,0.9981298498132762,0.9980824517321082,0.9980287328167056,-0.19032192357057812,-0.19063629699073772,-0.1909787176756158,-0.19121805754294605,-0.19128235652468673,-0.3554198610479663,-0.3555878372227143,-0.3553988320851145,-0.3551967279055498,-0.35525382338730616,-0.25405354582134876,-0.25359400776444435,-0.2533014293743159,-0.25316058250691703,-0.25302008334099724,-0.18317181335264218,-0.18300055213490685,-0.18282757420101267,-0.18256166436446242,-0.18234339407367356
34_T3,0.998446267696605,1.0,0.998446285525962,0.9981298722447448,0.9980824758075911,-0.19035925969362233,-0.19031716967383316,-0.19063135347261903,-0.19097356946428612,-0.19121267553034238,-0.35525170431346753,-0.3554310706034414,-0.3555995336938964,-0.35541106918501114,-0.3552095603958591,-0.25404515367206243,-0.2540053241694249,-0.253543691075907,-0.25324880087594354,-0.2531054064934915,-0.18304277646307904,-0.18311776724158657,-0.18294416444652953,-0.18276862847891184,-0.18249991753477052
34_T2,0.9981298498132762,0.998446285525962,1.0,0.9984463033529377,0.9981298946727578,-0.1903151278979295,-0.19035429496763095,-0.19031241638276516,-0.19062641061182317,-0.19096842196863612,-0.35485664962557606,-0.35526340617039165,-0.35544227842939913,-0.3556112282818494,-0.3554233042246951,-0.25430655795802787,-0.25399484820021995,-0.253957114078034,-0.2534933869779834,-0.2531961861519348,-0.18290560627209848,-0.1829864128413143,-0.18306373650621682,-0.18288779349603138,-0.1827097010480842
34_T1,0.9980824517321082,0.9981298722447448,0.9984463033529377,1.0,0.9984463211772898,-0.1902430251405597,-0.19030993556418146,-0.19034933090169256,-0.19030766369724494,-0.190621468408145,-0.3546061506542987,-0.35486889258370835,-0.3552751061429399,-0.3554534845262639,-0.3556229209869994,-0.25451895308657757,-0.2542539598277927,-0.25394455531284366,-0.2539089155427522,-0.2534430954654807,-0.18269978097161674,-0.18284671428170657,-0.18293006594885164,-0.1830097211392718,-0.18283143927511486
34_T0,0.9980287328167056,0.9980824758075911,0.9981298946727578,0.9984463211772898,1.0,-0.1903067182366695,-0.19023758605442762,-0.19030474395215288,-0.19034436749569425,-0.1903029116171552,-0.35443716309362283,-0.35461898019172483,-0.3548811334802265,-0.35528680423155434,-0.3554646888944501,-0.2545396760730612,-0.2544638678691436,-0.2542013754547299,-0.25389427500494016,-0.2538607285591002,-0.18247728112715425,-0.1826381348658823,-0.18278784056276876,-0.18287373577745167,-0.1829557211334918
35_T4,-0.19032192357057812,-0.19035925969362233,-0.1903151278979295,-0.1902430251405597,-0.1903067182366695,1.0,0.9947869958493136,0.9933430141064212,0.992287945123122,0.9915340203964516,-0.018168527894422387,-0.018453744948759513,-0.01859970923855341,-0.01867217281734396,-0.018915067911346374,-0.18782418341166401,-0.18783100845472023,-0.18793197674215953,-0.18791583637007075,-0.18768300455056872,-0.07822256739816988,-0.0783294913701907,-0.07832067308043071,-0.07825712971908957,-0.07833892890529692
35_T3,-0.19063629699073772,-0.19031716967383316,-0.19035429496763095,-0.19030993556418146,-0.19023758605442762,0.9947869958493136,1.0,0.9947870021927329,0.9933430224559369,0.9922879551523494,-0.017795431375704128,-0.018174428089173758,-0.018459905130195214,-0.01860615260071675,-0.018678926141501687,-0.18758111880920794,-0.18780335476555504,-0.18780924931997345,-0.1879091956677154,-0.1878919466771689,-0.07838385494405126,-0.07820385973467474,-0.07830994524225825,-0.07830022738849504,-0.07823570677409677
35_T2,-0.1909787176756158,-0.19063135347261903,-0.19031241638276516,-0.19034933090169256,-0.19030474395215288,0.9933430141064212,0.9947870021927329,1.0,0.9947870085354587,0.9933430308044534,-0.017667214653081513,-0.017801565505414237,-0.018180327413866312,-0.018466064363741992,-0.018612594926329152,-0.18725084961665947,-0.18755945926148093,-0.18778253116424892,-0.18778749568597214,-0.1878864206174235,-0.07859163281870656,-0.07836439587788098,-0.07818515732846561,-0.07829040484574462,-0.07827978796371124
35_T1,-0.19121805754294605,-0.19097356946428612,-0.19062641061182317,-0.19030766369724494,-0.19034436749569425,0.992287945123122,0.9933430224559369,0.9947870085354587,1.0,0.994787014877432,-0.017845989563939894,-0.017673593964614397,-0.017807698690892562,-0.018186225868701555,-0.018472222649631595,-0.18712915361812882,-0.18722829524195447,-0.18753780518884297,-0.18776171260570834,-0.1877657475504636,-0.07903605222002995,-0.07857135932220725,-0.07834494251909815,-0.07816646017703964,-0.07827087017782895
35_T0,-0.19128235652468673,-0.19121267553034238,-0.19096842196863612,-0.190621468408145,-0.1903029116171552,0.9915340203964516,0.9922879551523494,0.9933430308044534,0.994787014877432,1.0,-0.018137662902663127,-0.01785264732246368,-0.01767997224930533,-0.017813830932353704,-0.018192123453868916,-0.1867294126609735,-0.18710558557247578,-0.1872057468291095,-0.18751615658908422,-0.18774089908794855,-0.07946219728442441,-0.07901483507752985,-0.07855109204407312,-0.07832549486488383,-0.0781477682779126
