,2_T4,2_T3,2_T2,2_T1,2_T0,3_T4,3_T3,3_T2,3_T1,3_T0,4_T4,4_T3,4_T2,4_T1,4_T0,5_T4,5_T3,5_T2,5_T1,5_T0,6_T4,6_T3,6_T2,6_T1,6_T0,7_T4,7_T3,7_T2,7_T1,7_T0,8_T4,8_T3,8_T2,8_T1,8_T0,9_T4,9_T3,9_T2,9_T1,9_T0,10_T4,10_T3,10_T2,10_T1,10_T0,11_T4,11_T3,11_T2,11_T1,11_T0,12_T4,12_T3,12_T2,12_T1,12_T0,13_T4,13_T3,13_T2,13_T1,13_T0,14_T4,14_T3,14_T2,14_T1,14_T0,16_T4,16_T3,16_T2,16_T1,16_T0,80_T4,80_T3,80_T2,80_T1,80_T0,84_T4,84_T3,84_T2,84_T1,84_T0
2_T4,1.0,0.9420954076581567,0.8936668597318069,,,0.09473941932694226,0.1041317727264674,0.11121298836528914,,,-0.22038702902014054,-0.19603360848161316,-0.17588298285279688,,,-0.11942860766432273,-0.10671075627805787,-0.07624529187294572,,,-0.2580625195674135,-0.2539364824612339,-0.24293306738193307,,,-0.04616993497722953,-0.03871977367611168,-0.0355333938031959,,,-0.13344189977089727,-0.10359305384255985,-0.09028052788074066,,,0.0008615137868884955,0.004462079228497907,0.005913651917770775,,,-0.01169238374668689,0.040005613048834626,0.06185188435685762,,,-0.15889268023612627,-0.15597657186688516,-0.13721973680171057,,,-0.07445517998639979,-0.08625548029341344,-0.099399078198589,,,-0.07702386679871508,-0.07524982917559311,-0.07573318723482574,,,0.06649026994352214,0.06202419497275584,0.06450993879575528,,,-0.014465727194426669,-0.011219374774404331,-0.013574614368467332,,,0.007815068588720536,-0.005813670937314592,-0.008082120561371052,,,-0.08824849693617706,-0.07221664444869817,-0.07080593086878179,,
2_T3,0.9420954076581567,1.0,0.9420954076581567,0.8936668597318069,,0.09225698496787144,0.09473941932694226,0.1041317727264674,0.11121298836528914,,-0.19089662369926472,-0.22038702902014054,-0.19603360848161316,-0.17588298285279688,,-0.09989285480833766,-0.11942860766432273,-0.10671075627805787,-0.07624529187294572,,-0.2340440838743189,-0.2580625195674135,-0.2539364824612339,-0.24293306738193307,,-0.04802975659707435,-0.04616993497722953,-0.03871977367611168,-0.0355333938031959,,-0.15366626990834817,-0.13344189977089727,-0.10359305384255985,-0.09028052788074066,,0.003720627411274573,0.0008615137868884955,0.004462079228497907,0.005913651917770775,,0.009127176227549025,-0.01169238374668689,0.040005613048834626,0.06185188435685762,,-0.14167398217977936,-0.15889268023612627,-0.15597657186688516,-0.13721973680171057,,-0.06201541953832929,-0.07445517998639979,-0.08625548029341344,-0.099399078198589,,-0.07271506099021934,-0.07702386679871508,-0.07524982917559311,-0.07573318723482574,,0.07602648658982238,0.06649026994352214,0.06202419497275584,0.06450993879575528,,-0.010595505337870592,-0.014465727194426669,-0.011219374774404331,-0.013574614368467332,,0.022607532707595804,0.007815068588720536,-0.005813670937314592,-0.008082120561371052,,-0.1023342236379987,-0.08824849693617706,-0.07221664444869817,-0.07080593086878179,
2_T2,0.8936668597318069,0.9420954076581567,1.0,0.9420870170713878,0.8937075857554625,0.0954746566156855,0.09225698496787144,0.09470798816886702,0.10406576519736156,0.11103917159981462,-0.16782869793482474,-0.19089662369926472,-0.22047901928326782,-0.19623060461798675,-0.17637546049099823,-0.06335991342544732,-0.09989285480833766,-0.11913408568412731,-0.10613196583906173,-0.07531670134528075,-0.21943842176734155,-0.2340440838743189,-0.25789977381888546,-0.2536052288462822,-0.24223882221336404,-0.052085934800640825,-0.04802975659707435,-0.046318353403206086,-0.03903060377896112,-0.036192221445932676,-0.20103425554310955,-0.15366626990834817,-0.1330461952391198,-0.10281637053606571,-0.08863842636141783,-0.007336611038658848,0.003720627411274573,0.0006584235529221082,0.004042840842347035,0.005025030478280383,0.0035404295267453673,0.009127176227549025,-0.011653283780189521,0.040093800077017405,0.06209063462520752,-0.10932743312643979,-0.14167398217977936,-0.1589284610617987,-0.15604127364314163,-0.1374943128313753,-0.054591551941005435,-0.06201541953832929,-0.07456868038493206,-0.08648682785189932,-0.09987262725490499,-0.07141130080053959,-0.07271506099021934,-0.07716141112309964,-0.075540411760746,-0.07634375999175078,0.0949243914640423,0.07602648658982238,0.06606248946246848,0.061191121211739294,0.0627628618051662,-0.013123960036517175,-0.010595505337870592,-0.014532183294632932,-0.011356650346954378,-0.013863879944981969,0.044570478054359645,0.022607532707595804,0.007968852268890249,-0.0054792156432468195,-0.007363357245959514,-0.13800905861964582,-0.1023342236379987,-0.08817359434814727,-0.07205366088786946,-0.07045676384678692
2_T1,,0.8936668597318069,0.9420870170713878,1.0,0.9420778426964728,,0.0954746566156855,0.09221951322166463,0.09467658799442034,0.10398182272798757,,-0.16782869793482474,-0.1910109435627546,-0.22057089647043246,-0.19647584872981969,,-0.06335991342544732,-0.09955763669963776,-0.11884014978201808,-0.10570818026779298,,-0.21943842176734155,-0.23385986570774273,-0.25773723006887733,-0.25329859491118206,,-0.052085934800640825,-0.048201916176188686,-0.046466564672603884,-0.03934075827267447,,-0.20103425554310955,-0.1531484341486778,-0.13262301487176095,-0.10202338210474174,,-0.007336611038658848,0.0034796214709317554,0.0004556730246778314,0.003624687774128477,,0.0035404295267453673,0.009160182354560993,-0.01161422277106815,0.04018184747842534,,-0.10932743312643979,-0.14172282063675812,-0.1589642060536843,-0.15617877919139173,,-0.054591551941005435,-0.062151602101242674,-0.07468204080192462,-0.08671773013889417,,-0.07141130080053959,-0.07287504667068569,-0.0772987669078301,-0.07583037066656906,,0.0949243914640423,0.07548257807135599,0.06563611736956541,0.06036215702782316,,-0.013123960036517175,-0.010674245646408566,-0.014598569719443701,-0.01149369943377224,,0.044570478054359645,0.02277602805884818,0.008122395782599847,-0.005145576297965755,,-0.13800905861964582,-0.10225114443621623,-0.08809880029979021,-0.07189104730292334
2_T0,,,0.8937075857554625,0.9420778426964728,1.0,,,0.0953050817824157,0.09210858129879848,0.0945756412929999,,,-0.16843962968850384,-0.1913814200387422,-0.22087165515154472,,,-0.062127453647894175,-0.09875294524439948,-0.1183795728023552,,,-0.21872971348926037,-0.2334026695511555,-0.25740308167243603,,,-0.05284833682275974,-0.048686752281861534,-0.046820964780010264,,,-0.199083000851107,-0.15194937182973828,-0.1317525543347362,,,-0.008343250352166797,0.0028329985688236234,-1.615901290889001e-05,,,0.003666592651679662,0.00924820647459904,-0.011522370745131556,,,-0.10954919885616898,-0.14184394220967542,-0.15912341178818432,,,-0.05520197017511838,-0.06253294948839584,-0.07495269880528464,,,-0.07213523689786416,-0.07333767981104046,-0.07763382046287988,,,0.09281496924933681,0.07421536816895805,0.06473118882590156,,,-0.013457445345847568,-0.010886292215672147,-0.014752644408652132,,,0.045308144656126745,0.023271403941064576,0.008495911103823821,,,-0.1376192703738562,-0.10199122176802596,-0.08790549154076335
3_T4,0.09473941932694226,0.09225698496787144,0.0954746566156855,,,1.0,0.9629818236002029,0.9308231009348498,,,0.015311633915887314,0.01629467645882812,0.020485239469710644,,,-0.22180501995614438,-0.2198129048169975,-0.21419315175402212,,,-0.07809385129660358,-0.07583989263745335,-0.0876628934678724,,,0.037234054212149204,0.03628665624396054,0.03202772168016576,,,-0.15551456445740391,-0.15654927875618302,-0.15645328754113771,,,0.05156008868639802,0.047068204977590636,0.04693445308679982,,,-0.16730524815071882,-0.16276416549700398,-0.1546017348634423,,,-0.12654064376494803,-0.12066172055923396,-0.1072056245707774,,,0.043446180074817695,0.03481436941731729,0.02083418855650034,,,-0.03016154882648109,-0.025601439002074875,-0.015395350719372343,,,0.010238705931360836,0.00518938126113271,0.010995973133738696,,,-0.12567962495989857,-0.1260422824450313,-0.13883018393631685,,,-0.06372998230320251,-0.06358108710848621,-0.07066390337993826,,,-0.0518974219078585,-0.04824895489683435,-0.04308401068298837,,
3_T3,0.1041317727264674,0.09473941932694226,0.09225698496787144,0.0954746566156855,,0.9629818236002029,1.0,0.9629818236002029,0.9308231009348498,,0.013766758049188114,0.015311633915887314,0.01629467645882812,0.020485239469710644,,-0.22688288999213022,-0.22180501995614438,-0.2198129048169975,-0.21419315175402212,,-0.0733588485150584,-0.07809385129660358,-0.07583989263745335,-0.0876628934678724,,0.035402975142047544,0.037234054212149204,0.03628665624396054,0.03202772168016576,,-0.1574932220978505,-0.15551456445740391,-0.15654927875618302,-0.15645328754113771,,0.054182516090335885,0.05156008868639802,0.047068204977590636,0.04693445308679982,,-0.16847404738878366,-0.16730524815071882,-0.16276416549700398,-0.1546017348634423,,-0.12900755188255322,-0.12654064376494803,-0.12066172055923396,-0.1072056245707774,,0.05175937053950736,0.043446180074817695,0.03481436941731729,0.02083418855650034,,-0.035505842177597745,-0.03016154882648109,-0.025601439002074875,-0.015395350719372343,,0.009371635338293214,0.010238705931360836,0.00518938126113271,0.010995973133738696,,-0.1177237515576708,-0.12567962495989857,-0.1260422824450313,-0.13883018393631685,,-0.06059049221918467,-0.06372998230320251,-0.06358108710848621,-0.07066390337993826,,-0.05581584885219343,-0.0518974219078585,-0.04824895489683435,-0.04308401068298837,
3_T2,0.11121298836528914,0.1041317727264674,0.09470798816886702,0.09221951322166463,0.0953050817824157,0.9308231009348498,0.9629818236002029,1.0,0.9629825559156232,0.9308257244854962,0.01292902791886889,0.013766758049188114,0.015371831278048162,0.016381387323003697,0.020683039294242582,-0.22700183428185808,-0.22688288999213022,-0.22181148682582613,-0.219825276529932,-0.21426596229632985,-0.07460678285103675,-0.0733588485150584,-0.0781419100417418,-0.07591652928456011,-0.08781103078274027,0.03391433080203082,0.035402975142047544,0.037302247165086254,0.03639177759668197,0.0322396318003545,-0.15618111145490787,-0.1574932220978505,-0.15553926991859693,-0.1565816026881542,-0.1565075262701423,0.06014378214326576,0.054182516090335885,0.05163875274868089,0.047192418732122654,0.0471822391193917,-0.16905485190620154,-0.16847404738878366,-0.16732048873668998,-0.16279142562847038,-0.15467129546124772,-0.1216090204511138,-0.12900755188255322,-0.12651723520563435,-0.12062911206320752,-0.1070803847826197,0.05468971840581949,0.05175937053950736,0.04350025121172148,0.03489887054768127,0.021005408849539147,-0.03943320179756157,-0.035505842177597745,-0.030078372681807304,-0.025474967175322927,-0.01515236834910507,0.020857564992167236,0.009371635338293214,0.010401750187774287,0.0054492094500160895,0.01149078242283359,-0.12162163301301834,-0.1177237515576708,-0.12564158857317217,-0.12598367277913392,-0.1387114307331854,-0.0649982801683119,-0.06059049221918467,-0.06380269319714048,-0.06369135519364795,-0.07087726666932606,-0.06080102888053593,-0.05581584885219343,-0.051944836560701924,-0.04832109002549027,-0.04322578412237164
3_T1,,0.11121298836528914,0.10406576519736156,0.09467658799442034,0.09210858129879848,,0.9308231009348498,0.9629825559156232,1.0,0.9629828892031439,,0.01292902791886889,0.013864563464209357,0.015431955698573776,0.01649244030410388,,-0.22700183428185808,-0.22689160735104394,-0.22181798936227265,-0.21986392472343286,,-0.07460678285103675,-0.07342740429204304,-0.07818991317902133,-0.07598881951922555,,0.03391433080203082,0.03550392403024763,0.03737034891395241,0.036496688257243386,,-0.15618111145490787,-0.15752501988793102,-0.15555860290503964,-0.15661050224071352,,0.06014378214326576,0.05429620171064159,0.05171729491974671,0.04731634148893956,,-0.16905485190620154,-0.1684905924655401,-0.16733571483097068,-0.16281864648727348,,-0.1216090204511138,-0.12896851251594504,-0.12649384906511485,-0.12055954344248707,,0.05468971840581949,0.05183805893349059,0.043554258413876355,0.03498322189356259,,-0.03943320179756157,-0.03538074297771393,-0.02999530962157433,-0.025348753089441525,,0.020857564992167236,0.009613304639737929,0.010564304365162926,0.005707851379323451,,-0.12162163301301834,-0.11766823854537337,-0.1256035904839606,-0.12592515174617958,,-0.0649982801683119,-0.060699502807955066,-0.06387529581382845,-0.06380137651640524,,-0.06080102888053593,-0.05588666778490098,-0.051992183783496966,-0.04839307115573313
3_T0,,,0.11103917159981462,0.10398182272798757,0.0945756412929999,,,0.9308257244854962,0.9629828892031439,1.0,,,0.013185469040566052,0.01399325753491618,0.015531828105210305,,,-0.22710034997267067,-0.22694771906811925,-0.22186630431128498,,,-0.07478410409644183,-0.07352048545381493,-0.0782511488948345,,,0.0341770807249431,0.03563906755336865,0.037461165222360725,,,-0.15635400933335575,-0.15761365842924902,-0.15562010981186936,,,0.060438332176206304,0.05445298545868961,0.051824615027578576,,,-0.16909179805363245,-0.16851206238869854,-0.16735570295088512,,,-0.12150668237426926,-0.12891822274677572,-0.12643312803556986,,,0.05489361524845845,0.05194385984505341,0.04362607791767073,,,-0.039124032913321595,-0.035221515256830906,-0.029889649706754118,,,0.021430938098645172,0.009930984296729197,0.01077750045178223,,,-0.12148422681340691,-0.11759741707977829,-0.12555535017224786,,,-0.06527593419683778,-0.06084253875052425,-0.06397069790028438,,,-0.06096881570763,-0.05597330359020785,-0.05205017821147828
