,34_T4,34_T3,34_T2,34_T1,34_T0,35_T4,35_T3,35_T2,35_T1,35_T0,36_T4,36_T3,36_T2,36_T1,36_T0,37_T4,37_T3,37_T2,37_T1,37_T0,38_T4,38_T3,38_T2,38_T1,38_T0
34_T4,1.0,0.9863900739113666,0.9661685038351567,0.9482883352285779,0.9340445257797683,-0.1698726459372281,-0.17092168690473847,-0.17265525818843921,-0.1707055135323165,-0.17289186480674626,-0.3389421648418177,-0.33317689379178733,-0.32685095911563783,-0.323680912946366,-0.3221119414240808,-0.2621613936882985,-0.2530693914662135,-0.23695855729797904,-0.22614459825883618,-0.21423739420981144,-0.19308398448558,-0.18632238320540173,-0.1805413435388356,-0.17492008524896588,-0.17424008878348693
34_T3,0.9863900739113666,1.0,0.986398937776134,0.9661929363778218,0.9483261763409792,-0.16494781575770756,-0.16996737109910526,-0.17099348768727382,-0.17269310560542955,-0.1708589179153058,-0.33757619020980284,-0.3392325342797442,-0.3335267761467502,-0.3271758810500897,-0.3240147177629999,-0.25808164152637797,-0.2619396801634799,-0.2528025329442614,-0.2363388693975175,-0.22525040110533762,-0.19334622256341313,-0.19241388080017452,-0.18552947624175237,-0.17956274288876328,-0.1736381641037944
34_T2,0.9661685038351567,0.986398937776134,1.0,0.9864064477974978,0.9662104049543043,-0.15951837161824664,-0.16506267574735897,-0.17002985426469341,-0.1710273602187858,-0.172806602557155,-0.3334167008875203,-0.33792170510185937,-0.3395145296208677,-0.3337794210457974,-0.3274257064773136,-0.25085234388169103,-0.2578221411263277,-0.2617201492265295,-0.2523103921482764,-0.23567368786787882,-0.1921282203392008,-0.19255806670849304,-0.19176559792493333,-0.18476271556097534,-0.17861699861083477
34_T1,0.9482883352285779,0.9661929363778218,0.9864064477974978,1.0,0.9864118227720056,-0.15362151720121953,-0.15966178479375626,-0.16513885680093723,-0.1700619898437564,-0.17111803381483964,-0.3317341218822861,-0.33383248361739,-0.33824866767255174,-0.33971466897175795,-0.33397078001457303,-0.2455931030355392,-0.25054696677526683,-0.25757397922198644,-0.2613293816676518,-0.25179792617818947,-0.19370738108232263,-0.19119111166353375,-0.1918160961624354,-0.1911553789921917,-0.1840413704889064
34_T0,0.9340445257797683,0.9483261763409792,0.9662104049543043,0.9864118227720056,1.0,-0.14587681997471702,-0.15380732393718394,-0.1597573611703226,-0.16518004949916917,-0.17013642110221294,-0.3321170413843861,-0.33224600660502474,-0.33421306422975616,-0.3384762595017083,-0.3398634935621279,-0.24421106021973424,-0.24522372260214192,-0.2502659906899717,-0.25714492716508647,-0.2609358406147826,-0.19350053292222252,-0.19255640211327535,-0.19033607926374294,-0.19113923635628197,-0.19059894549002063
35_T4,-0.1698726459372281,-0.16494781575770756,-0.15951837161824664,-0.15362151720121953,-0.14587681997471702,1.0,0.9628709318550447,0.9114237395638871,0.8638934610556483,0.8242124298744542,-0.03879101809281367,-0.03508997191295659,-0.028576426417681707,-0.02064083471594741,-0.013426708779106789,-0.16643441268117096,-0.16662895205950218,-0.16249240015284902,-0.15565661092014962,-0.15443386771769696,-0.09614502173590539,-0.09947464545541013,-0.10064243419402039,-0.10296376917992123,-0.10061528217727901
35_T3,-0.17092168690473847,-0.16996737109910526,-0.16506267574735897,-0.15966178479375626,-0.15380732393718394,0.9628709318550447,1.0,0.9628708265245766,0.9114198063769712,0.8639019456244237,-0.044168583152311154,-0.038668381550453025,-0.03494347419166622,-0.028435780841561883,-0.020486759194984293,-0.1613956788262452,-0.1664651633658673,-0.1666669527684844,-0.162592984924555,-0.15580730576234558,-0.0938398351173348,-0.09626139695936986,-0.09961321234202408,-0.10081676963796968,-0.10319807702136499
35_T2,-0.17265525818843921,-0.17099348768727382,-0.17002985426469341,-0.16513885680093723,-0.1597573611703226,0.9114237395638871,0.9628708265245766,1.0,0.9628701098013001,0.9114231101680695,-0.041392667317869364,-0.04405357262960355,-0.03857205635873304,-0.03485504863166286,-0.028344133452997862,-0.1555682898134247,-0.16142385979700943,-0.16648990768415914,-0.16672520508831243,-0.1626737049902513,-0.08904017516972819,-0.09393851705543195,-0.09634572853154862,-0.09971382391218837,-0.1009441876577253
35_T1,-0.1707055135323165,-0.17269310560542955,-0.1710273602187858,-0.1700619898437564,-0.16518004949916917,0.8638934610556483,0.9114198063769712,0.9628701098013001,1.0,0.9628685284583134,-0.0439517768140427,-0.041291515491372145,-0.043970548846181595,-0.03851862315221559,-0.034802089652043025,-0.15256720391827688,-0.15559211743248325,-0.16144365587352447,-0.1665198292147283,-0.16676362802455988,-0.08204048486646374,-0.08911400291548852,-0.09399815596455083,-0.09639788441346704,-0.099776327512667
35_T0,-0.17289186480674626,-0.1708589179153058,-0.172806602557155,-0.17111803381483964,-0.17013642110221294,0.8242124298744542,0.8639019456244237,0.9114231101680695,0.9628685284583134,1.0,-0.04139253027001068,-0.043729142625981564,-0.041126008804120526,-0.04386768374663171,-0.03844729132868356,-0.1407719003297888,-0.15262606865376346,-0.15563663840824915,-0.16151374322793238,-0.16658437494029077,-0.07803491772532385,-0.08224867900496093,-0.08926647823756247,-0.0941198748253898,-0.09650123062448618
