,34_T4,34_T3,34_T2,34_T1,34_T0,35_T4,35_T3,35_T2,35_T1,35_T0,36_T4,36_T3,36_T2,36_T1,36_T0,37_T4,37_T3,37_T2,37_T1,37_T0,38_T4,38_T3,38_T2,38_T1,38_T0
36_T4,-0.2994010092489465,-0.3001416916675021,-0.3003338906345112,-0.2999126833913625,-0.2981274103701881,-0.01532506368779945,-0.014722024001354276,-0.014996106214358918,-0.01621196151606666,-0.015094109664049721,1.0,0.9883213834602133,0.9731109989617308,0.9620125465767809,0.949768261086168,-0.046431003619226474,-0.047341344180156446,-0.05181039677262392,-0.05667326081316622,-0.05743694645075047,0.10726150108903339,0.10708973239303815,0.10917057511584927,0.10886836408352227,0.10405616851984201
36_T3,-0.2953700295517351,-0.2998064657031724,-0.30062649796429236,-0.3009366528325939,-0.30065999288243656,-0.010461075023222936,-0.015351231900931317,-0.014678580151089048,-0.0147808612514734,-0.01592045342845862,0.9883213834602133,1.0,0.9883241583257802,0.9731233569458285,0.9620378182100706,-0.041951307123525614,-0.04648417342546513,-0.04740551477504818,-0.05188969242657344,-0.05702451042077792,0.10517291189700351,0.10683136486988355,0.10657741467494997,0.10853474614669278,0.10802614706504508
36_T2,-0.29297924755663507,-0.2957983537598989,-0.30016050757882856,-0.30104929800186764,-0.30142594368528136,-0.004285470921214963,-0.010491289245407156,-0.01531997572119851,-0.01452656759355554,-0.01458934345993654,0.9731109989617308,0.9883241583257802,1.0,0.9883288148219153,0.9731366790658984,-0.03728063561120058,-0.04201123012073358,-0.04653253076050071,-0.047463856002261835,-0.052127668377668294,0.10550620144414415,0.10470919719066642,0.10644769438156464,0.10612069971067402,0.10796824410240323
36_T1,-0.289881221277212,-0.293515601372069,-0.2962258683541042,-0.3005139911076105,-0.30144237897400006,-0.0013010169872442932,-0.004326633202081423,-0.010455444189916448,-0.015193604714761234,-0.014374707480942134,0.9620125465767809,0.9731233569458285,0.9883288148219153,1.0,0.9883334650561051,-0.031151261611145828,-0.03735579077337343,-0.04207109702524749,-0.04658085066551565,-0.047656124950164774,0.1032775211586143,0.10492381089146247,0.10424612566405024,0.10606446491399135,0.1056646118955618
36_T0,-0.28374040105958903,-0.2906031026727421,-0.29405069206377693,-0.2966525757396569,-0.3008425387790286,-0.0034902754312941026,-0.0013612174504360798,-0.0042854272730432795,-0.01030537229993448,-0.01506733955378606,0.949768261086168,0.9620378182100706,0.9731366790658984,0.9883334650561051,1.0,-0.02435501698100283,-0.031251246655368235,-0.03743085767117766,-0.042130907922596404,-0.04674124336713046,0.09458076059300131,0.10249756597596613,0.1043424325486495,0.10378369597956531,0.10568167570698077
37_T4,-0.27251213940070285,-0.2740869302784568,-0.2725158907753354,-0.27173120484746704,-0.27370449669585256,-0.15241515276355633,-0.1466707898195053,-0.14123975874141056,-0.13525303200097147,-0.13743528622045093,-0.046431003619226474,-0.041951307123525614,-0.03728063561120058,-0.031151261611145828,-0.02435501698100283,1.0,0.9770749996624069,0.9529944520439662,0.93091309695362,0.9111154195946433,-0.06996011779710602,-0.06792524268158771,-0.06617370642335677,-0.06556908834296978,-0.0653030805511627
37_T3,-0.2695865747888331,-0.27230608300238507,-0.2738365029867336,-0.2722049572791373,-0.27137160035294916,-0.15418765655306724,-0.1524098384988868,-0.14667578736774065,-0.14126563161342756,-0.1352873388360094,-0.047341344180156446,-0.04648417342546513,-0.04201123012073358,-0.03735579077337343,-0.031251246655368235,0.9770749996624069,1.0,0.9770752672466179,0.952995132417197,0.9308792041400858,-0.07057080080517251,-0.06988861839923365,-0.06783941843540268,-0.06606846834705087,-0.06543262626996424
37_T2,-0.25865379334534555,-0.26934168123694263,-0.27210034390215126,-0.27358654027887463,-0.2719342331833364,-0.15148303260233895,-0.15418105729071896,-0.15241376751292227,-0.14669634484344832,-0.14129148465479682,-0.05181039677262392,-0.04740551477504818,-0.04653253076050071,-0.04207109702524749,-0.03743085767117766,0.9529944520439662,0.9770752672466179,1.0,0.9770755346778937,0.9529688851823767,-0.06980023946066524,-0.07048363909222903,-0.0698171802147903,-0.0677536820475975,-0.06596336435099927
37_T1,-0.2499141669981479,-0.25835550428639786,-0.2690972359910739,-0.2718949212768592,-0.27336880888657955,-0.15111648508162476,-0.15147439990398975,-0.15418567590452117,-0.15243040789374232,-0.1467168897384762,-0.05667326081316622,-0.05188969242657344,-0.047463856002261835,-0.04658085066551565,-0.042130907922596404,0.93091309695362,0.952995132417197,0.9770755346778937,1.0,0.9770534755745548,-0.06943867789710673,-0.06969029991122543,-0.07039656734311023,-0.06974580315871995,-0.06766803337226793
37_T0,-0.2462829536140559,-0.24914712173392553,-0.2577744502249838,-0.26862438439062875,-0.27153980982447395,-0.153803881291664,-0.1510719614897537,-0.1514846638897097,-0.15424886697046994,-0.1524833307634304,-0.05743694645075047,-0.05702451042077792,-0.052127668377668294,-0.047656124950164774,-0.04674124336713046,0.9111154195946433,0.9308792041400858,0.9529688851823767,0.9770534755745548,1.0,-0.06557919991098277,-0.06904772527239882,-0.06939795351132277,-0.07016353518970903,-0.0695534522395886
38_T4,-0.22814639932168693,-0.2286523970742965,-0.23051879235078124,-0.23028766220970417,-0.22775339042863035,-0.07127119790751311,-0.07501804004065556,-0.08005158277314287,-0.08828497496343644,-0.10159982472897877,0.10726150108903339,0.10517291189700351,0.10550620144414415,0.1032775211586143,0.09458076059300131,-0.06996011779710602,-0.07057080080517251,-0.06980023946066524,-0.06943867789710673,-0.06557919991098277,1.0,0.9936085958309805,0.9853217160562612,0.9775224827281677,0.9708842857944787
38_T3,-0.22517960203431067,-0.2274572288119939,-0.22781907027268752,-0.22947099182695097,-0.2290085320796004,-0.06309178687535169,-0.0712310081160257,-0.0750387616349601,-0.08022503323116205,-0.08851723062312752,0.10708973239303815,0.10683136486988355,0.10470919719066642,0.10492381089146247,0.10249756597596613,-0.06792524268158771,-0.06988861839923365,-0.07048363909222903,-0.06969029991122543,-0.06904772527239882,0.9936085958309805,1.0,0.9936113510073148,0.9853296002298938,0.9775384905212281
38_T2,-0.2227755617561562,-0.22436198298942567,-0.22676921561820323,-0.22698743085172643,-0.2285201768616291,-0.055761356460418104,-0.06304477242341995,-0.07124788478152143,-0.07517617064201466,-0.08039826194175033,0.10917057511584927,0.10657741467494997,0.10644769438156464,0.10424612566405024,0.1043424325486495,-0.06617370642335677,-0.06783941843540268,-0.0698171802147903,-0.07039656734311023,-0.06939795351132277,0.9853217160562612,0.9936113510073148,1.0,0.9936141023006934,0.9853374705446513
38_T1,-0.2171680045797409,-0.2217643167038402,-0.22354599978068276,-0.22608235670752685,-0.226232497325912,-0.054496693207351815,-0.05570300383473128,-0.06306594469512876,-0.0713616991829976,-0.0753134395717894,0.10886836408352227,0.10853474614669278,0.10612069971067402,0.10606446491399135,0.10378369597956531,-0.06556908834296978,-0.06606846834705087,-0.0677536820475975,-0.06974580315871995,-0.07016353518970903,0.9775224827281677,0.9853296002298938,0.9936141023006934,1.0,0.9936168497193378
38_T0,-0.2081572045049444,-0.21583418111034594,-0.22075558339516657,-0.22273164730464376,-0.22545878546402193,-0.053465324755676766,-0.05441566176059467,-0.05572926364838801,-0.06320312386721617,-0.07147541729629708,0.10405616851984201,0.10802614706504508,0.10796824410240323,0.1056646118955618,0.10568167570698077,-0.0653030805511627,-0.06543262626996424,-0.06596336435099927,-0.06766803337226793,-0.0695534522395886,0.9708842857944787,0.9775384905212281,0.9853374705446513,0.9936168497193378,1.0
