,34_T4,34_T3,34_T2,34_T1,34_T0,35_T4,35_T3,35_T2,35_T1,35_T0,36_T4,36_T3,36_T2,36_T1,36_T0,37_T4,37_T3,37_T2,37_T1,37_T0,38_T4,38_T3,38_T2,38_T1,38_T0
34_T4,1.0,0.9899985733720336,0.9778877920431376,0.9673680710885927,0.9581029647045425,-0.2098231345841615,-0.21071981321341668,-0.2096441564502838,-0.20566016484910832,-0.19700154286241356,-0.2994010092489465,-0.2953700295517351,-0.29297924755663507,-0.289881221277212,-0.28374040105958903,-0.27251213940070285,-0.2695865747888331,-0.25865379334534555,-0.2499141669981479,-0.2462829536140559,-0.22814639932168693,-0.22517960203431067,-0.2227755617561562,-0.2171680045797409,-0.2081572045049444
34_T3,0.9899985733720336,1.0,0.9900086487594933,0.9779155124015722,0.9674149383494175,-0.21419950119139688,-0.20969253538774402,-0.2106702312148688,-0.20980471917641708,-0.20588355934512861,-0.3001416916675021,-0.2998064657031724,-0.2957983537598989,-0.293515601372069,-0.2906031026727421,-0.2740869302784568,-0.27230608300238507,-0.26934168123694263,-0.25835550428639786,-0.24914712173392553,-0.2286523970742965,-0.2274572288119939,-0.22436198298942567,-0.2217643167038402,-0.21583418111034594
34_T2,0.9778877920431376,0.9900086487594933,1.0,0.9900186983600193,0.9779378417677617,-0.2151876210792214,-0.21403861684357137,-0.20964941316442312,-0.21079508671574446,-0.20996503306676287,-0.3003338906345112,-0.30062649796429236,-0.30016050757882856,-0.2962258683541042,-0.29405069206377693,-0.2725158907753354,-0.2738365029867336,-0.27210034390215126,-0.2690972359910739,-0.2577744502249838,-0.23051879235078124,-0.22781907027268752,-0.22676921561820323,-0.22354599978068276,-0.22075558339516657
34_T1,0.9673680710885927,0.9779155124015722,0.9900186983600193,1.0,0.9900249704450806,-0.21088067531468488,-0.2149825804072577,-0.21398293936953133,-0.20975256005140697,-0.21091978904981587,-0.2999126833913625,-0.3009366528325939,-0.30104929800186764,-0.3005139911076105,-0.2966525757396569,-0.27173120484746704,-0.2722049572791373,-0.27358654027887463,-0.2718949212768592,-0.26862438439062875,-0.23028766220970417,-0.22947099182695097,-0.22698743085172643,-0.22608235670752685,-0.22273164730464376
34_T0,0.9581029647045425,0.9674149383494175,0.9779378417677617,0.9900249704450806,1.0,-0.20361031842409022,-0.21063988337975958,-0.2149256752148728,-0.2141007739085565,-0.2098533065698908,-0.2981274103701881,-0.30065999288243656,-0.30142594368528136,-0.30144237897400006,-0.3008425387790286,-0.27370449669585256,-0.27137160035294916,-0.2719342331833364,-0.27336880888657955,-0.27153980982447395,-0.22775339042863035,-0.2290085320796004,-0.2285201768616291,-0.226232497325912,-0.22545878546402193
35_T4,-0.2098231345841615,-0.21419950119139688,-0.2151876210792214,-0.21088067531468488,-0.20361031842409022,1.0,0.9625101780621763,0.9128507410425823,0.8750661389857474,0.849324194244316,-0.01532506368779945,-0.010461075023222936,-0.004285470921214963,-0.0013010169872442932,-0.0034902754312941026,-0.15241515276355633,-0.15418765655306724,-0.15148303260233895,-0.15111648508162476,-0.153803881291664,-0.07127119790751311,-0.06309178687535169,-0.055761356460418104,-0.054496693207351815,-0.053465324755676766
35_T3,-0.21071981321341668,-0.20969253538774402,-0.21403861684357137,-0.2149825804072577,-0.21063988337975958,0.9625101780621763,1.0,0.9625045357681128,0.9128005220375782,0.8749975731683165,-0.014722024001354276,-0.015351231900931317,-0.010491289245407156,-0.004326633202081423,-0.0013612174504360798,-0.1466707898195053,-0.1524098384988868,-0.15418105729071896,-0.15147439990398975,-0.1510719614897537,-0.07501804004065556,-0.0712310081160257,-0.06304477242341995,-0.05570300383473128,-0.05441566176059467
35_T2,-0.2096441564502838,-0.2106702312148688,-0.20964941316442312,-0.21398293936953133,-0.2149256752148728,0.9128507410425823,0.9625045357681128,1.0,0.9624888945366613,0.9127814925317914,-0.014996106214358918,-0.014678580151089048,-0.01531997572119851,-0.010455444189916448,-0.0042854272730432795,-0.14123975874141056,-0.14667578736774065,-0.15241376751292227,-0.15418567590452117,-0.1514846638897097,-0.08005158277314287,-0.0750387616349601,-0.07124788478152143,-0.06306594469512876,-0.05572926364838801
35_T1,-0.20566016484910832,-0.20980471917641708,-0.21079508671574446,-0.20975256005140697,-0.2141007739085565,0.8750661389857474,0.9128005220375782,0.9624888945366613,1.0,0.9624909496097117,-0.01621196151606666,-0.0147808612514734,-0.01452656759355554,-0.015193604714761234,-0.01030537229993448,-0.13525303200097147,-0.14126563161342756,-0.14669634484344832,-0.15243040789374232,-0.15424886697046994,-0.08828497496343644,-0.08022503323116205,-0.07517617064201466,-0.0713616991829976,-0.06320312386721617
35_T0,-0.19700154286241356,-0.20588355934512861,-0.20996503306676287,-0.21091978904981587,-0.2098533065698908,0.849324194244316,0.8749975731683165,0.9127814925317914,0.9624909496097117,1.0,-0.015094109664049721,-0.01592045342845862,-0.01458934345993654,-0.014374707480942134,-0.01506733955378606,-0.13743528622045093,-0.1352873388360094,-0.14129148465479682,-0.1467168897384762,-0.1524833307634304,-0.10159982472897877,-0.08851723062312752,-0.08039826194175033,-0.0753134395717894,-0.07147541729629708
