,34_T4,34_T3,34_T2,34_T1,34_T0,35_T4,35_T3,35_T2,35_T1,35_T0,36_T4,36_T3,36_T2,36_T1,36_T0,37_T4,37_T3,37_T2,37_T1,37_T0,38_T4,38_T3,38_T2,38_T1,38_T0
34_T4,1.0,0.9920021565012943,0.9805062094792801,0.968759952645124,0.9587871882700051,-0.18154887231322903,-0.18009435792874665,-0.17877269525948172,-0.17782600414726923,-0.17555628943401297,-0.33185454665163955,-0.3330801940598295,-0.33227893517473417,-0.33078018478416543,-0.3263839020518934,-0.27684167392190245,-0.27186238928829365,-0.2653965471382263,-0.2611096857606957,-0.25829875320895485,-0.21941681873276278,-0.21765258017599062,-0.21027271976318324,-0.20557671763953855,-0.20753432490660786
34_T3,0.9920021565012943,1.0,0.9919956017445506,0.9804149032218958,0.9686083998603993,-0.1834929665951257,-0.18152574477832176,-0.1800520060809115,-0.1787392035444463,-0.17767704966243306,-0.33196606024463715,-0.33191597842553316,-0.3331398242215533,-0.3323871421478937,-0.3309434734083214,-0.2673341433464456,-0.2766331739998816,-0.27162534223511203,-0.2653555383888325,-0.26110885193461986,-0.20896964026442894,-0.21916471397371276,-0.21741834499746035,-0.21002228912216866,-0.20526879308777227
34_T2,0.9805062094792801,0.9919956017445506,1.0,0.991957541590157,0.9803476122848955,-0.18095451620605077,-0.1834482240082824,-0.18146919990268132,-0.18000600868159564,-0.17856003143871074,-0.3310109395706811,-0.3320661648846034,-0.3319844768524554,-0.33326945416145987,-0.33258611877793615,-0.2583068183961286,-0.2670041231336837,-0.27634850541431455,-0.2715670959882152,-0.26534404087825475,-0.19420773085299442,-0.2085770513086429,-0.21888577477243648,-0.2171239125099097,-0.20966930226003994
34_T1,0.968759952645124,0.9804149032218958,0.991957541590157,1.0,0.9919599398295524,-0.18059665664907226,-0.1808438417507828,-0.18331852228854412,-0.18138562150186718,-0.1797402734069166,-0.33037125381402566,-0.33117866224371,-0.33216777777933104,-0.3321513205726165,-0.3335339566764793,-0.2525353788975022,-0.2576657974903126,-0.2664641068233471,-0.27623780861218195,-0.27151818191785876,-0.1841565103072717,-0.1934706097714482,-0.20805384601074434,-0.21846322993972056,-0.21662795780241756
34_T0,0.9587871882700051,0.9686083998603993,0.9803476122848955,0.9919599398295524,1.0,-0.17895256201615709,-0.1804375318138137,-0.18066599133428837,-0.18320157234493592,-0.1811223684217539,-0.32672256124134486,-0.3305816883039669,-0.3313002326294893,-0.33237315822563457,-0.3324009034821768,-0.2446763020851629,-0.25166797839077354,-0.256954050219728,-0.266318192496741,-0.27618007660102484,-0.1795098983264992,-0.18317904578072028,-0.19279467182723806,-0.2075155319912606,-0.21798009254528405
35_T4,-0.18154887231322903,-0.1834929665951257,-0.18095451620605077,-0.18059665664907226,-0.17895256201615709,1.0,0.9862391145268983,0.972076186395883,0.9581838852982068,0.945791807305109,-0.03474830605122469,-0.03332254067040581,-0.03353995906524438,-0.032673364965359865,-0.03205527052787181,-0.1771583448867805,-0.17484092762183567,-0.17067705615611797,-0.16691843012769228,-0.1642583017593877,-0.07763396875755853,-0.07448522962800531,-0.07039829709365612,-0.06648523613845254,-0.06233528012623667
35_T3,-0.18009435792874665,-0.18152574477832176,-0.1834482240082824,-0.1808438417507828,-0.1804375318138137,0.9862391145268983,1.0,0.986238369359017,0.9720762795482805,0.9581577848290848,-0.033796365209415695,-0.03476306422547743,-0.03333714728439096,-0.03356491029068862,-0.03271133908743945,-0.17683995971658484,-0.17710427047922464,-0.17478161485472168,-0.1706724071890099,-0.1669214718992945,-0.07972965163296904,-0.07758175965283812,-0.07443974045854464,-0.07035185946314261,-0.06642866088502825
35_T2,-0.17877269525948172,-0.1800520060809115,-0.18146919990268132,-0.18331852228854412,-0.18066599133428837,0.972076186395883,0.986238369359017,1.0,0.9862374179269663,0.9720625475072084,-0.033577145396464975,-0.033827706594752135,-0.03478564526874407,-0.03337598809206303,-0.03362207115766498,-0.17549548063457912,-0.17675320470331032,-0.1770309544259874,-0.1747744372227104,-0.17067642174816347,-0.08250368752624382,-0.07963945876589021,-0.07752066704693071,-0.07437763775552039,-0.0702790841260405
35_T1,-0.17782600414726923,-0.1787392035444463,-0.18000600868159564,-0.18138562150186718,-0.18320157234493592,0.9581838852982068,0.9720762795482805,0.9862374179269663,1.0,0.9862168635235894,-0.03412591889496461,-0.033596431027615815,-0.03384162205714268,-0.0348032142584159,-0.0334016760109196,-0.172070813710249,-0.1754241850255382,-0.1766946723450079,-0.1770274946668768,-0.17477647818464198,-0.08407872290294593,-0.08243486829989657,-0.0795951809786792,-0.07748662206238989,-0.07433808750487537
35_T0,-0.17555628943401297,-0.17767704966243306,-0.17856003143871074,-0.1797402734069166,-0.1811223684217539,0.945791807305109,0.9581577848290848,0.9720625475072084,0.9862168635235894,1.0,-0.035178860103402244,-0.034245976740304634,-0.03367880783379892,-0.03394670425927253,-0.034919389485489165,-0.17085608273660446,-0.17180855716363244,-0.17521317092111235,-0.17667367691476854,-0.17703187067167803,-0.08540229253561854,-0.08378907020305935,-0.08224380213317782,-0.07944884868028106,-0.07735738899450446
