,34_T4,34_T3,34_T2,34_T1,34_T0,35_T4,35_T3,35_T2,35_T1,35_T0,36_T4,36_T3,36_T2,36_T1,36_T0,37_T4,37_T3,37_T2,37_T1,37_T0,38_T4,38_T3,38_T2,38_T1,38_T0
34_T4,1.0,0.9941027176969791,0.989559874363925,0.9863367294257216,0.9826784666198929,-0.1812219308941829,-0.18162856566730484,-0.18076791446433485,-0.17794179828393428,-0.17975690264902694,-0.35358594169009594,-0.35325044583880105,-0.3524235484322114,-0.3517241505370431,-0.3522726033158242,-0.24216635550161486,-0.24166522417676786,-0.23990025452134045,-0.23897630213937548,-0.23724271560581872,-0.18692502319794876,-0.18526898583458887,-0.18442517873644781,-0.1842459284120025,-0.18381139947344416
34_T3,0.9941027176969791,1.0,0.9941047389856926,0.9895640483987038,0.9863432762695634,-0.17942981665276167,-0.18110073832750725,-0.18153305477801107,-0.18068728786825392,-0.1778451662133664,-0.3535279061910503,-0.3536636835854639,-0.3533689584042573,-0.3525615468264884,-0.35188899424077075,-0.2379689411135162,-0.24210279788352473,-0.2415912867017185,-0.23973864806933115,-0.2387977495191889,-0.18666033243914412,-0.18649994582625648,-0.1847829980935538,-0.18385809949691861,-0.18356584560451528
34_T2,0.989559874363925,0.9941047389856926,1.0,0.9941067580997719,0.9895682171956837,-0.17808445003714696,-0.17929131103749485,-0.18101670438529255,-0.1814637238002869,-0.18060673755450024,-0.3528579618011679,-0.35361724992242793,-0.3537677153785416,-0.35348737485352694,-0.35269941481218653,-0.23294347398579696,-0.23789714408538967,-0.24203928651024487,-0.24145267942875745,-0.23958999095025596,-0.18537900987683417,-0.18617356626873968,-0.1860753228708776,-0.1842976048953338,-0.18329183012341324
34_T1,0.9863367294257216,0.9895640483987038,0.9941067580997719,1.0,0.9941087750427625,-0.17598286107469086,-0.17792318825686387,-0.17919540711722043,-0.18095550589069437,-0.1813944490532813,-0.3531154198954399,-0.35296304406654433,-0.3537367230741779,-0.35387167325543323,-0.3536056953077348,-0.22939396034480425,-0.23286128923561497,-0.23782540694305207,-0.24191945341059665,-0.24132515566527454,-0.18466671495651993,-0.1848123274448999,-0.18568739535570086,-0.18565115359839554,-0.18381280514171197
34_T0,0.9826784666198929,0.9863432762695634,0.9895682171956837,0.9941087750427625,1.0,-0.17560198410012495,-0.17578997915760305,-0.1778116301018699,-0.17912568863970876,-0.18089435078247335,-0.35374814446305497,-0.3532422364656718,-0.35310324254078196,-0.3538560989610841,-0.3539755572977445,-0.2252096728453386,-0.22929720029475698,-0.23277918440520945,-0.2376891735312433,-0.24180925949767967,-0.18404053890320643,-0.18398895232220835,-0.1842464527200997,-0.18520181860141915,-0.18522743727700716
35_T4,-0.1812219308941829,-0.17942981665276167,-0.17808445003714696,-0.17598286107469086,-0.17560198410012495,1.0,0.9808428967490158,0.9624070448676505,0.9489577193824921,0.9390093837040676,-0.022003509110309245,-0.01944709194254346,-0.014811068361183911,-0.013621029079799254,-0.013855366857694994,-0.18207607609581936,-0.18211859551979853,-0.17905539473335602,-0.17604699866502851,-0.170098103575458,-0.08267608951887273,-0.08484252750589363,-0.08665491161519598,-0.08784737014424919,-0.08998065010400756
35_T3,-0.18162856566730484,-0.18110073832750725,-0.17929131103749485,-0.17792318825686387,-0.17578997915760305,0.9808428967490158,1.0,0.9808408514998599,0.9624002737875402,0.9489500358787606,-0.02117929761011843,-0.022046087435711976,-0.019506566271053735,-0.014880686111287199,-0.01370442545894754,-0.17815607576490292,-0.18206504366081286,-0.18210556578577702,-0.17901569425223582,-0.17600440730864256,-0.07919182486880254,-0.08254805484157979,-0.08469551264801509,-0.0864826128995547,-0.08763999613219557
35_T2,-0.18076791446433485,-0.18153305477801107,-0.18101670438529255,-0.17919540711722043,-0.1778116301018699,0.9624070448676505,0.9808408514998599,1.0,0.980840026747513,0.9623994762299352,-0.020707992794411104,-0.02120864800949738,-0.022077610941060272,-0.019542535140453322,-0.014922885535553938,-0.17622747731339858,-0.1781491479156416,-0.18205881222265363,-0.182084529884019,-0.17899398710984213,-0.0764385224340577,-0.07909647245885922,-0.08246320381771419,-0.08459800412438367,-0.08636819182415188
35_T1,-0.17794179828393428,-0.18068728786825392,-0.1814637238002869,-0.18095550589069437,-0.17912568863970876,0.9489577193824921,0.9624002737875402,0.980840026747513,1.0,0.980840108101443,-0.020912248863512086,-0.020728192994216674,-0.021229605161679627,-0.02209621643038345,-0.019563770447938493,-0.17507632245558383,-0.17622290544541624,-0.17814515621549878,-0.1820473096920422,-0.1820728333696649,-0.07535720403021955,-0.0763640346526658,-0.07903182931997987,-0.08240515976304563,-0.08453122173846629
35_T0,-0.17975690264902694,-0.1778451662133664,-0.18060673755450024,-0.1813944490532813,-0.18089435078247335,0.9390093837040676,0.9489500358787606,0.9623994762299352,0.980840108101443,1.0,-0.0175419365951576,-0.020936881543387895,-0.02075268947855918,-0.021250551638999773,-0.022114813634344838,-0.17185068124426936,-0.17507088118746192,-0.17621833569914683,-0.17813234031002423,-0.18203724804638927,-0.07409976427420505,-0.07526763683196805,-0.07628962940654871,-0.07896724771300809,-0.08234716414279306
36_T4,-0.35358594169009594,-0.3535279061910503,-0.3528579618011679,-0.3531154198954399,-0.35374814446305497,-0.022003509110309245,-0.02117929761011843,-0.020707992794411104,-0.020912248863512086,-0.0175419365951576,1.0,0.993089504772702,0.9870646504763453,0.9829611411760321,0.9805981834819029,-0.03928906240943501,-0.03829642439140234,-0.03495299440261316,-0.03286805481825663,-0.029823421825351835,0.1222337246686045,0.12242680597363664,0.12267938490608665,0.12186858432548875,0.12000029908094327
36_T3,-0.35325044583880105,-0.3536636835854639,-0.35361724992242793,-0.35296304406654433,-0.3532422364656718,-0.01944709194254346,-0.022046087435711976,-0.02120864800949738,-0.020728192994216674,-0.020936881543387895,0.993089504772702,1.0,0.9930882823090355,0.9870640541074202,0.9829611980519366,-0.03938800691585976,-0.0393005576929193,-0.0383102859262575,-0.03500374989689074,-0.03292268683377718,0.1246480350604856,0.12203320148128141,0.12219655490067771,0.12240928327686483,0.12154346993057152
36_T2,-0.3524235484322114,-0.3533689584042573,-0.3537677153785416,-0.3537367230741779,-0.35310324254078196,-0.014811068361183911,-0.019506566271053735,-0.022077610941060272,-0.021229605161679627,-0.02075268947855918,0.9870646504763453,0.9930882823090355,1.0,0.9930890887246121,0.9870658115885537,-0.04093862972218403,-0.03940340959872304,-0.039314299160238014,-0.03836278448912637,-0.03505862531580884,0.12639671852058929,0.12437251040563913,0.12179204523616063,0.1219198082403214,0.12208490134764365
36_T1,-0.3517241505370431,-0.3525615468264884,-0.35348737485352694,-0.35387167325543323,-0.3538560989610841,-0.013621029079799254,-0.014880686111287199,-0.019542535140453322,-0.02209621643038345,-0.021250551638999773,0.9829611411760321,0.9870640541074202,0.9930890887246121,1.0,0.9930898946368978,-0.04112023589305726,-0.04095614995325005,-0.03941880455358914,-0.0393592579899856,-0.03840930272520252,0.12656005759075675,0.12607568011550516,0.12409726372671606,0.12155110203252094,0.12164334161079479
36_T0,-0.3522726033158242,-0.35188899424077075,-0.35269941481218653,-0.3536056953077348,-0.3539755572977445,-0.013855366857694994,-0.01370442545894754,-0.014922885535553938,-0.019563770447938493,-0.022114813634344838,0.9805981834819029,0.9829611980519366,0.9870658115885537,0.9930898946368978,1.0,-0.04064045246941463,-0.041140688251124324,-0.04097365995330043,-0.039469768129454144,-0.03939902003901829,0.1270527186873064,0.12617693062392926,0.12575501908695758,0.12382229457512736,0.12131037156936823
37_T4,-0.24216635550161486,-0.2379689411135162,-0.23294347398579696,-0.22939396034480425,-0.2252096728453386,-0.18207607609581936,-0.17815607576490292,-0.17622747731339858,-0.17507632245558383,-0.17185068124426936,-0.03928906240943501,-0.03938800691585976,-0.04093862972218403,-0.04112023589305726,-0.04064045246941463,1.0,0.9848436664198584,0.9696722089822978,0.9594140553206453,0.9484819987613485,-0.09055449475282122,-0.0893598167633523,-0.08933972065487204,-0.08865040675871264,-0.08606117856134508
37_T3,-0.24166522417676786,-0.24210279788352473,-0.23789714408538967,-0.23286128923561497,-0.22929720029475698,-0.18211859551979853,-0.18206504366081286,-0.1781491479156416,-0.17622290544541624,-0.17507088118746192,-0.03829642439140234,-0.0393005576929193,-0.03940340959872304,-0.04095614995325005,-0.041140688251124324,0.9848436664198584,1.0,0.9848437051245874,0.9696656297207925,0.959408534573944,-0.09244728570602746,-0.09050282956689688,-0.08930144523669101,-0.08927215108938213,-0.0885705629318902
37_T2,-0.23990025452134045,-0.2415912867017185,-0.24203928651024487,-0.23782540694305207,-0.23277918440520945,-0.17905539473335602,-0.18210556578577702,-0.18205881222265363,-0.17814515621549878,-0.17621833569914683,-0.03495299440261316,-0.0383102859262575,-0.039314299160238014,-0.03941880455358914,-0.04097365995330043,0.9696722089822978,0.9848437051245874,1.0,0.9848379691364888,0.9696610477664539,-0.09279262876121973,-0.09238617953971305,-0.09045120826289947,-0.08924313050171775,-0.08920465838358974
37_T1,-0.23897630213937548,-0.23973864806933115,-0.24145267942875745,-0.24191945341059665,-0.2376891735312433,-0.17604699866502851,-0.17901569425223582,-0.182084529884019,-0.1820473096920422,-0.17813234031002423,-0.03286805481825663,-0.03500374989689074,-0.03836278448912637,-0.0393592579899856,-0.039469768129454144,0.9594140553206453,0.9696656297207925,0.9848379691364888,1.0,0.9848382126000321,-0.0919490947436502,-0.09263360773182155,-0.09225016253444493,-0.09033429646594582,-0.08911006779993805
