,41_T4,41_T3,41_T2,41_T1,41_T0,42_T4,42_T3,42_T2,42_T1,42_T0,45_T4,45_T3,45_T2,45_T1,45_T0,46_T4,46_T3,46_T2,46_T1,46_T0,47_T4,47_T3,47_T2,47_T1,47_T0,48_T4,48_T3,48_T2,48_T1,48_T0,49_T4,49_T3,49_T2,49_T1,49_T0,50_T4,50_T3,50_T2,50_T1,50_T0,51_T4,51_T3,51_T2,51_T1,51_T0,39_T4,39_T3,39_T2,39_T1,39_T0,54_T4,54_T3,54_T2,54_T1,54_T0,55_T4,55_T3,55_T2,55_T1,55_T0,56_T4,56_T3,56_T2,56_T1,56_T0,57_T4,57_T3,57_T2,57_T1,57_T0,58_T4,58_T3,58_T2,58_T1,58_T0,59_T4,59_T3,59_T2,59_T1,59_T0,60_T4,60_T3,60_T2,60_T1,60_T0,61_T4,61_T3,61_T2,61_T1,61_T0,62_T4,62_T3,62_T2,62_T1,62_T0,63_T4,63_T3,63_T2,63_T1,63_T0,64_T4,64_T3,64_T2,64_T1,64_T0,65_T4,65_T3,65_T2,65_T1,65_T0,66_T4,66_T3,66_T2,66_T1,66_T0,67_T4,67_T3,67_T2,67_T1,67_T0,68_T4,68_T3,68_T2,68_T1,68_T0,69_T4,69_T3,69_T2,69_T1,69_T0,70_T4,70_T3,70_T2,70_T1,70_T0,71_T4,71_T3,71_T2,71_T1,71_T0,72_T4,72_T3,72_T2,72_T1,72_T0,73_T4,73_T3,73_T2,73_T1,73_T0,74_T4,74_T3,74_T2,74_T1,74_T0,75_T4,75_T3,75_T2,75_T1,75_T0,76_T4,76_T3,76_T2,76_T1,76_T0,77_T4,77_T3,77_T2,77_T1,77_T0,82_T4,82_T3,82_T2,82_T1,82_T0
41_T4,1.0,0.9390877255496323,0.8559992039505602,0.78689701481117,0.734998277392169,0.15028094033507583,0.14586221778283667,0.1399039901541819,0.1389074136240634,0.14089107229327708,0.3036889651144066,0.30406457112896484,0.29515949673830527,0.2911961465586569,0.2866710206550311,0.005498217778323339,0.0007785845317389822,-0.0012106959296737975,0.0024975468168755206,0.010300825496191702,0.17850456755054026,0.1724033436666313,0.16513313014005823,0.1636549200769928,0.16726087969920947,0.2253046302417885,0.21084331748143942,0.19307120879929848,0.17779177865170176,0.16432171408336874,0.02769195539941689,0.03786316912000344,0.05027731338279394,0.05673037738730201,0.06446753376964634,-0.2822533319825133,-0.26091707075726944,-0.2349873607843612,-0.20919198592203825,-0.18255725616452126,0.20995509030810164,0.209045856783325,0.20581155928156442,0.2018625660573224,0.201079825591558,-0.12450441752260769,-0.12518522997288115,-0.12404420918977914,-0.12158790031081021,-0.11708403175473359,-0.23911165218563715,-0.224427172738283,-0.19447473533942605,-0.16322267452101977,-0.14577461081010432,-0.22655187113035086,-0.22382856996828887,-0.2267456458220779,-0.2347873718196817,-0.2481171373145707,-0.15869982936371624,-0.16584195390982606,-0.165968057354315,-0.16438525472933357,-0.16051407281040758,0.05230222242869549,0.05998821081981939,0.06445376423806158,0.06444275742523073,0.06195758468167485,-0.02373345739750804,-0.026755245227284955,-0.03067241032100377,-0.03184234029235366,-0.02951798156793818,-0.16444621493762124,-0.1735127317438884,-0.18279962251057824,-0.1906055152779444,-0.2000884736378609,-0.012191751479444141,-0.024108682303908766,-0.034498627208146844,-0.04418330202937412,-0.05673026069909744,0.05225063824408311,0.05269225053805428,0.05073426889566922,0.045607574191585426,0.04385283697648887,-0.006236503942751889,0.012538035377742576,0.029391550230835634,0.03132019291104819,0.01848320074488088,0.2243453360667228,0.22597606747376595,0.22863940442937297,0.23382541417062933,0.24300004939738112,0.13499586023230323,0.12422582884393882,0.11290716711170974,0.10142724996873759,0.09605694750515316,0.15676398944155476,0.17149272420650444,0.17975684418442917,0.1791408386677158,0.17512650402146182,-0.1277575132332541,-0.13270710327841764,-0.13840215477626142,-0.1419745122042731,-0.14123417797935817,0.0249046683449699,0.03561728187139787,0.045096426032316395,0.05513162613123295,0.05554309880241962,0.14153713714438654,0.147784081586465,0.15392838316272955,0.1564817575368403,0.15651045450632323,-0.2693434471799407,-0.27483824942405505,-0.2793181813467194,-0.28265756944206305,-0.28925175845809925,-0.2688502936405539,-0.2666648983168575,-0.2669449870932332,-0.25873568898183263,-0.24790867494573587,-0.270311765642126,-0.27076661308498756,-0.26119787041225967,-0.24762594767089888,-0.22579668159682711,-0.17094302561983774,-0.17359924648541789,-0.1753593932670574,-0.17340930102004692,-0.17329576286430734,-0.2848222577727228,-0.264245442179755,-0.2392878234884719,-0.2138375854670242,-0.19106869585679206,-0.22493926763154057,-0.23007253830495905,-0.2339768683061874,-0.2364751856872248,-0.24732440630253408,0.19451925934395078,0.19643004675278739,0.19671096412693057,0.1927792683599777,0.1861816598018552,0.06094614783882321,0.06361629659102738,0.06700348024063833,0.0687154786117072,0.06985401035680947,0.1989085898930484,0.2054718010806363,0.2124322531468292,0.20943829794935445,0.21343496994881342,0.16466010700083894,0.17452902197769637,0.17247555702562337,0.1686935144516098,0.16367619479794923
41_T3,0.9390877255496323,1.0,0.9391147447147079,0.8560738849911864,0.787024119104817,0.15847558118385843,0.15044947025435587,0.14630296217070904,0.14046702839203734,0.13964199012869344,0.30205464275121224,0.303955248400952,0.3043486408674133,0.29551015191008667,0.29170534223418726,0.010627609160527332,0.005198398911825737,0.0005215869265193196,-0.001475398732647265,0.0022309688730840138,0.18156590763189642,0.17895677873006624,0.17291020031849005,0.16580661412575465,0.16438751917725544,0.23867396667395485,0.22535800640382594,0.2110107095796312,0.19322219317338574,0.17802139252567495,0.022634947969367842,0.027690706089016626,0.03774513290975872,0.0501257858392165,0.05644674624025523,-0.28058669313880963,-0.28238663653405566,-0.2611090736598102,-0.2353259916846801,-0.20968308273234174,0.21321092693268445,0.2100220796279895,0.20914960457785473,0.20588837866789647,0.2019859621969146,-0.12837940587218916,-0.12473038396607537,-0.1253496171317515,-0.12430405169058364,-0.12205096431741483,-0.24103935532619294,-0.23920340943929647,-0.22391936642978297,-0.19401183178179987,-0.16252997008020212,-0.21579225124054055,-0.2263192021880422,-0.22363024820991914,-0.22651416346572797,-0.23446844552529975,-0.1515971881456359,-0.15874627359362267,-0.1659954261441984,-0.16615086718171135,-0.16465184993280713,0.04803367860565163,0.05280464772587512,0.06048875037440936,0.06502682223858541,0.06532137403303112,-0.025841111486316792,-0.02366890981822136,-0.026680624262458215,-0.030585594739341356,-0.031649355386503306,-0.1658100842382874,-0.16460010956219748,-0.17375697912221771,-0.18309333964665858,-0.1908843496033098,-0.007671803172402296,-0.012070091468468297,-0.023964385322832474,-0.034265423901613634,-0.043725510349007526,0.0485447096674043,0.05172413464818855,0.05215365999926638,0.05023143926347608,0.045007128719624645,-0.007206649236272877,-0.006288737627127766,0.01251988533857642,0.029393527308528317,0.03126475437165939,0.22098720554814041,0.22438334219901862,0.22602245549989503,0.22873015488065265,0.23398364420846732,0.1450428499262047,0.1350312534857313,0.12423643069214842,0.11292594794447759,0.10149085626539515,0.15033355819692143,0.1562965452823056,0.17096936669346643,0.1791510442593457,0.17843507780453496,-0.12417535203302245,-0.12795238038989443,-0.13296391969496146,-0.13862379122850751,-0.1422202758945749,0.017716005232413883,0.02454388007465353,0.03523453845366221,0.04468845633904282,0.05456551716250774,0.14017947632904884,0.14179843802113695,0.1480842647239776,0.1542748428696712,0.15688946872450132,-0.26180567820569006,-0.26936859780301453,-0.27486662262438927,-0.27934774079575886,-0.2826116205809582,-0.2699934708440361,-0.2689989200541368,-0.2666699633416379,-0.2669239282180572,-0.25864997498608344,-0.2602880434389616,-0.27035639643186243,-0.2708240389806142,-0.26135371144818886,-0.2478831156190749,-0.1694345737610372,-0.1711441115077803,-0.173857228071833,-0.17565028137503913,-0.17390358945971657,-0.2844828549862038,-0.2849557298494719,-0.2644169602848494,-0.23950213661381184,-0.21410693103512063,-0.22036698985585607,-0.22518696331814894,-0.2303419881577541,-0.234366071628963,-0.2370466517340635,0.19562074451618255,0.19488004901205475,0.1968011488709989,0.19710626297700584,0.19314922441301918,0.058942873381731736,0.061318084617500025,0.06392920198337264,0.06737072924939988,0.06913917093025933,0.19400149256714133,0.19882166136111654,0.2053557788078291,0.21238155079069151,0.2091810165108939,0.16159501200996162,0.16482152280208626,0.17462286900140084,0.1726940143225539,0.16904302812158548
41_T2,0.8559992039505602,0.9391147447147079,1.0,0.9391417293413641,0.8561463619888365,0.16363400527086672,0.15867165610034697,0.15083385289789475,0.14678595432037428,0.14109208925906494,0.30059597944183397,0.3023624114274512,0.3042013395302892,0.30464377025336065,0.29593562361293696,0.01268379725949058,0.01027703776501197,0.004971929608451048,0.00029497650457047743,-0.0016963043852703903,0.18369298951488333,0.18209349345168535,0.17939797849299524,0.1734856444738098,0.16642275048603522,0.24615611334995785,0.23873152591851313,0.22549615767515432,0.2111279897528617,0.19340089967604132,0.014104463204549937,0.022635091848318342,0.027590035167296755,0.03761904247604447,0.04988852498429132,-0.27873485181621027,-0.2807349934236412,-0.28253788096715926,-0.26137963957542604,-0.23571313484819656,0.21426799833239757,0.21328226339692027,0.21010636791034126,0.2092084312894193,0.20598256529016318,-0.1324507771227275,-0.12864534683128195,-0.12487654550944274,-0.12557525715012838,-0.12469370314408519,-0.2395874359323802,-0.24113594479477876,-0.23875087425406827,-0.22350252795208578,-0.19340683079605442,-0.20293062554011565,-0.21551942635255056,-0.2261344731844752,-0.2234269045918298,-0.22624633760596444,-0.13977024453721779,-0.15164840503157448,-0.1588795912471399,-0.1661487629387703,-0.16637156381819834,0.04705199096628294,0.048622781915208524,0.05324340209089842,0.060982322017251234,0.06576483661950376,-0.03055322378966024,-0.025763859309122332,-0.02360441067743401,-0.02660606690134979,-0.030421994594450812,-0.16897033451199125,-0.16598446195210312,-0.1648145447359229,-0.17400849909566646,-0.18332513659800648,0.004708102278378622,-0.007518680137671965,-0.011943133948659299,-0.023761354991350028,-0.03387340212552764,0.04625398504846217,0.0479303132454059,0.0512535196313642,0.051717731979216704,0.04971803788893451,-0.008220614483724596,-0.007271426074389148,-0.006296876582563345,0.01252684662775149,0.02934476066998906,0.2138646627905229,0.2210311282565521,0.22442132751944777,0.2260992709541535,0.22886568128593882,0.15223774938695897,0.14508021992516543,0.13503410515001044,0.12424390885393358,0.11297008088773977,0.14715890937407725,0.14978357685302907,0.15584298296483592,0.17044668150637343,0.178546143101142,-0.12245215983607603,-0.12440317150467166,-0.12817904535067035,-0.13315705581609774,-0.13883377226667637,0.00900778987939506,0.017293566951574607,0.024211480985598076,0.03488224763664814,0.04420875888815742,0.13866726926945194,0.14048557593464436,0.14206157339991465,0.14838411470029997,0.154620856172589,-0.25535842883517584,-0.2618318650828043,-0.26939373886553797,-0.274891059309263,-0.2793049120934671,-0.26904724124011203,-0.27015581055229115,-0.2689979878886885,-0.26664579733098637,-0.2668408363803871,-0.25080426452004173,-0.2603382393304611,-0.2704030792490705,-0.27094857124031746,-0.2615584999304216,-0.16602618337699754,-0.16966700512721059,-0.17137010051569818,-0.17410655136248912,-0.17606209729198102,-0.2737759399688917,-0.2846369718247147,-0.28509369801439827,-0.2645883181246816,-0.23971621429156492,-0.21510220760135848,-0.22065674998540005,-0.22541892651716958,-0.23067541864680638,-0.23484691952928208,0.19862467159496858,0.1960409619086641,0.19520271516763857,0.19713798081315645,0.19740835375996366,0.055768795130677166,0.05937897242787604,0.06159090849361659,0.06424657815540104,0.0677319732478842,0.1878685202033132,0.19389616357047953,0.19871509709295232,0.20530663415868475,0.21215593795202897,0.15980285088345958,0.16177671726051293,0.16489563429693313,0.17479527997457053,0.172971975919762
41_T1,0.78689701481117,0.8560738849911864,0.9391417293413641,1.0,0.9391678613014551,0.16607209710597395,0.16387071168523423,0.159119476357234,0.15125485147975556,0.14732185208623497,0.29707748453938354,0.300957478623985,0.30264611657968055,0.30445719017317724,0.3050030206203536,0.0141525413798962,0.012271456014670576,0.010012871924553577,0.004772192896047041,0.00010622854818873827,0.1867634426370238,0.18431528322021515,0.18260802852762298,0.17989901133314845,0.1740122178516889,0.2510587176446037,0.24621725053656843,0.23888826019036496,0.2255911631391898,0.21126885701353307,0.0023124977766978048,0.01410749768844032,0.022518917852322917,0.027482315161246818,0.03741943498934644,-0.2800908493735147,-0.2788971726753151,-0.28090447466086815,-0.2827563991804833,-0.2616909562973379,0.21297464722763104,0.21434313820912784,0.21337394428128653,0.21015132622869473,0.20928227877803718,-0.134238753860026,-0.13276625589794386,-0.12881761861966623,-0.1250765587670239,-0.12591313401065413,-0.24332599316370487,-0.2396871932654589,-0.240595529316151,-0.23837690043519044,-0.2229623178092388,-0.19366403414140831,-0.20260773718370323,-0.21530221172307915,-0.22594539669486063,-0.2231922903991857,-0.12821280749845682,-0.1398295773611316,-0.15180206993614292,-0.15901280573822477,-0.16633481437007194,0.05041300820780626,0.04774677165157962,0.04913661291942027,0.05367609621947673,0.06161959243780647,-0.039805134176023965,-0.030459484993373503,-0.025686675408843146,-0.023539959913826902,-0.026465492530983195,-0.1686969578816893,-0.16916852046951242,-0.1662294508566924,-0.16503540445947606,-0.17420651793380018,0.023356547613437487,0.004895603320588758,-0.007359292472853161,-0.011765040290134705,-0.023421579978419288,0.045384449352771056,0.04552822404631239,0.047381371866398694,0.050872287618139875,0.05127259570261601,-0.010888648843568766,-0.008298805107188246,-0.007284448270690953,-0.006282977798038592,0.012489891697651368,0.2048591051925683,0.21391702577996927,0.2210750233050663,0.2244860774273486,0.22621501150820855,0.15892705046544534,0.15227326628636267,0.14507940606714603,0.13503423330583844,0.1242731618790055,0.14137238708183092,0.14650533717961703,0.14924982170129017,0.15538993152633085,0.16992466735019926,-0.11887565612973504,-0.12272259591248497,-0.12466840171943944,-0.12834987862810512,-0.13334013103778358,4.958173255370894e-05,0.008508335611947854,0.016904304630580482,0.023905612630369253,0.034468284914595165,0.13189541316584666,0.13902932947976593,0.14079379462785852,0.14232445346817948,0.14868363207440435,-0.24994483518801036,-0.2553856311250286,-0.2618580421404311,-0.26941544348441043,-0.27485328008112647,-0.26990462362017104,-0.2692278419148871,-0.2701432557441557,-0.26897163405621527,-0.2665685816914762,-0.2432426719689903,-0.25085881912018476,-0.26039084659749645,-0.27050841051506297,-0.27111507718648326,-0.16480183473125842,-0.1662987663806376,-0.16992855652615274,-0.17158854816502006,-0.17446009923446099,-0.26775491299823057,-0.27395638132301936,-0.28479633290745443,-0.2852315552996612,-0.2647595159343065,-0.20689970413381054,-0.2154433167626761,-0.22092782049489607,-0.22570728231879672,-0.23108905009367778,0.20485051984875333,0.19911449224032338,0.19641611053429187,0.1954951246279999,0.19739388804634023,0.05636294043100128,0.05628769135817779,0.05969816172572413,0.06186770703771194,0.06455880352643094,0.1851242759646986,0.18773887874395193,0.19376782148765953,0.1986671479648014,0.2051064471473484,0.15867068177098367,0.16000502961500904,0.16185602228480173,0.16503809995563296,0.17501865795233834
41_T0,0.734998277392169,0.787024119104817,0.8561463619888365,0.9391678613014551,1.0,0.17590830106887637,0.16635448248075005,0.16438365478496667,0.15958994340376786,0.15170218525068324,0.2954675031612159,0.2974981247236331,0.30127813823210875,0.30293030609936206,0.3047563821815024,0.013132567536892506,0.01367673210640932,0.011973965429848278,0.009789243851330563,0.004612287293154354,0.19693354011182798,0.18747648995635988,0.18489701596866306,0.18316759942323785,0.18033804397510836,0.2556444941896457,0.2511196721711301,0.24639070034249339,0.23899219407801361,0.22570331489980058,-0.007254030311463105,0.0023209536584889645,0.013978322057629243,0.022399499069279006,0.027317274759825625,-0.2843856860184892,-0.28026217176069695,-0.27907970002280946,-0.28114492838809235,-0.28300010648701746,0.21808535853540736,0.21305141569281297,0.2144406737652425,0.2134193638646725,0.21020858291488123,-0.1321555851298655,-0.1346031507912034,-0.1329639676635135,-0.12904464819477848,-0.12536380457848484,-0.26168186809567096,-0.24342423377819358,-0.23906232817600176,-0.24016498175850787,-0.2379149026677788,-0.18881739651225454,-0.19329141071700762,-0.20236179140417226,-0.21509017282492843,-0.22573903706381102,-0.12449375778194875,-0.12828403420480233,-0.14000515640254899,-0.15195073366879416,-0.15916932733086792,0.050890656513739536,0.05120973784867758,0.04832871037197288,0.04962346848854743,0.05421353150489699,-0.04635018015569872,-0.039693898215329246,-0.030369733577477732,-0.025612751690595813,-0.0234226683552235,-0.1682179518796039,-0.1689213226324402,-0.16944017366181308,-0.16647292442207978,-0.165203288507979,0.04995047146004012,0.02357093137213425,0.005083137751159821,-0.007147768792349255,-0.0114798235261951,0.04468230587948574,0.044541638625948406,0.0449046167666512,0.04695427599043689,0.05049816191552022,-0.022734035877100038,-0.010977472768354033,-0.00831503485913177,-0.007272163587655546,-0.006306712017092429,0.20029105797541535,0.2049224345804146,0.21396946033395192,0.22114935562918342,0.2245825863109146,0.16498015689241766,0.1589584574606805,0.152265511626042,0.1450767952657868,0.13505359797429628,0.12637471152135551,0.14061457244397702,0.145895226797334,0.14873729974662597,0.15495495215955582,-0.11924328829766995,-0.11919453851615162,-0.12302603316532408,-0.12486095108378722,-0.12850626931375397,-0.009726384605725185,-0.0005285711599014525,0.008065745755188945,0.016559950679261828,0.0235599465052145,0.1232015469293096,0.13231733516983613,0.13938046336816004,0.14109021722170273,0.14257717213017973,-0.24219119571739878,-0.24997788892560927,-0.25541432592920477,-0.26188150555879774,-0.26938607123536,-0.2705068021013652,-0.2701059534472843,-0.2692058476529278,-0.2701050185458324,-0.26890391573816547,-0.24087199411483085,-0.24330093835718242,-0.25091646949115837,-0.2605096998817931,-0.27064628221499204,-0.1644052961037221,-0.16511590282781965,-0.16659495935948754,-0.170172260210894,-0.17188618418808757,-0.26584758498039246,-0.2679604345017694,-0.27413791762037737,-0.28495112034948816,-0.28536533459022195,-0.20304615513080154,-0.20729092478119093,-0.21575083188607802,-0.22125289466211456,-0.22605176780550396,0.21279842582403055,0.20540328299435603,0.1995339651451695,0.1967426263577391,0.1957080771211029,0.05502586459170581,0.05696708462390056,0.05665295759132882,0.06000969188485897,0.062129567025898606,0.18816468875901185,0.18496746103796008,0.1875899334506761,0.1937122398108569,0.19849518277015032,0.15656957807329314,0.15888710153263344,0.16008504033023338,0.1620108667986414,0.16521893488509432
42_T4,0.15028094033507583,0.15847558118385843,0.16363400527086672,0.16607209710597395,0.17590830106887637,1.0,0.9332027267620073,0.8425858826377947,0.7706286423801741,0.7072102258944374,0.12297697730764307,0.12054564594511787,0.1135266553652772,0.10193115508571257,0.09540946073020273,-0.013900093578285401,-0.011420071353105313,-0.009984226491117564,-0.005097543895919026,0.0013602096105159278,0.12068551131269109,0.11373626801485608,0.10501126914902013,0.09670855060710495,0.09501107495111301,0.12200624427324874,0.11393901325831667,0.10573580756810794,0.09508699616960972,0.08811844482341784,0.05931548749093876,0.0676395857606616,0.0749483299043996,0.07438176889872405,0.06480343746997053,-0.07230639464811799,-0.06376128978097281,-0.05171212732448394,-0.042016514317364514,-0.03449557964759538,0.06043489856176563,0.05350924054663875,0.042831764822003605,0.03531933762681258,0.02915780163009481,-0.10677315220827688,-0.11031357673390511,-0.11245907312796877,-0.11574159055715086,-0.12187703403610389,-0.07351292990511614,-0.06970344242285993,-0.061910486542264796,-0.05635838026252577,-0.046767647156120584,-0.09828320123703708,-0.10308691512950648,-0.10420085321526897,-0.10494723115977782,-0.10538202910487009,-0.09060636566994179,-0.08918027161489987,-0.08752500298064031,-0.09001572330102195,-0.08928689830666967,0.0036722388353273567,0.005826588213311974,0.003998295426743998,0.0010211189403702468,-0.0008546616810201642,-0.02744686747738506,-0.022449823482924864,-0.017954087276377394,-0.011578294755672928,-0.0044372422512499775,-0.04786578713427278,-0.04917740229338723,-0.05254096185374452,-0.05511448237025385,-0.06078152972693043,0.041656088757743105,0.040717796007396015,0.03835217194308295,0.036632863710484326,0.03353793391863269,-0.08850663709899353,-0.0903116369960395,-0.09805585180524119,-0.10855458603908136,-0.11118935011712068,-0.030688276288919854,-0.03741229369583653,-0.038748600784671586,-0.0369554050302145,-0.03559163240330624,0.08359156871835118,0.07858812347487731,0.0703102929857391,0.05653900372814024,0.04397048280577056,0.0502421293389269,0.05161333313083849,0.048593077152923575,0.042473356566820275,0.03307730851140036,0.026688251347889425,0.030748185593760302,0.02908850094515269,0.023576253325475104,0.026453973256786504,-0.07193053197204823,-0.0678624217390446,-0.06041154063349002,-0.06033246197488882,-0.06235149161225464,0.021037554296636483,0.02243880024736523,0.028840718981259963,0.03215949610269911,0.03267392311946898,-0.03599205118113305,-0.03243014527097229,-0.025326930413467754,-0.020987486747875032,-0.016491700866839452,-0.11131614304001995,-0.10381375177267879,-0.09564669169669682,-0.08482328604132072,-0.08048978665644745,-0.1055888769809446,-0.09985061205462022,-0.08868136366592601,-0.08023755162437682,-0.07626644466444196,-0.11038514456396732,-0.10467983927958666,-0.09661464295776759,-0.09181832848798197,-0.09574997771719626,-0.06944650551612537,-0.06235048661805342,-0.058545545858990695,-0.05059995426957066,-0.0432437522123559,-0.12741414277883586,-0.1198673081779473,-0.1120445566468664,-0.09927977592412096,-0.08865515915760601,-0.13718832308394985,-0.14784959805477835,-0.14728584817421933,-0.1491371223234263,-0.15670577009383102,0.11087866247496073,0.10588393465093072,0.10281944468980075,0.0988009213891667,0.09478114939522288,-0.012432695481184072,-0.004306015223477417,0.0004477837762766074,-0.0006171666953398967,-0.003451651888794092,0.006648525244633684,0.008521731407948785,0.014271082978759052,0.014693654134244827,0.017512025263143823,0.19042918631674852,0.19278647107366287,0.2043124205901401,0.20942598991211636,0.21212179625786523
42_T3,0.14586221778283667,0.15044947025435587,0.15867165610034697,0.16387071168523423,0.16635448248075005,0.9332027267620073,1.0,0.9331353031332942,0.8425189926389549,0.7705522805974593,0.13584077522278054,0.12315137549521496,0.12073639212575887,0.11376901393289819,0.10229975627651183,-0.020778627168129966,-0.014057182515584594,-0.011557816104896692,-0.010131788712735732,-0.005252313965351003,0.12702452170914322,0.12092885717943594,0.11401532182607625,0.10539612190210794,0.09715468795111831,0.13503972739456982,0.12205123669388386,0.11404737561323768,0.10583931876961877,0.09524244700115572,0.06194351686503919,0.05931437940449868,0.06757462996930541,0.07486285456992328,0.0742144830133354,-0.09277983612513524,-0.07240688719535698,-0.06389854827890967,-0.05194699742468858,-0.042362034184105925,0.06978172026944005,0.06049002243728745,0.053588617957716016,0.04290163073688953,0.035424682025393006,-0.09902796299250474,-0.10689745544446785,-0.11040859615119296,-0.11260970270177798,-0.11601087282049985,-0.08225522853993908,-0.07358401825536358,-0.069460155557031,-0.06167948318715028,-0.055986676835011163,-0.09808509713071044,-0.09817749815669002,-0.10299938869725202,-0.10409462888317535,-0.10479098694363304,-0.09662227454472053,-0.09064251522672095,-0.08927737767095664,-0.0876441641752843,-0.0901906332843376,0.0119725233486938,0.003955083322740198,0.006113671762433337,0.004341449352591663,0.0015752230165342054,-0.03582263067939385,-0.027413029855196242,-0.02241078351642227,-0.017907870643295628,-0.011469108958649771,-0.05643271603355904,-0.04796433418303918,-0.0493318590272373,-0.05273405362733611,-0.05531032400233557,0.05450056333826042,0.04171672757944824,0.040789484253749494,0.03847262096324611,0.03687945538631636,-0.07695460524541063,-0.08873954517453998,-0.0905551526649239,-0.09829344824269336,-0.10884760840264886,-0.03299091194534329,-0.030714918795433636,-0.0374182179750558,-0.03874039285719304,-0.03697874424487213,0.09670020834072754,0.08363087242589429,0.07863551653750074,0.07038919247345743,0.056669516196021015,0.061574668615576575,0.05027229147246961,0.051630409291345915,0.04861551617517834,0.04252346978521826,0.03307987031506338,0.026465013832473905,0.030496716928581986,0.028789761937820135,0.023216136129635877,-0.07979413081191225,-0.07204370117237,-0.06801347570244552,-0.06055186267461816,-0.0604958819798354,0.01973002399385171,0.02084473912348986,0.022233356388885715,0.02861478677838898,0.031834092075857176,-0.03644828154728032,-0.035822178413840416,-0.03223156342038994,-0.025089681836886105,-0.020697421408278703,-0.12078869323220258,-0.11135144217618978,-0.10385523178982822,-0.09569516792201509,-0.08483524020443568,-0.12460330866178135,-0.10569255063327757,-0.09987852036636238,-0.0886996966425736,-0.08022261184419348,-0.10645126171404393,-0.11043119299995145,-0.10473683334664342,-0.09673371336240558,-0.09200706258333209,-0.07593315846236302,-0.06956957457695111,-0.06251055950115508,-0.05873399488048926,-0.05092933116408761,-0.12794143667093774,-0.12750970245042742,-0.11998611688624342,-0.11219229786775581,-0.0994673714966882,-0.1326007428055961,-0.1373344382686791,-0.1480104100949931,-0.1475218127350356,-0.14949144012417792,0.11935394599360236,0.11108375002923329,0.1061018110731712,0.10306284711701692,0.09904262204486194,-0.01499189470489727,-0.01221761880614969,-0.004123433461328979,0.0006693959573574322,-0.00035012169882153016,0.012002769147048708,0.006622422656160853,0.008482939881058008,0.014270866402768846,0.014579893784912623,0.19255667815175692,0.19052465035860727,0.19284891382910768,0.20444611506520266,0.20963919882668455
