,27_T4,27_T3,27_T2,27_T1,27_T0,28_T4,28_T3,28_T2,28_T1,28_T0,29_T4,29_T3,29_T2,29_T1,29_T0,30_T4,30_T3,30_T2,30_T1,30_T0,31_T4,31_T3,31_T2,31_T1,31_T0,32_T4,32_T3,32_T2,32_T1,32_T0,33_T4,33_T3,33_T2,33_T1,33_T0
27_T4,1.0,0.9880858375231518,0.9749616783568752,0.9626467389217032,0.9498015273239396,-0.4833973747934125,-0.47553467804254207,-0.46975847865361375,-0.46512916129195814,-0.4560613725974218,-0.10994513476834897,-0.10732025958951406,-0.10467015077512368,-0.1012582146313167,-0.09638852547381269,-0.15740847217348675,-0.16023798108953244,-0.16029793136321163,-0.16048321900805804,-0.16116776651840808,0.11124354541991446,0.1077273037889289,0.10352415643078462,0.0942552896633751,0.0813033000532323,0.10820846186718698,0.1074758366218577,0.10486532145813662,0.10028161514069339,0.09041576138211388,-0.03147808813822742,-0.034285194853960844,-0.03383607310022916,-0.03417942195094593,-0.03605175787024877
27_T3,0.9880858375231518,1.0,0.9880871590782,0.9749651011691072,0.9626533302168379,-0.4810835201882812,-0.48340951903043394,-0.47554474299482086,-0.4697795951229304,-0.465014883183056,-0.11110734201896424,-0.10985571119364883,-0.107218268982681,-0.10454630514009637,-0.10109826745835061,-0.15522794747295823,-0.157673275260235,-0.1605367043121936,-0.1606648572595271,-0.16096650795988043,0.11719091574406114,0.11125037357829717,0.10773782133845834,0.1035413720421509,0.0942865261882815,0.10942565245797074,0.10857299909515486,0.10789641193782629,0.1053709861162981,0.10072961475676506,-0.031447476412324794,-0.03164572505014446,-0.034478490244936745,-0.03407543317286146,-0.034497213488881164
27_T2,0.9749616783568752,0.9880871590782,1.0,0.9880884796192209,0.9749679945729028,-0.4764012281574303,-0.48109468410486994,-0.4834162020955968,-0.47555984440553833,-0.4696895952976517,-0.11165192497255515,-0.1109966603186654,-0.10976634338887158,-0.10711635364120013,-0.10442257297023774,-0.15247341110416923,-0.15555357763325886,-0.15793762905563738,-0.16083483147168162,-0.16103087320635018,0.12411423979639512,0.11719395256599663,0.11125719754257178,0.1077483309466338,0.10355857112652096,0.10965744050355043,0.10986201859059747,0.10893674874562033,0.10830024623205046,0.10570036718241406,-0.02957967190280413,-0.03165062545172463,-0.03181322012889296,-0.03467159094726736,-0.03431449232957424
27_T1,0.9626467389217032,0.9749651011691072,0.9880884796192209,1.0,0.9880890853662192,-0.4716475181998803,-0.47641405792444497,-0.48109910273216316,-0.483427261175967,-0.4754850769089606,-0.11218415630425474,-0.1115083319105321,-0.11088606213569063,-0.10967703130173478,-0.1070145134816295,-0.1490569188665223,-0.15289282889010053,-0.1558785381415463,-0.15820153499801773,-0.16113236482533888,0.12768215396268007,0.12411144914951458,0.11719698762041689,0.11126401731663188,0.10775883262255165,0.1058867682155811,0.11020872818056913,0.11029727812094026,0.10928593016360827,0.10856264360346238,-0.027949814769732823,-0.029837700710371378,-0.0318535678849122,-0.0319805735584612,-0.03486449726234295
27_T0,0.9498015273239396,0.9626533302168379,0.9749679945729028,0.9880890853662192,1.0,-0.4666604096714634,-0.4716678827911546,-0.47642220454748113,-0.4811108716144831,-0.4833735273342362,-0.11013313355523512,-0.11201533173958217,-0.11138633917475817,-0.11079230399470148,-0.10960143943392557,-0.14642983519175162,-0.14952918416089472,-0.15322795106141024,-0.15613657786618237,-0.15841013182372596,0.12412223556612667,0.1276782874140854,0.12411062169504199,0.11720072226330644,0.11127070951894491,0.09952731704249317,0.10652022051528862,0.11066171330515945,0.11064070503183229,0.10947469209636526,-0.026096996154567793,-0.02825142926846074,-0.03005688686235294,-0.03202554659343551,-0.0321221619887666
28_T4,-0.4833973747934125,-0.4810835201882812,-0.4764012281574303,-0.4716475181998803,-0.4666604096714634,1.0,0.9865806236107562,0.9713401307809713,0.956984708430751,0.9443333205777773,0.08755997947459343,0.08338850038444397,0.0811558222317151,0.07623175991577881,0.06944665775719211,-0.11064002217499293,-0.10416761722732396,-0.1006742030989099,-0.09928948077214521,-0.0995428209927603,-0.18312349727010244,-0.17953133524066556,-0.17439780340760558,-0.16592446191716959,-0.15701194926104142,-0.2888052512462459,-0.27999754072426436,-0.2684715978263665,-0.25445066987395143,-0.24027197060084485,0.06788314958606413,0.0719582068133525,0.07563220436006492,0.07897383104736064,0.08326538915586462
28_T3,-0.47553467804254207,-0.48340951903043394,-0.48109468410486994,-0.47641405792444497,-0.4716678827911546,0.9865806236107562,1.0,0.9865808035941962,0.9713405762114377,0.9569371031816006,0.09006891825672848,0.08752496050158302,0.08335035249873973,0.08111008122768287,0.07617255804337884,-0.10893213497141958,-0.11041257254715878,-0.10391584449291442,-0.10036848004672205,-0.09888520263576797,-0.18555037357344487,-0.1831261670512455,-0.1795346496714382,-0.17440258576111145,-0.16593237040486347,-0.28617874880025007,-0.2886814798061808,-0.27983697550749215,-0.26829981640547207,-0.2544163010882695,0.06823208986090694,0.06794139038266224,0.0720207546967771,0.07570740187268184,0.07907324305111667
28_T2,-0.46975847865361375,-0.47554474299482086,-0.4834162020955968,-0.48109910273216316,-0.47642220454748113,0.9713401307809713,0.9865808035941962,1.0,0.9865804836636364,0.9713091173384286,0.09212100653599566,0.09003152298651226,0.08749519265163949,0.08331838164723152,0.08107190524856848,-0.10854815559947703,-0.10868484793719982,-0.11020971572229028,-0.10369338569703275,-0.10009932787781622,-0.1882779228653328,-0.18555216256328963,-0.18312830378922462,-0.17953713316285358,-0.1744060669898067,-0.280750599991276,-0.286013198874493,-0.28853080763506866,-0.2796663879983981,-0.26824741644838307,0.06774613890074964,0.06829064976915472,0.06798887730882021,0.07207043254581612,0.07576655146963313
28_T1,-0.46512916129195814,-0.4697795951229304,-0.47555984440553833,-0.483427261175967,-0.4811108716144831,0.956984708430751,0.9713405762114377,0.9865804836636364,1.0,0.9865494687494427,0.09302542892737416,0.09206479227533951,0.08998900612378424,0.08746125874188881,0.08328151377452835,-0.11108493675819495,-0.10820235831287098,-0.10841484181267985,-0.10998800769139257,-0.10344856295960851,-0.18977166794091735,-0.1882791511964902,-0.18555422881108297,-0.18313087132221934,-0.17954028574394068,-0.2707672350567599,-0.28059685516332483,-0.2858742326592787,-0.28841973095627965,-0.27964002819883144,0.06751414847438485,0.06783554465268825,0.06835946875779862,0.06804489740365488,0.07213031772523887
28_T0,-0.4560613725974218,-0.465014883183056,-0.4696895952976517,-0.4754850769089606,-0.4833735273342362,0.9443333205777773,0.9569371031816006,0.9713091173384286,0.9865494687494427,1.0,0.09137451089870446,0.09307287508380867,0.09210239551554691,0.09001945317197518,0.08748665789109115,-0.11566711262253894,-0.11117955901433697,-0.10828638598824397,-0.10848588143976311,-0.11004785696748347,-0.18473648754990757,-0.18976220934934998,-0.18827090514584494,-0.18554533587859295,-0.18312149248538323,-0.2583046687673421,-0.2699467197692578,-0.27995615649707106,-0.2853823667979816,-0.28821464797974433,0.06740931493621756,0.06738199344046435,0.06773143244445871,0.06827399123371528,0.06797272245869927
