,27_T4,27_T3,27_T2,27_T1,27_T0,28_T4,28_T3,28_T2,28_T1,28_T0,29_T4,29_T3,29_T2,29_T1,29_T0,30_T4,30_T3,30_T2,30_T1,30_T0,31_T4,31_T3,31_T2,31_T1,31_T0,32_T4,32_T3,32_T2,32_T1,32_T0,33_T4,33_T3,33_T2,33_T1,33_T0
27_T4,1.0,0.9840481459373951,0.9580044157289201,0.9291862827333295,0.8992606135958688,-0.4507186046750044,-0.44240378320866813,-0.42630382719423976,-0.40675841381983846,-0.3864279391334461,-0.09620462558987963,-0.09340018810263566,-0.08866719233311263,-0.08274599814791238,-0.0763165928251851,-0.1224572953645182,-0.11956723503227161,-0.11607115868581128,-0.11212290107867279,-0.10685249835668693,0.13022388723795608,0.12378609831480598,0.11427100849449212,0.10204719260223616,0.08885151361486801,0.07347375575528867,0.0675662550061006,0.05814044428933143,0.0454643110227506,0.03147651441439274,0.03735041796367797,0.04000208013444987,0.04363319514327737,0.04774368732451797,0.05222232906607397
27_T3,0.9840481459373951,1.0,0.9840481471512075,0.9580044189181012,0.9291845914564996,-0.4423131224948549,-0.4507186108150233,-0.4424037894391781,-0.4263038340943262,-0.4067584215136959,-0.09648399751272907,-0.09620469566203399,-0.09340029590467933,-0.08866736973853323,-0.08274626492665076,-0.12453038465204934,-0.12245268798357094,-0.11956269713988192,-0.11606670091413332,-0.11211853147349402,0.13339544938749476,0.13022349031217548,0.12378572623112527,0.1142703287924162,0.10204604792236818,0.07509807269728558,0.07347304487493707,0.06756558798678375,0.058139842755262745,0.04546379651982647,0.0360903310918544,0.037350213935776186,0.040001875694954704,0.043632989884270834,0.04774348089754006
27_T2,0.9580044157289201,0.9840481471512075,1.0,0.9840481483647693,0.9580026891346424,-0.4262907614700613,-0.44231312870197786,-0.4507186169547413,-0.4424037956691375,-0.42630384099413965,-0.0945516412096749,-0.09648405852762969,-0.09620476574953228,-0.09340040371812458,-0.0886675471482874,-0.1253231110037826,-0.12452573519320136,-0.12244808113424277,-0.11955815977067859,-0.11606224365586633,0.13303174746276308,0.1333950359431421,0.13022309341941352,0.12378497307105342,0.11426901294966592,0.0722695302644024,0.07509735377251389,0.07347233405672325,0.06756492102571507,0.05813924127363477,0.036835774300320104,0.03609012784321357,0.037350009919619453,0.04000167126723753,0.043632784637107604
27_T1,0.9291862827333295,0.9580044189181012,0.9840481483647693,1.0,0.9840463839635369,-0.40703494879564306,-0.42629076833292867,-0.4423131349088523,-0.4507186230940761,-0.44240380189887885,-0.09086802106687489,-0.09455172955212512,-0.09648411955875658,-0.09620483585232749,-0.09340051154299388,-0.12462788074178473,-0.12531844484315782,-0.1245210862715112,-0.12244347481642334,-0.11955362292465002,0.1293303914356452,0.13303133490619903,0.13339462253320783,0.13022229384583248,0.12378352527536082,0.06532121037500635,0.07226883125301237,0.07509663491061955,0.07347162330064475,0.06756425412290337,0.03916161120809119,0.0368355710650446,0.03608992460630384,0.037349805915233715,0.04000146685131837
27_T0,0.8992606135958688,0.9291845914564996,0.9580026891346424,0.9840463839635369,1.0,-0.38752107894303073,-0.40703427204781906,-0.42629006595207525,-0.44231241174112956,-0.45071788758694686,-0.08550115603862944,-0.09085770367632225,-0.09454135408353774,-0.09647371803616399,-0.09619444848704568,-0.12204199666669947,-0.12463573935337256,-0.12532628674542406,-0.12452894375170999,-0.12245137390854487,0.12288236350443178,0.12932376370593887,0.1330246853485809,0.13338546698532455,0.13020970872565182,0.056973438207000536,0.06532801133485287,0.07227556911014836,0.07510334626177324,0.07347834327474892,0.04275845004586489,0.03916268002947034,0.03683664369557463,0.03609099832187874,0.03735087613684851
28_T4,-0.4507186046750044,-0.4423131224948549,-0.4262907614700613,-0.40703494879564306,-0.38752107894303073,1.0,0.9831740792450313,0.9570541612245238,0.9288228364852201,0.9019340192226829,0.03989022193661892,0.037940666025456475,0.03448073356228338,0.030194441841713878,0.02581371047914445,-0.18573221634922235,-0.18371506367225937,-0.17998440167653587,-0.17622466263029335,-0.17370807017806522,-0.18534905961534712,-0.17904413535070685,-0.16917467091523886,-0.15753059938781436,-0.14568349751904755,-0.243430868675867,-0.23318091979259978,-0.21604445957787177,-0.1967383273799615,-0.17776209244560542,-0.0240728001649632,-0.02521304965295596,-0.02571696604314354,-0.025998811150929186,-0.026503274205036127
28_T3,-0.44240378320866813,-0.4507186108150233,-0.44231312870197786,-0.42629076833292867,-0.40703427204781906,0.9831740792450313,1.0,0.9831740793814776,0.9570541615720671,0.9288228370588895,0.039508261221335814,0.03989012449775751,0.037940590418774595,0.03448070914196637,0.03019448012501403,-0.17972456648451093,-0.1857286580177263,-0.18371154089317027,-0.1799809617379975,-0.1762213054110356,-0.18668241707270455,-0.18534946689666915,-0.1790445656422365,-0.16917497173297522,-0.15753056812348185,-0.23780577560323302,-0.2434276277093922,-0.23317775561323895,-0.21604141554615758,-0.19673541935292366,-0.021103573439032387,-0.024072730303792304,-0.025212980368879388,-0.025716896719712914,-0.02599874196773663
28_T2,-0.42630382719423976,-0.4424037894391781,-0.4507186169547413,-0.4423131349088523,-0.42629006595207525,0.9570541612245238,0.9831740793814776,1.0,0.9831740795180188,0.9570541619196462,0.03660875614034522,0.03950816266098112,0.039890027076304624,0.037940514827166594,0.03448068473149068,-0.17229109665155964,-0.17972113391174194,-0.18572510014262764,-0.18370801856598185,-0.1799775222410874,-0.1828908266289856,-0.186682815154967,-0.1853498741497176,-0.17904478920864525,-0.16917477887841306,-0.22547546090073156,-0.2378025774420813,-0.2434243870221541,-0.2331745917063716,-0.21603837177633478,-0.01808833900407394,-0.02110350511282577,-0.024072660446635488,-0.025212911088789425,-0.025716827400270696
28_T1,-0.40675841381983846,-0.4263038340943262,-0.4424037956691375,-0.4507186230940761,-0.44231241174112956,0.9288228364852201,0.9570541615720671,0.9831740795180188,1.0,0.9831740796543591,0.03244967185022961,0.03660870052390139,0.039508064118056976,0.03988992967224137,0.03794043925062465,-0.1658477655573048,-0.1722878300421583,-0.1797177017796698,-0.18572154272383645,-0.18370449669060998,-0.17655948950690342,-0.1828912416670164,-0.18668321320969236,-0.18535005424341175,-0.17904445845880326,-0.2099212305940278,-0.2254723481744053,-0.23779937955633776,-0.24342114661410372,-0.23317142807195165,-0.015924660347633644,-0.018088271488086498,-0.021103436790551267,-0.024072590593509274,-0.025212841812694942
28_T0,-0.3864279391334461,-0.4067584215136959,-0.42630384099413965,-0.44240380189887885,-0.45071788758694686,0.9019340192226829,0.9288228370588895,0.9570541619196462,0.9831740796543591,1.0,0.026943434725876677,0.032449677897376655,0.036608644920509546,0.039507965592558876,0.039889832285580636,-0.1612930492680555,-0.16584464261453777,-0.1722845638528993,-0.17971427008823354,-0.18571798576124543,-0.1683683292189835,-0.17655993214403318,-0.18289165667609739,-0.18668337803367002,-0.1853496434360433,-0.19454205228278101,-0.20991822596646975,-0.22546923571606672,-0.23779618194618338,-0.24341790648513162,-0.015088621756073126,-0.01592459345919174,-0.018088203975991375,-0.02110336847221408,-0.02407252074440352
