,2_T4,2_T3,2_T2,2_T1,2_T0,3_T4,3_T3,3_T2,3_T1,3_T0,4_T4,4_T3,4_T2,4_T1,4_T0,5_T4,5_T3,5_T2,5_T1,5_T0,6_T4,6_T3,6_T2,6_T1,6_T0,7_T4,7_T3,7_T2,7_T1,7_T0,8_T4,8_T3,8_T2,8_T1,8_T0,9_T4,9_T3,9_T2,9_T1,9_T0,10_T4,10_T3,10_T2,10_T1,10_T0,11_T4,11_T3,11_T2,11_T1,11_T0,12_T4,12_T3,12_T2,12_T1,12_T0,13_T4,13_T3,13_T2,13_T1,13_T0,14_T4,14_T3,14_T2,14_T1,14_T0,16_T4,16_T3,16_T2,16_T1,16_T0,80_T4,80_T3,80_T2,80_T1,80_T0,84_T4,84_T3,84_T2,84_T1,84_T0
2_T4,1.0,0.9803292115177659,0.9466220354283269,0.9107577449744881,0.8765504387696925,0.08931778937357318,0.09189659767224075,0.09533377655989056,0.0986064472125265,0.10089413008519875,-0.2610426858087765,-0.25146870326337467,-0.23476445646948224,-0.21608334574729787,-0.19817428522618763,-0.1299725065258655,-0.1291741078010572,-0.1254652475453718,-0.12005200836946069,-0.11352231564383333,-0.25332785546824277,-0.24899091197908005,-0.23980709293650207,-0.22983265510798967,-0.2213006761015793,0.0086508424129366,0.011929666904187177,0.016134445619872612,0.019554786935138298,0.021906209037185723,-0.0872907912755177,-0.08649277662981553,-0.08676376914674644,-0.08799317753523786,-0.08918094667060764,-0.002395716574362337,0.0013249740586628793,0.006045454286465415,0.010947281629923677,0.01513460936571249,-0.05086194733258441,-0.04683162325246233,-0.03999751771879072,-0.031902337569174204,-0.024108546509260885,-0.16949611209464313,-0.16856183965223512,-0.1654807075297612,-0.16174196506285524,-0.1583640737928171,-0.04759023471336655,-0.04962170096967432,-0.04935643059127069,-0.04796917248396754,-0.046145351098666104,-0.11539874106411066,-0.1172240460352775,-0.11505050631307674,-0.10962666918031094,-0.10330652278143336,0.0625098288154684,0.05995679867145672,0.05833173368640031,0.05761313712877124,0.05780240849136481,-0.03687790312152784,-0.036322915206597015,-0.034825570736519734,-0.03303585226014261,-0.031018174271162793,-0.030783201465812107,-0.034068873647404845,-0.03521332980434487,-0.033900440129556855,-0.030945735746321118,-0.08417865032474946,-0.07813647619623865,-0.07315268785270992,-0.07081283506018617,-0.07037852479188177
2_T3,0.9803292115177659,1.0,0.980329922040635,0.9466239639856281,0.9107609691273836,0.08992732687976038,0.08929522988967363,0.09187397008577235,0.09531106649965021,0.09858366349575143,-0.25388519545633437,-0.26108948983923763,-0.25151633635509796,-0.23481349550636407,-0.21613393842456433,-0.12515149148859042,-0.12994403508854346,-0.12914564087278174,-0.12543687447542215,-0.12002377761551715,-0.25009470496444014,-0.2533125513702289,-0.24897524438730195,-0.23979159904357789,-0.22982160535464588,0.009391433432025678,0.008630375329045089,0.011909104011749086,0.016113780010754558,0.019534041507378568,-0.0869625665424436,-0.08722508334386488,-0.08642708082017136,-0.08669186350245084,-0.08791177110718833,-0.0034346396311464144,-0.0024279286958867274,0.0012926108649362062,0.006012925708960466,0.010914589990053892,-0.050998128278439005,-0.05086188703854682,-0.04683300676800185,-0.040008120535304385,-0.031920335266444486,-0.16629994689187783,-0.1694980436921257,-0.1685637887012669,-0.16548271356224303,-0.16174404111114246,-0.0441672614710188,-0.047618520045050364,-0.04964656675329177,-0.04937876944599691,-0.04799324566146859,-0.10977020111126412,-0.11542366316898524,-0.11724893607144209,-0.11507547430356611,-0.10965180034839882,0.06524243557204445,0.06243946004160978,0.059886594840748666,0.05826164080917356,0.057543099201797426,-0.0359079914761484,-0.03686665331577084,-0.0363116670858637,-0.03481435214419562,-0.0330246688935861,-0.02628835907745116,-0.03077905574451639,-0.034064662243001316,-0.03520909557140619,-0.033896233034344095,-0.08833357612354369,-0.08416093741738359,-0.07811888568892034,-0.07313520607501653,-0.07079541214471176
2_T2,0.9466220354283269,0.980329922040635,1.0,0.9803306324715939,0.9466258922934433,0.09167775847053103,0.08990474270238821,0.08927267278181832,0.09185134488400332,0.09528835883378121,-0.23885721427049678,-0.25393262651018267,-0.26113628400472666,-0.25156395937039727,-0.234862524113137,-0.11735035011831521,-0.1251231297899714,-0.1299155668081631,-0.1291171771025975,-0.12540850455357755,-0.24135230342784925,-0.2500794437038036,-0.25329681693487127,-0.24895957837371097,-0.23978036535221545,0.011187180229426514,0.009370931805915087,0.008609910386040961,0.011888543272018378,0.01609311656623262,-0.08752145657729102,-0.08689683629898966,-0.08715938811854325,-0.08635523107904637,-0.08661058818662597,-0.0039078510512721,-0.003466846396507795,-0.0024601368859624778,0.0012602516238256446,0.0059804011054778615,-0.04635675721921449,-0.05099806285292957,-0.05086319684270916,-0.046843468590762216,-0.04002592963628792,-0.15991022369667524,-0.16630193530669837,-0.1694999751612291,-0.16856573761997645,-0.16548471945807747,-0.039198038217242916,-0.044195665323269046,-0.04764342799169165,-0.04966889087581067,-0.04940280028059609,-0.10249068265247743,-0.10979529953472249,-0.11544858240466561,-0.11727382324036495,-0.11510043941661185,0.06817613876317923,0.06517181162270107,0.06236910630422796,0.05981640601178789,0.05819156290905922,-0.034729873748254925,-0.03589674977980591,-0.03685540460267481,-0.036300420058104764,-0.03480313464187684,-0.02113279660884678,-0.02628431674368187,-0.03077491050159266,-0.03406045132612039,-0.03520486182920641,-0.09202285525419236,-0.08831572586067298,-0.08414322689316124,-0.07810129754771031,-0.07311772664771425
2_T1,0.9107577449744881,0.9466239639856281,0.9803306324715939,1.0,0.9803313428106483,0.09388217078818101,0.09165513382695989,0.08988216090501332,0.08925011804960305,0.09182872206655687,-0.22196361396117117,-0.23890590302357184,-0.25398004753895614,-0.26118306830863447,-0.25161157231280057,-0.10898455523480031,-0.11732219417002958,-0.12509477123754115,-0.1298871016842446,-0.12908871649001039,-0.23019379356213188,-0.2413372059336058,-0.2500637521778254,-0.2532810840841716,-0.24894818015473863,0.01223859706537664,0.011166633427434363,0.009350432325736393,0.00858944758358072,0.011867984684640755,-0.08865697078552257,-0.08745567090319821,-0.08683111877284357,-0.08708753698955754,-0.0862740203892319,-0.00474431976421705,-0.00394004472494522,-0.0034990492284958357,-0.002492341145303931,0.0012278963345984106,-0.0398250762741642,-0.04635677569064802,-0.05099936851748666,-0.05087357202628021,-0.04686111338672675,-0.15275537112285634,-0.15991232906768596,-0.16630392358678972,-0.16950190650193733,-0.16856768640833883,-0.0337482881434731,-0.039226600362817804,-0.044220680435743585,-0.04766579214485811,-0.049692906098515316,-0.09574795519956085,-0.10251599727181195,-0.10982039506694918,-0.11547349877162409,-0.11729870754257947,0.07107481209756888,0.06810527479648402,0.06510120277548963,0.06229876759815271,0.0597462321793853,-0.034301490907171245,-0.0347186568371585,-0.035885509175746524,-0.03684415698206109,-0.03628917412315661,-0.016853231155495745,-0.021128869449117293,-0.026280274874962133,-0.030770765736935806,-0.03405624089668039,-0.09597902533382888,-0.09200489800189457,-0.08829787800246915,-0.08412551875159152,-0.07808371177210632
2_T0,0.8765504387696925,0.9107609691273836,0.9466258922934433,0.9803313428106483,1.0,0.09616834344073132,0.093859497554578,0.09163251156820705,0.08985958148725753,0.08922756569266031,-0.2043861193235426,-0.2220137063258363,-0.23895458143545237,-0.25402745854602743,-0.26122984275439914,-0.1008851728172617,-0.10895662132410495,-0.11729404134504764,-0.12506641583080835,-0.1298586397162108,-0.21857542797296084,-0.23017891096965562,-0.24132167910505134,-0.2500480622325942,-0.25326962009831644,0.013023605749209126,0.012218026460889668,0.011146088776743262,0.009329934991144031,0.008568986921317372,-0.0900017332660051,-0.08859110172084642,-0.08738989796125969,-0.08675924407887978,-0.08700632095259546,-0.005668566885377971,-0.004776485079713326,-0.003972234466317297,-0.003531248127833215,-0.002524541474641991,-0.03296581066754316,-0.03982521288897819,-0.046358165827289056,-0.05100974595164235,-0.05089111313865775,-0.1461734264945794,-0.1527576081179302,-0.15991443429096625,-0.16630591173214487,-0.16950383771428237,-0.028602356661782763,-0.03377701718783721,-0.0392517596447128,-0.044243143998805606,-0.04768984877141073,-0.09037197845474557,-0.09577346632426074,-0.1025413089740883,-0.10984548770844782,-0.11549841227037999,0.07355658533045353,0.07100372377157103,0.06803442599085209,0.06503060902519181,0.06222844391821663,-0.034540372676694006,-0.03429028288576645,-0.0347074410158185,-0.03587426966381244,-0.03683291045377718,-0.013493479434948065,-0.016849396561190645,-0.021124942739223686,-0.026276233471196547,-0.030766621450479006,-0.10011122687727558,-0.09596096992778588,-0.09198694317028892,-0.08828003254843378,-0.0841078129921622
3_T4,0.08931778937357318,0.08992732687976038,0.09167775847053103,0.09388217078818101,0.09616834344073132,1.0,0.9864366458916406,0.9680829894802793,0.9520138081257623,0.9380846788611716,-0.06132579821277954,-0.05962766622897488,-0.057025771673670164,-0.05473348624341658,-0.0524849825435787,-0.19875334143769166,-0.19825567996725063,-0.19750220678139324,-0.1968657231453326,-0.19620721871127067,-0.071247787973807,-0.07145086143015053,-0.07133318033620206,-0.07110496125022678,-0.07045422656663575,0.05995829099373196,0.059275966191429406,0.05826292335149845,0.05696793786018892,0.055727991107410606,-0.1668671976588578,-0.16656546069291017,-0.16620113353802166,-0.16590235884088955,-0.16571411963352836,0.08188232014937455,0.0809231468923105,0.08007730222410142,0.07886120753816671,0.07726800538498625,-0.18281025761583103,-0.1820581643449366,-0.1808005026464252,-0.17948014064287288,-0.17797789311983792,-0.10708416484350339,-0.10654281488996786,-0.10576069388685447,-0.10502964066231525,-0.10444861930060906,0.03978376248346188,0.03869504087262882,0.0375034089727479,0.036743605911843155,0.03621090770203292,-0.033003644003389315,-0.03313345511039848,-0.032820695536568995,-0.03276198519764464,-0.03294084270208697,0.04792271090373277,0.0480121974576095,0.048097680309078114,0.048569498121438556,0.04954565493506761,-0.1269766716320032,-0.12640924457643615,-0.12578603056941648,-0.12555786181436462,-0.1255407781050551,-0.06719962794372106,-0.06661466474774161,-0.06533292327339542,-0.063823129930084,-0.06242958788131637,-0.07570533898398055,-0.07602580012966531,-0.07668930559615852,-0.07743552106486197,-0.07789125982625297
3_T3,0.09189659767224075,0.08929522988967363,0.08990474270238821,0.09165513382695989,0.093859497554578,0.9864366458916406,1.0,0.986436802826428,0.9680833586535879,0.9520143629833254,-0.06150534638877625,-0.06128268629254775,-0.05958466272244725,-0.05698294952061598,-0.05469082980821435,-0.19860583405134904,-0.19876462926821625,-0.19826697642939028,-0.19751351226534217,-0.1968770372906689,-0.07085646461978012,-0.07125313735255413,-0.07145643285693885,-0.07133875340860268,-0.0711083283625133,0.06017909549545524,0.059969069386391245,0.05928675719717976,0.058273723814902555,0.056978751065040335,-0.1673507818949438,-0.16689178582648734,-0.16659006845662136,-0.16622725123286433,-0.16593048707824648,0.08275445753079719,0.08189892278638158,0.08093977493686479,0.08009394591848548,0.07887787368795533,-0.18251538875401147,-0.18280870911451594,-0.1820558315894024,-0.18079267983736327,-0.17946763262809118,-0.1071828700081912,-0.10708064025624991,-0.10653929317905052,-0.10575717708606959,-0.10502612798269743,0.04090018169064457,0.03979987942231607,0.03870929853601834,0.037516263578512885,0.03675741871786692,-0.03274825479656134,-0.032987021440482794,-0.033116822959388406,-0.03280406430844309,-0.032745356877521656,0.048363021207523935,0.047956785394751525,0.048046271019869954,0.04813174622420531,0.048603530300410445,-0.12704955523493303,-0.1269817052043409,-0.1264142844195145,-0.12579107304194662,-0.12556290530768996,-0.0674811538367085,-0.06720115089942703,-0.06661618732313133,-0.06533445300577982,-0.0638246706249027,-0.07548338928341797,-0.07571412931476307,-0.07603460002384838,-0.07669810514996638,-0.07744431180752508
3_T2,0.09533377655989056,0.09187397008577235,0.08927267278181832,0.08988216090501332,0.09163251156820705,0.9680829894802793,0.986436802826428,1.0,0.9864369597486428,0.968083727796821,-0.06123059801221976,-0.06146222042927564,-0.06123958314569632,-0.05954166796611493,-0.056940136075163975,-0.19785900969989445,-0.19861712445489596,-0.19877591613007276,-0.19827827192174424,-0.19752481677867814,-0.07034462555678955,-0.07086182193395786,-0.07125870563424029,-0.07146200388454255,-0.0713421186978501,0.060022004306024154,0.06018987336334278,0.059979846916813497,0.05929754733933106,0.058284523413883856,-0.1680523163817826,-0.1673753433502469,-0.16691637019496433,-0.16661616079921046,-0.16625535369011196,0.08381817078094021,0.08277104847715439,0.0819155238118014,0.0809564013665663,0.08011058799623769,-0.1817584250498929,-0.1825138438250778,-0.18280637246079115,-0.18204800023129278,-0.1807801580722489,-0.10695552421194728,-0.10717934644116353,-0.10707711591685443,-0.10653577171586906,-0.10575366053268745,0.04162161317597817,0.040916277333058124,0.03981411906485611,0.03872213712207313,0.03753006448072142,-0.032206724028457215,-0.03273163971383423,-0.032970400389574085,-0.033100192321930975,-0.03278743459417853,0.0491403019750853,0.04839706253460584,0.04799085362890683,0.04808033832441278,0.04816580588303782,-0.12648239266562725,-0.12705459048440182,-0.12698673841800565,-0.12641932390333493,-0.12579611515506242,-0.06753765141567793,-0.06748267017065816,-0.06720267373174639,-0.06661770977508459,-0.06533598261406252,-0.0757447774606558,-0.07549219515526803,-0.07572291872780867,-0.07604339899889644,-0.07670690378454267
3_T1,0.0986064472125265,0.09531106649965021,0.09185134488400332,0.08925011804960305,0.08985958148725753,0.9520138081257623,0.9680833586535879,0.9864369597486428,1.0,0.986437116658096,-0.06097262135305455,-0.06118749390565254,-0.061419103249255855,-0.06119648876908772,-0.05949868195688004,-0.196793628438833,-0.1978703088487013,-0.19862841388923697,-0.19878720202340375,-0.19828956644450857,-0.07019373810378174,-0.0703499885592366,-0.07086739820079271,-0.07126427351711376,-0.07146536715964422,0.059449503625689785,0.060032782024997115,0.060200650368740456,0.0599906235851095,0.059308336617974654,-0.16890178353156574,-0.16807683644188195,-0.16739990101049157,-0.16694243609054185,-0.1666442326378984,0.08442116586429574,0.08383473858697217,0.0827876378123482,0.08193212322593825,0.08097302618166902,-0.1809295134970875,-0.1817568851762538,-0.18251151067095653,-0.18279853702947046,-0.1820354662104175,-0.1065794169905307,-0.10695200331291319,-0.10717582312198468,-0.10707359182529426,-0.10653225050039561,0.04245142833733293,0.04163769588077979,0.040930498770686635,0.03982694180563168,0.038735920615882186,-0.031493085866885484,-0.032190121707810916,-0.032715026142751666,-0.032953780850460045,-0.03308356319782428,0.04993193652710403,0.0491742838464399,0.0484310976105052,0.048024915608200325,0.0481143993732727,-0.12598157256740025,-0.12648742986487574,-0.12705962537495397,-0.12699177127305022,-0.12642436302794757,-0.0674735248444695,-0.06753916534189995,-0.06748418638173656,-0.0672041964406669,-0.06661923210362945,-0.07627381250457073,-0.07575358708281589,-0.07550100010735787,-0.07573170722325856,-0.07605219705494551
3_T0,0.10089413008519875,0.09858366349575143,0.09528835883378121,0.09182872206655687,0.08922756569266031,0.9380846788611716,0.9520143629833254,0.968083727796821,0.986437116658096,1.0,-0.06030412712861926,-0.06092954078978859,-0.06114439857492326,-0.06137599484560488,-0.06115340315960868,-0.195525498882704,-0.19680494179397803,-0.19788160702741509,-0.19863970235456777,-0.198798486948342,-0.06996677061918007,-0.0701991034466914,-0.07035557054493889,-0.07087297406811313,-0.07126763395786433,0.05895968152706069,0.05946028526273036,0.060043558881417894,0.06021142651176558,0.06000139939137834,-0.16963706497234077,-0.16892625294661487,-0.1681013527143169,-0.16742593531882308,-0.16697047658622463,0.08465433990157024,0.0844377192571324,0.08385130478395651,0.08280422553663848,0.08194872102897617,-0.17995200478024068,-0.180927978942526,-0.18175455714166858,-0.18250367851239507,-0.182785997654253,-0.10599328634704551,-0.1065758994684093,-0.10694848266156175,-0.10717230005064828,-0.10707006798155115,0.04345475521699944,0.0424674946131763,0.04165190655056306,0.04094330537365536,0.03984070803018282,-0.03072943311918877,-0.03147650029618914,-0.03217352089776819,-0.03269841408310121,-0.03293716282292097,0.05092927380085362,0.049965855552269685,0.04920825947915002,0.048465126437237,0.048058971334667216,-0.12554642872803062,-0.12598661259933175,-0.12649246670498052,-0.127064659906639,-0.12699680376950387,-0.06700426554924414,-0.0674750392150038,-0.0675406791454457,-0.0674857024699543,-0.0672057190262478,-0.07686301443070039,-0.07628261554183995,-0.07576239578465156,-0.07550980413978173,-0.07574049480125442
