27_T4,27_T3,27_T2,27_T1,27_T0,28_T4,28_T3,28_T2,28_T1,28_T0,29_T4,29_T3,29_T2,29_T1,29_T0,30_T4,30_T3,30_T2,30_T1,30_T0,31_T4,31_T3,31_T2,31_T1,31_T0,32_T4,32_T3,32_T2,32_T1,32_T0,33_T4,33_T3,33_T2,33_T1,33_T0
1.0,0.9923489152469442,0.9805712985298407,0.968165089274409,0.9546999199135854,-0.4505144959429438,-0.44722641649714856,-0.44090275092628756,-0.43361661726438266,-0.4248422260866303,-0.09600767156467901,-0.09484161563048786,-0.09329797578705747,-0.09106546913630634,-0.0883187380766091,-0.12188276334889214,-0.12052819662464262,-0.11901633503912387,-0.1173641441765046,-0.11548172179781567,0.13007200315330983,0.1271917429957689,0.12372380515524482,0.11940572540763851,0.11408808491243361,0.07357239128481628,0.0708415591901394,0.06747858375413333,0.06341319028949807,0.0582026988545192,0.03707732342413463,0.03823868587172087,0.03977221884939611,0.04155191613542607,0.04339029700952857
0.9923489152469442,1.0,0.9923489155362195,0.9805705422252005,0.9681640925615758,-0.4472755236692383,-0.45051449890884665,-0.44722641945771796,-0.44090275399146295,-0.43361662046171184,-0.0965636409270061,-0.09600770533518403,-0.09484165683258303,-0.09329802766968905,-0.0910655371964566,-0.12316199897258603,-0.12188048016887416,-0.12052592985052149,-0.11901408600947706,-0.1173619140516225,0.13210119427683042,0.1300718045413273,0.12719109069048187,0.12372308173903707,0.11940503155636982,0.0747964699546701,0.07357203850492479,0.07084121675491843,0.06747825343535643,0.06341287419205942,0.03616620345267999,0.0370772219230592,0.03823858432712417,0.03977211717123506,0.0415518142644914
0.9805712985298407,0.9923489155362195,1.0,0.9923481526242084,0.9805695359304532,-0.4406829474674852,-0.4472755266285739,-0.450514501874547,-0.4472264224181647,-0.4409027570567722,-0.09631240458636542,-0.09656366894129799,-0.0960077391095095,-0.09484169803816761,-0.09329807955529346,-0.12402323322465487,-0.12315970287951504,-0.12187819712021314,-0.12052366320681496,-0.11901183710917401,0.1332072501969973,0.132100990288924,0.13007113602586504,0.12719034414776922,0.1237223583638395,0.07500379310915178,0.074796114109303,0.0735716857404477,0.07084087433462363,0.06747792313096078,0.03584834013649508,0.03616610223967879,0.03707712042490992,0.03823848278543206,0.03977201549606776
0.968165089274409,0.9805705422252005,0.9923481526242084,1.0,0.9923481444624238,-0.4332572848828484,-0.44068264032417315,-0.447275215718349,-0.450514188915492,-0.44722611156619385,-0.0954275199831834,-0.09630759426977148,-0.09655885837428013,-0.09600293579033428,-0.09483690225471064,-0.1245467031516886,-0.12402671732364944,-0.1231631957078253,-0.12188170236900023,-0.12052718642914115,0.13345971853209382,0.13320416641975769,0.13209549558730657,0.13006526440549349,0.12718449239114166,0.07430983708326197,0.07500687813897113,0.07479919903250916,0.07357477400008022,0.07084397566444794,0.0359852597158616,0.0358488329197287,0.03616659453537965,0.037077611706559745,0.03823897370550561
0.9546999199135854,0.9681640925615758,0.9805695359304532,0.9923481444624238,1.0,-0.4247837197448707,-0.43325687579625133,-0.44068222544904395,-0.44727479562084,-0.4505137660220051,-0.0943175632960595,-0.09542195777996443,-0.09630202655141637,-0.09655329049733814,-0.0959973754675673,-0.12485032679057392,-0.12455105593025768,-0.1240310749822516,-0.12316756215449812,-0.12188608131675945,0.13291167494853004,0.13345616914868896,0.13319790070718912,0.13208879794763922,0.1300585868194698,0.07222791030987813,0.07431344349990528,0.0750104805231005,0.07480280128172453,0.07357837982133028,0.03654396143420977,0.03598583902128891,0.03584941217142069,0.03616717319826953,0.037078189120051286
-0.4505144959429438,-0.4472755236692383,-0.4406829474674852,-0.4332572848828484,-0.4247837197448707,1.0,0.9912912912590756,0.978961615745038,0.9665071643327896,0.9532169090318487,0.03999789926251197,0.03897095931051304,0.03788022631335938,0.03631956613686966,0.034285306961957245,-0.1857460353664552,-0.18517468309714405,-0.18288659921828146,-0.18096898003238318,-0.17928789650865654,-0.18521862666471128,-0.18235450941547318,-0.17860350981107306,-0.17393645186712986,-0.16866867191562449,-0.24390983875908145,-0.239850631601169,-0.23231263597926058,-0.22409291697831804,-0.2152938774697087,-0.024120363843470886,-0.02480263073566676,-0.025155759639216502,-0.025450230848984203,-0.025644538368034767
-0.44722641649714856,-0.45051449890884665,-0.4472755266285739,-0.44068264032417315,-0.43325687579625133,0.9912912912590756,1.0,0.9912912912933257,0.9789616158288073,0.9665071644649988,0.04008124836760043,0.03999784705449681,0.038970912824716215,0.037880186912305165,0.036319537648557956,-0.182991187485098,-0.18574426280762701,-0.18517291420844326,-0.18288485435114685,-0.18096725544986958,-0.18632062817679368,-0.1852188283173487,-0.18235440239289916,-0.17860334561924182,-0.17393631947705251,-0.24188371850484874,-0.24390822605322598,-0.23984903436195257,-0.23231106561184015,-0.22409137560780112,-0.0228640046698928,-0.024120329305145415,-0.024802596345131288,-0.025155725330013902,-0.02545019659462551
-0.44090275092628756,-0.44722641945771796,-0.450514501874547,-0.447275215718349,-0.44068222544904395,0.978961615745038,0.9912912912933257,1.0,0.9912912913288126,0.9789616159118839,0.03940132940533856,0.0400811935814455,0.039997794850978284,0.03897086634313372,0.03788014751505098,-0.178972919423828,-0.1829894428820715,-0.18574249036209806,-0.1851711454329597,-0.18288310959547915,-0.18617786805664888,-0.18632082641956266,-0.1852187057164888,-0.18235421319756445,-0.17860318144392007,-0.23703782380023788,-0.24188211386779876,-0.24390661341678704,-0.23984743719140766,-0.2323094953119367,-0.021001402274745774,-0.022863970519857994,-0.024120294767800095,-0.024802561955591062,-0.02515569102180681
-0.43361661726438266,-0.44090275399146295,-0.4472264224181647,-0.450514188915492,-0.44727479562084,0.9665071643327896,0.9789616158288073,0.9912912913288126,1.0,0.9912912913636792,0.038081944118266535,0.03940127890664094,0.04008113879990956,0.0399977426519788,0.03897081986574117,-0.1751456969980028,-0.1789712185143672,-0.1829876983906142,-0.18574071802989908,-0.18516937677044254,-0.18492749858432145,-0.18617806631197656,-0.18632069510310736,-0.18521849879498878,-0.18235402402023718,-0.231444906956977,-0.2370362361588259,-0.24188050929979255,-0.24390500084963257,-0.23984584008967713,-0.01930397821486797,-0.021001368442047356,-0.022863936370806213,-0.02412026023145311,-0.0248025275670397
-0.4248422260866303,-0.43361662046171184,-0.4409027570567722,-0.44722611156619385,-0.4505137660220051,0.9532169090318487,0.9665071644649988,0.9789616159118839,0.9912912913636792,1.0,0.03663720465822146,0.03808190291432597,0.039401228412326066,0.040081084022988454,0.039997690457468586,-0.1715165250863634,-0.17514403790205257,-0.1789695177137439,-0.1829859540107119,-0.18573894581095804,-0.18277283703195144,-0.18492769939301903,-0.1861779352664147,-0.18632047843808394,-0.1852182918924312,-0.22464675857769761,-0.2314433387691073,-0.23703464858553505,-0.2418789048009764,-0.24390338835214012,-0.01790299615534852,-0.019303944656998247,-0.0210013346103291,-0.022863902222736474,-0.024120225696098445
-0.09600767156467901,-0.0965636409270061,-0.09631240458636542,-0.0954275199831834,-0.0943175632960595,0.03999789926251197,0.04008124836760043,0.03940132940533856,0.038081944118266535,0.03663720465822146,1.0,0.9966194983419514,0.9919196985548154,0.987361575758356,0.9829001016022665,0.0248586690339111,0.024410155028463967,0.024176524544177867,0.024179607071895363,0.02417739210495571,-0.29626873621653743,-0.2935862904155787,-0.2894093456610305,-0.2852712326270846,-0.2811521394553241,-0.05055263780187636,-0.050859647180095474,-0.04994068732156591,-0.04803026229370552,-0.045553126687085756,0.11316572667671759,0.11372684455376772,0.11465641697641434,0.11562042867160895,0.11657596689612494
-0.09484161563048786,-0.09600770533518403,-0.09656366894129799,-0.09630759426977148,-0.09542195777996443,0.03897095931051304,0.03999784705449681,0.0400811935814455,0.03940127890664094,0.03808190291432597,0.9966194983419514,1.0,0.9966195488433902,0.9919198192833666,0.9873617646175227,0.024817329081555588,0.024839943789039358,0.024391433976466436,0.02415780448724438,0.02416088359988907,-0.2943146512808952,-0.29627425138014357,-0.2935968816714464,-0.2894207288802951,-0.28528268591154526,-0.04985999621588681,-0.050540726877384305,-0.0508477297791333,-0.04992877943518354,-0.04801837664069884,0.11353881434066013,0.11316677825924941,0.11372789273698754,0.11465745865064182,0.11562146321593492
-0.09329797578705747,-0.09484165683258303,-0.0960077391095095,-0.09655885837428013,-0.09630202655141637,0.03788022631335938,0.038970912824716215,0.039997794850978284,0.04008113879990956,0.039401228412326066,0.9919196985548154,0.9966195488433902,1.0,0.9966195993415996,0.9919199400045576,0.024719932666039193,0.02479860170507241,0.02482121977663806,0.024372714156932478,0.024139085662901967,-0.2909722434654499,-0.29432019015273037,-0.29628479776457217,-0.2936081935594957,-0.2894321113398901,-0.04877966646089784,-0.049848092157683946,-0.05052881666606243,-0.050835813091886846,-0.049916872262039336,0.11402965290603426,0.11353986374804112,0.11316782980187082,0.11372894088048913,0.11465850028556211
