,27_T4,27_T3,27_T2,27_T1,27_T0,28_T4,28_T3,28_T2,28_T1,28_T0,29_T4,29_T3,29_T2,29_T1,29_T0,30_T4,30_T3,30_T2,30_T1,30_T0,31_T4,31_T3,31_T2,31_T1,31_T0,32_T4,32_T3,32_T2,32_T1,32_T0,33_T4,33_T3,33_T2,33_T1,33_T0
27_T4,1.0,0.9967337395231014,0.99224875493753,0.9879711466746472,0.9843431781644582,-0.3810574911717546,-0.3813353566116319,-0.3807893018341206,-0.38010166104825555,-0.3794123980828582,-0.025967140036439285,-0.025515943759928234,-0.024716298985380858,-0.02343147688881036,-0.022398984648085374,-0.039656548931643804,-0.03917834125557839,-0.03854488806231746,-0.03850028664999382,-0.038130819264507815,0.059288173741811875,0.05949460132122839,0.059355662022182926,0.05914267953005362,0.05895895327917488,-0.02121836707714113,-0.02033409642440972,-0.019073305909086704,-0.017604783339716656,-0.016772508985135215,0.13311213029036356,0.1328915847573384,0.1323314394374309,0.131557145369636,0.13076362125181812
27_T3,0.9967337395231014,1.0,0.9967337497638453,0.9922424354903696,0.987962066400479,-0.37859642707677293,-0.38105843499304226,-0.38133637600704395,-0.38079040280953097,-0.3801028455272138,-0.02726156028978426,-0.025950095925633344,-0.025497764883099076,-0.024696847561413618,-0.02341063334734674,-0.04057419324253685,-0.03967658634249562,-0.03919971347536938,-0.038567811573231525,-0.0385249164118435,0.060556742019921374,0.05927889703642721,0.059473935776778425,0.05933156033680482,0.05911667695463923,-0.020824694708496315,-0.021198468526163004,-0.020313064940407518,-0.019051010033114543,-0.017581083169240345,0.13317238282958402,0.13311223786038318,0.13289165998158056,0.13233146872737148,0.1315571153993895
27_T2,0.99224875493753,0.9967337497638453,1.0,0.9967278901044442,0.9922340480945946,-0.37541956586684955,-0.3785974682831989,-0.3810593786494569,-0.381337395212566,-0.3807915035652,-0.0281710399952529,-0.027243101744392935,-0.025933056242330242,-0.025479591052892665,-0.024677401931816813,-0.041181826833504576,-0.04059583666381661,-0.03969661687783314,-0.039221077864016796,-0.038590726069313255,0.06181052094385905,0.060546797029454445,0.05925964262185641,0.059451562383410594,0.059307466304195554,-0.020595817221437565,-0.020803126980411365,-0.02117857547994148,-0.020292039646892954,-0.019028721167380257,0.13360327300963482,0.13317253518605235,0.13311234541197015,0.13289173519218953,0.13233149801187497
27_T1,0.9879711466746472,0.9922424354903696,0.9967278901044442,1.0,0.9967278354495115,-0.3726797711274602,-0.3754196365795969,-0.3785974398459029,-0.381059279507978,-0.38133733888809623,-0.028685457277352385,-0.028116390012813092,-0.02719230344493277,-0.02588564468886362,-0.02542891578105453,-0.04140106740225208,-0.041255977383089,-0.04066482885746377,-0.039761115500246656,-0.039289927673413806,0.06234702949795375,0.061784222722338945,0.06049749474075966,0.05920989646955657,0.05939815926956106,-0.02076963419748202,-0.020539138949795616,-0.020750744681772498,-0.021129914338008992,-0.020240483595625452,0.13444688807405705,0.13360258679881679,0.1331717888004325,0.1331115528617757,0.13289077741505848
27_T0,0.9843431781644582,0.987962066400479,0.9922340480945946,0.9967278354495115,1.0,-0.3711206360778708,-0.3726793543597483,-0.37541912645786024,-0.37859685721187586,-0.381058652080611,-0.028436490050406618,-0.028620701969098012,-0.028056406605833403,-0.0271365171518457,-0.025833548985608523,-0.04239855721186985,-0.041489459933529343,-0.04133783807040021,-0.040741035239167556,-0.03983239207321788,0.061660186022281536,0.06231617606129202,0.06172656467119843,0.0604395335215222,0.05915565510126076,-0.021414684974942963,-0.020702398897941204,-0.020477350350766622,-0.020693614025095466,-0.021076818548708336,0.13491888818611536,0.13444598348199546,0.13360161595428707,0.1331707672541513,0.13311049349098977
28_T4,-0.3810574911717546,-0.37859642707677293,-0.37541956586684955,-0.3726797711274602,-0.3711206360778708,1.0,0.9964053336257289,0.9919277273423399,0.9874851989221677,0.9840686282066653,-0.024920859692116496,-0.02500925738867642,-0.025404493812520072,-0.026346824804169888,-0.02721252771936588,-0.2562944665036664,-0.2552252283046965,-0.25357822254556944,-0.2517918566033393,-0.25027138240590174,-0.13325877605204153,-0.1326734286436477,-0.1315702956908571,-0.13003375560844013,-0.12881008353760437,-0.15386169015994094,-0.1536192285799603,-0.15184335757948003,-0.1494447977339212,-0.14802296968725193,-0.09270277662450153,-0.09315808362129988,-0.09341567487712002,-0.09409537109309672,-0.09485833241164639
28_T3,-0.3813353566116319,-0.38105843499304226,-0.3785974682831989,-0.3754196365795969,-0.3726793543597483,0.9964053336257289,1.0,0.9964053373728203,0.9919277364741529,0.9874852140459824,-0.024353931409200644,-0.02492872938539685,-0.025017803438522952,-0.02541380812799287,-0.026357009911408064,-0.25569987538285355,-0.256257245728638,-0.25518538470898466,-0.2535353972592615,-0.25174548774707933,-0.13298944589792847,-0.13325589171482088,-0.1326651525962767,-0.13156017161710143,-0.1300226209829072,-0.1520770583741798,-0.15386109603205514,-0.1536187713758122,-0.15184313281745,-0.1494448851297251,-0.09189809753492259,-0.09270290585378707,-0.09315819972457964,-0.0934157697969138,-0.09409543600616455
28_T2,-0.3807893018341206,-0.38133637600704395,-0.3810593786494569,-0.3785974398459029,-0.37541912645786024,0.9919277273423399,0.9964053373728203,1.0,0.9964053411193348,0.9919277456041943,-0.02412751552666198,-0.02436243266704509,-0.024936597112264484,-0.025026347205535704,-0.025423119773067125,-0.2549420838317139,-0.25566017005879277,-0.256220040443757,-0.2551455587992189,-0.2534925923449766,-0.13352804158313178,-0.1329863679989996,-0.13324833040698814,-0.13265592837984677,-0.13155005084210777,-0.14997188455716806,-0.15207654039396212,-0.15386050222107522,-0.1536183144773822,-0.15184290831759048,-0.0914063666999631,-0.09189825857572496,-0.0927030350608504,-0.09315831580657419,-0.09341586469807316
28_T1,-0.38010166104825555,-0.38079040280953097,-0.381337395212566,-0.381059279507978,-0.37859685721187586,0.9874851989221677,0.9919277364741529,0.9964053411193348,1.0,0.9964053448649538,-0.023493416483707282,-0.02413667795072593,-0.02437093166012413,-0.024944462873493556,-0.025034888690679557,-0.25356802348798224,-0.2548996445151475,-0.25562048231991324,-0.25618285063861657,-0.25510575056267737,-0.13429664982531406,-0.13352475646682382,-0.13297828941452422,-0.13323989226435812,-0.13264670695975128,-0.14782082787268697,-0.1499714280510111,-0.15207602274217952,-0.15385990872682848,-0.15361785788447596,-0.09106554807924833,-0.09140656604555983,-0.09189841958698829,-0.09270316424570833,-0.09315843186728986
28_T0,-0.3794123980828582,-0.3801028455272138,-0.3807915035652,-0.38133733888809623,-0.381058652080611,0.9840686282066653,0.9874852140459824,0.9919277456041943,0.9964053448649538,1.0,-0.022794988734069453,-0.023503294442259858,-0.024145837762022573,-0.024379428389390688,-0.02495232666985872,-0.2523814600363081,-0.2535226021243802,-0.2548572252868004,-0.2555808121535945,-0.25614567630278884,-0.13424494480183055,-0.1342931593207784,-0.1335161007786742,-0.1329692743647536,-0.1332314565119713,-0.14524380784938465,-0.14782036697964054,-0.14997097189280253,-0.15207550541862105,-0.15385931554910767,-0.08961542514781284,-0.09106579286755236,-0.0914067653519794,-0.09189858056873126,-0.09270329340836954
29_T4,-0.025967140036439285,-0.02726156028978426,-0.0281710399952529,-0.028685457277352385,-0.028436490050406618,-0.024920859692116496,-0.024353931409200644,-0.02412751552666198,-0.023493416483707282,-0.022794988734069453,1.0,0.9981910071574687,0.9957979968783295,0.9937319420027677,0.9919972629153648,-0.026851693139868803,-0.026177674550073915,-0.025395963228934976,-0.024931090068263998,-0.02455133909480953,-0.2580381063793538,-0.25842717911454577,-0.25810436551617677,-0.2580258956102469,-0.258318981256704,-0.004844625158804804,-0.004966618202550291,-0.0055702010714083336,-0.005786079371796484,-0.006794869075726447,0.10061922323330631,0.10137645410393953,0.1026298954448329,0.1041434820786275,0.10574299469418033
29_T3,-0.025515943759928234,-0.025950095925633344,-0.027243101744392935,-0.028116390012813092,-0.028620701969098012,-0.02500925738867642,-0.02492872938539685,-0.02436243266704509,-0.02413667795072593,-0.023503294442259858,0.9981910071574687,1.0,0.9981911666472305,0.9957983921811893,0.9937325742144719,-0.02715588520434529,-0.026972359922692122,-0.02630628971008074,-0.025533733649666112,-0.025079515005880532,-0.2563392165961422,-0.2580598516292356,-0.25848418225979247,-0.25817099527167275,-0.25809791305500557,-0.00456232284561754,-0.0047645434372221305,-0.0048817717132921545,-0.005479947758328767,-0.005689714848050144,0.10104161054516073,0.10061666756360298,0.10137349811465768,0.10262640856897816,0.10413933508057005
29_T2,-0.024716298985380858,-0.025497764883099076,-0.025933056242330242,-0.02719230344493277,-0.028056406605833403,-0.025404493812520072,-0.025017803438522952,-0.024936597112264484,-0.02437093166012413,-0.024145837762022573,0.9957979968783295,0.9981911666472305,1.0,0.998191326079762,0.995798787332418,-0.02707497892932476,-0.02728479513007537,-0.027092973711423794,-0.026434844634404993,-0.025671434931870254,-0.2543648006250935,-0.2563622593835324,-0.258112953199901,-0.2585459614919481,-0.25823759710445426,-0.0034837530964220145,-0.004476248558693149,-0.004684491274962724,-0.004796958534506036,-0.0053897322889173375,0.10144223034436001,0.10103904815780491,0.10061411271789505,0.1013705431238394,0.102622922931465
29_T1,-0.02343147688881036,-0.024696847561413618,-0.025479591052892665,-0.02588564468886362,-0.0271365171518457,-0.026346824804169888,-0.02541380812799287,-0.025026347205535704,-0.024944462873493556,-0.024379428389390688,0.9937319420027677,0.9957983921811893,0.998191326079762,1.0,0.9981914854550663,-0.027582371202665924,-0.027213274291605163,-0.027413644664248765,-0.027213534541923934,-0.02656333936651678,-0.25218421010470704,-0.2543893089347589,-0.2564189413407369,-0.25817055088395713,-0.25860771660251297,-0.001965685613235562,-0.0033908950075698797,-0.004390208275620813,-0.0046044686555874225,-0.00471217864649049,0.10194096715326521,0.10143968678176549,0.10103648666831495,0.10061155869577214,0.10136758913099521
29_T0,-0.022398984648085374,-0.02341063334734674,-0.024677401931816813,-0.02542891578105453,-0.025833548985608523,-0.02721252771936588,-0.026357009911408064,-0.025423119773067125,-0.025034888690679557,-0.02495232666985872,0.9919972629153648,0.9937325742144719,0.995798787332418,0.9981914854550663,1.0,-0.027732617146632582,-0.027731235519089556,-0.027351500260621157,-0.02754243385042548,-0.027334042450003787,-0.2502527924317775,-0.2522103879475187,-0.25445005261821774,-0.25648044984388985,-0.2582281275204468,-0.0007069014263282627,-0.0018650845863477758,-0.003298076352861509,-0.004304201976175111,-0.004524475562673806,0.10186802108051798,0.10193847034072567,0.10143714419591031,0.10103392607623923,0.10060900549683968
30_T4,-0.039656548931643804,-0.04057419324253685,-0.041181826833504576,-0.04140106740225208,-0.04239855721186985,-0.2562944665036664,-0.25569987538285355,-0.2549420838317139,-0.25356802348798224,-0.2523814600363081,-0.026851693139868803,-0.02715588520434529,-0.02707497892932476,-0.027582371202665924,-0.027732617146632582,1.0,0.9915268247336199,0.9880545209206328,0.9850906676651197,0.9818768397985856,-0.03803481244303354,-0.03913804298221158,-0.040283282855450304,-0.04053018513630374,-0.040139323893559516,-0.1306967394569826,-0.12973442751732062,-0.1287184281875395,-0.12808273807284526,-0.12708772739719842,0.026922039364170668,0.02608635120796689,0.024996877179360583,0.0250111925822794,0.02416644427736224
30_T3,-0.03917834125557839,-0.03967658634249562,-0.04059583666381661,-0.041255977383089,-0.041489459933529343,-0.2552252283046965,-0.256257245728638,-0.25566017005879277,-0.2548996445151475,-0.2535226021243802,-0.026177674550073915,-0.026972359922692122,-0.02728479513007537,-0.027213274291605163,-0.027731235519089556,0.9915268247336199,1.0,0.9915285004420074,0.988057048915174,0.9850940622831282,-0.03849392912015649,-0.03798044068713895,-0.03902410530250909,-0.040151230175903246,-0.04038746651697174,-0.13200983693009058,-0.13079094485499004,-0.12983439872677963,-0.12882484464880178,-0.12819644255212995,0.0264782948544997,0.026917102199079317,0.02608149559738093,0.024992218858389995,0.025006691251098157
30_T2,-0.03854488806231746,-0.03919971347536938,-0.03969661687783314,-0.04066482885746377,-0.04133783807040021,-0.25357822254556944,-0.25518538470898466,-0.256220040443757,-0.25562048231991324,-0.2548572252868004,-0.025395963228934976,-0.02630628971008074,-0.027092973711423794,-0.027413644664248765,-0.027351500260621157,0.9880545209206328,0.9915285004420074,1.0,0.9915301751820972,0.9880595753461296,-0.0390541498194756,-0.03843628625775462,-0.037874439461142384,-0.03890169646366894,-0.04001924721086309,-0.13247437115539365,-0.13211069222582467,-0.130885107258085,-0.12993432139488562,-0.12893120592693408,0.026673469382244054,0.026472760196622935,0.026912167026173068,0.02607664208503206,0.024987562707320922
