,34_T4,34_T3,34_T2,34_T1,34_T0,35_T4,35_T3,35_T2,35_T1,35_T0,36_T4,36_T3,36_T2,36_T1,36_T0,37_T4,37_T3,37_T2,37_T1,37_T0,38_T4,38_T3,38_T2,38_T1,38_T0
34_T4,1.0,0.9730994938838322,0.9410034642514759,,,-0.17128787366579976,-0.1754449646032578,-0.175680934305122,,,-0.3401048729557766,-0.3298960093805016,-0.3258929797430334,,,-0.2627021959835432,-0.23976355457904813,-0.21777039439898738,,,-0.19417103428251753,-0.18316718029099832,-0.1792242295977262,,
34_T3,0.9730994938838322,1.0,0.9730994938838322,0.9410034642514759,,-0.16167977615381005,-0.17128787366579976,-0.1754449646032578,-0.175680934305122,,-0.33554619461636825,-0.3401048729557766,-0.3298960093805016,-0.3258929797430334,,-0.254621922558523,-0.2627021959835432,-0.23976355457904813,-0.21777039439898738,,-0.19499770224985516,-0.19417103428251753,-0.18316718029099832,-0.1792242295977262,
34_T2,0.9410034642514759,0.9730994938838322,1.0,0.9731295837624857,0.9411556448115478,-0.14832438989626465,-0.16167977615381005,-0.17140485315921172,-0.17565593376109892,-0.17597374114264006,-0.33368294755846656,-0.33554619461636825,-0.34062972013601256,-0.3306862428254281,-0.32692041505102337,-0.24767113236466065,-0.254621922558523,-0.26211644394016637,-0.23921969372466773,-0.21556565446501552,-0.19828040021152493,-0.19499770224985516,-0.19301077918854978,-0.18141283029962083,-0.17582829444755746
34_T1,,0.9410034642514759,0.9731295837624857,1.0,0.9731616817706165,,-0.14832438989626465,-0.16187878594219043,-0.17156331607581124,-0.1758090055610034,,-0.33368294755846656,-0.3364397163817182,-0.34120470182083207,-0.3312605041410841,,-0.24767113236466065,-0.2536054859659991,-0.26167118440809634,-0.23791821293665705,,-0.19828040021152493,-0.19302849949291623,-0.1916849146365997,-0.17947682102536996
34_T0,,,0.9411556448115478,0.9731616817706165,1.0,,,-0.14875526322898688,-0.16211842372489546,-0.17167351698249242,,,-0.33527884757004917,-0.33723781688682664,-0.34155365859020914,,,-0.24586925084771608,-0.25301230420949944,-0.26087794778704193,,,-0.19473593307949955,-0.1912263558130398,-0.19051180711148058
35_T4,-0.17128787366579976,-0.16167977615381005,-0.14832438989626465,,,1.0,0.9310673978069645,0.8401462355049176,,,-0.037806557802149116,-0.027495309947914055,-0.01077541690921776,,,-0.16778124946264322,-0.16514446263711913,-0.1581061583196771,,,-0.09682910025292757,-0.10222212251802677,-0.10125414780239549,,
35_T3,-0.1754449646032578,-0.17128787366579976,-0.16167977615381005,-0.14832438989626465,,0.9310673978069645,1.0,0.9310673978069645,0.8401462355049176,,-0.040759334758620216,-0.037806557802149116,-0.027495309947914055,-0.01077541690921776,,-0.15816898807803997,-0.16778124946264322,-0.16514446263711913,-0.1581061583196771,,-0.09012204704365569,-0.09682910025292757,-0.10222212251802677,-0.10125414780239549,
35_T2,-0.175680934305122,-0.1754449646032578,-0.17140485315921172,-0.16187878594219043,-0.14875526322898688,0.8401462355049176,0.9310673978069645,1.0,0.9310722849064517,0.8401652761308243,-0.040132649660397236,-0.040759334758620216,-0.03761674334571335,-0.027211506034817798,-0.010372814550465185,-0.1428429501916061,-0.15816898807803997,-0.16785624075073452,-0.16521444068194385,-0.15843568456585502,-0.07907599976740405,-0.09012204704365569,-0.09698979382270073,-0.10247075834798457,-0.10179057358696751
35_T1,,-0.175680934305122,-0.17565593376109892,-0.17156331607581124,-0.16211842372489546,,0.8401462355049176,0.9310722849064517,1.0,0.931074892066,,-0.040132649660397236,-0.0404321135269695,-0.037395428191535414,-0.026978938713551455,,-0.1428429501916061,-0.15830425907593157,-0.1679128213985327,-0.16540018594474953,,-0.07907599976740405,-0.09041317404375412,-0.09719278676657402,-0.10277538578949864
35_T0,,,-0.17597374114264006,-0.1758090055610034,-0.17167351698249242,,,0.8401652761308243,0.931074892066,1.0,,,-0.039598797301464976,-0.040162869640045326,-0.037266673456153566,,,-0.14306464786156034,-0.15837324740301573,-0.16800697712841475,,,-0.07954096827041657,-0.0906414833162034,-0.09735013895756703
