,34_T4,34_T3,34_T2,34_T1,34_T0,35_T4,35_T3,35_T2,35_T1,35_T0,36_T4,36_T3,36_T2,36_T1,36_T0,37_T4,37_T3,37_T2,37_T1,37_T0,38_T4,38_T3,38_T2,38_T1,38_T0
34_T4,1.0,0.9813093446998051,0.9545168989039982,0.9347150725923626,,-0.15252213294945532,-0.1589862764383152,-0.16098750184831231,-0.16343314879618223,,-0.2854267174207042,-0.2813215569434423,-0.277752694577192,-0.28768560014253947,,-0.31345869818157807,-0.30756713579856454,-0.2931110529332161,-0.2798106393487357,,-0.2458922212794352,-0.24168156582644115,-0.24191396292728107,-0.2441035760820005,
34_T3,0.9813093446998051,1.0,0.9813387040535702,0.9546230858729667,0.9350189228423221,-0.13645733729506673,-0.15230962383356433,-0.15874846394277348,-0.16069698682654093,-0.16282460672502963,-0.27797705464590067,-0.2859153158294187,-0.2819754267361621,-0.27879996750621144,-0.2897295011441941,-0.3104548587072494,-0.31339545801935276,-0.3076002851899812,-0.29295635550112753,-0.2800721945843502,-0.24269168258772894,-0.24485756213940263,-0.24031958599112613,-0.2398894002943631,-0.24006525061494965
34_T2,0.9545168989039982,0.9813387040535702,1.0,0.9813679445487253,0.9547286329641129,-0.11770701479880723,-0.13618376213149447,-0.15212761489284773,-0.1585507597674902,-0.16040773960268245,-0.27255560509721055,-0.2786433637942581,-0.28640282663522293,-0.28267760719442514,-0.27984250756309886,-0.2985753063105277,-0.31036603926030637,-0.3134107211795124,-0.30747669854038795,-0.29307209539232515,-0.23681571192572054,-0.24130344413756302,-0.24382544703403375,-0.23896202918377304,-0.23787459068326855
34_T1,0.9347150725923626,0.9546230858729667,0.9813679445487253,1.0,0.9813970669056531,-0.10842344419475797,-0.11729947238702788,-0.13595143395470824,-0.15197590665694166,-0.15835363827778653,-0.26888975990638375,-0.2735771206038349,-0.27930767343205976,-0.28692711223620276,-0.2833776492122027,-0.2865081783001354,-0.29843594306383125,-0.31038214757093774,-0.3133080960290985,-0.3075321734386089,-0.23745656583252625,-0.23471295410502865,-0.23991979953183587,-0.24279586629209737,-0.2376088732452905
34_T0,,0.9350189228423221,0.9547286329641129,0.9813970669056531,1.0,,-0.10758550212023757,-0.11695508767304208,-0.13576005941394031,-0.15182453529047,,-0.2709262321518515,-0.2745939718446646,-0.28002116984483977,-0.2874501945523396,,-0.2862409299781871,-0.2984554901707953,-0.31024099809379874,-0.31334013292454016,,-0.2332157934757823,-0.23262078513917475,-0.23854072523007594,-0.2417688102927219
35_T4,-0.15252213294945532,-0.13645733729506673,-0.11770701479880723,-0.10842344419475797,,1.0,0.9287580138551529,0.841764506063223,0.7837222577902662,,-0.044361867119373156,-0.03525988241185172,-0.019317536967027545,-0.016760707509508616,,-0.16497553287869526,-0.15740103269248057,-0.1532245286645812,-0.15842100239858267,,-0.07451947790488941,-0.06556264310521388,-0.05512411227392266,-0.043058920133652194,
35_T3,-0.1589862764383152,-0.15230962383356433,-0.13618376213149447,-0.11729947238702788,-0.10758550212023757,0.9287580138551529,1.0,0.9287581980416683,0.8417626160677055,0.7837209188912232,-0.03999427160125189,-0.04442497927999877,-0.03534668316216832,-0.019470339283502957,-0.017092427925218697,-0.15112001420676793,-0.16498610623586427,-0.15742427903274084,-0.15324091771701834,-0.15850865394886204,-0.08299745450105477,-0.0744149326493636,-0.06542692133337918,-0.054917489368603606,-0.04263201615690974
35_T2,-0.16098750184831231,-0.15874846394277348,-0.15212761489284773,-0.13595143395470824,-0.11695508767304208,0.841764506063223,0.9287581980416683,1.0,0.92875797054468,0.8417627129052045,-0.03732882249692951,-0.040051424528925315,-0.04447017539608864,-0.03541273316873818,-0.019584698611132087,-0.13876480313422335,-0.151129822089765,-0.16499836981144486,-0.15743174746547076,-0.1532707695876734,-0.0898697402798636,-0.0828878890497651,-0.0743311413830955,-0.06531896090186189,-0.054752687552304974
35_T1,-0.16343314879618223,-0.16069698682654093,-0.1585507597674902,-0.15197590665694166,-0.13576005941394031,0.7837222577902662,0.8417626160677055,0.92875797054468,1.0,0.9287582267394928,-0.03511383757265503,-0.03737771060773474,-0.04008466163482719,-0.044498546290307514,-0.03545317680164673,-0.12798266957693968,-0.13877339807591935,-0.1511387400890204,-0.1650019350094529,-0.15744235757413538,-0.09374972305526612,-0.08974543502533935,-0.08280580710214158,-0.07426800957275101,-0.06523862657601337
35_T0,,-0.16282460672502963,-0.16040773960268245,-0.15835363827778653,-0.15182453529047,,0.7837209188912232,0.8417627129052045,0.9287582267394928,1.0,,-0.03522986184817809,-0.037426495768659085,-0.040119183782534915,-0.044526886369152106,,-0.12800223959815482,-0.1387863116524297,-0.1511430013301233,-0.16500972088701882,,-0.0934763765650227,-0.08962146729579366,-0.08272387315117269,-0.0742049624624208
