,34_T4,34_T3,34_T2,34_T1,34_T0,35_T4,35_T3,35_T2,35_T1,35_T0,36_T4,36_T3,36_T2,36_T1,36_T0,37_T4,37_T3,37_T2,37_T1,37_T0,38_T4,38_T3,38_T2,38_T1,38_T0
34_T4,1.0,0.9924606230971753,0.9862516165504569,0.9755729990805342,,-0.18168585222770184,-0.18221849199102305,-0.1812289162921189,-0.18229224477774086,,-0.3543694141159104,-0.3531168991243036,-0.3530861152007155,-0.3553921144790834,,-0.24311308586772737,-0.2413448413886383,-0.23895038781740027,-0.23208702035278028,,-0.18901881338735327,-0.18709917384624855,-0.1878379496627334,-0.18872907124957294,
34_T3,0.9924606230971753,1.0,0.9924666881488803,0.9862681574492242,0.9756312148744333,-0.17927983308731732,-0.18179132022139932,-0.1820307563193481,-0.18081646679880908,-0.1817988739336829,-0.35324377443296856,-0.35453878800895344,-0.3533764659408192,-0.35344436751448877,-0.35620047356586554,-0.2348104198684327,-0.24266645767069253,-0.2409605340558393,-0.23869056522622048,-0.23116541318994988,-0.18787742997438558,-0.1881632534746679,-0.18595630848795502,-0.1861244860152719,-0.18532943134702243
34_T2,0.9862516165504569,0.9924666881488803,1.0,0.9924727379298861,0.9862846360482829,-0.17704426982631838,-0.1794224856074772,-0.18164933194355265,-0.18175696600492822,-0.18057056946792308,-0.35396405100443223,-0.3534727275039123,-0.3547343745827894,-0.3536180019198407,-0.3538539385415332,-0.22764865310188714,-0.23421943415425947,-0.24238146225576104,-0.24078718029543625,-0.2382251497697722,-0.18761075782909123,-0.18673687549915224,-0.1873095272263693,-0.18481671627460508,-0.18441837180977308
34_T1,0.9755729990805342,0.9862681574492242,0.9924727379298861,1.0,0.9924787724977858,-0.1709165059546879,-0.1772592817926975,-0.1792339670802423,-0.18144279713323166,-0.18159438718428678,-0.3558564557354017,-0.35431083464097324,-0.35373657889143,-0.35491655971441793,-0.3538939488585442,-0.21262881429079236,-0.2267718312347051,-0.23384420738263573,-0.24225390230295835,-0.24047545798707745,-0.1897157720833122,-0.18590923957715388,-0.18559957942427827,-0.18645762871289703,-0.18368038306428264
34_T0,,0.9756312148744333,0.9862846360482829,0.9924787724977858,1.0,,-0.17133346146040593,-0.17697810696698454,-0.1789592394626768,-0.18131952068128468,,-0.35655011770959955,-0.3547094065497971,-0.35398241053993296,-0.3551245739475951,,-0.21094165539495605,-0.22621837527413907,-0.2336793425372093,-0.24202290411268781,,-0.1863411197347168,-0.18421497902469458,-0.18446552771283994,-0.1856075520303899
35_T4,-0.18168585222770184,-0.17927983308731732,-0.17704426982631838,-0.1709165059546879,,1.0,0.9721537557154042,0.9490311695291943,0.9215042957613676,,-0.021217820168750238,-0.01473741804000567,-0.013228341786644813,-0.011951768715460493,,-0.18311848607286163,-0.1805733998894528,-0.1724325482240823,-0.16210210326342822,,-0.08331288936082848,-0.08756078773198532,-0.09122154715457571,-0.09659779788531522,
35_T3,-0.18221849199102305,-0.18179132022139932,-0.1794224856074772,-0.1772592817926975,-0.17133346146040593,0.9721537557154042,1.0,0.9720857816846172,0.9488722550040799,0.9213387411738692,-0.02025737287813892,-0.021133045319904415,-0.014613336163649893,-0.013053374992044535,-0.01158022182136375,-0.1781214134497459,-0.18319104030034652,-0.18063495390940953,-0.17245528128558002,-0.16224224070147453,-0.07785835856603278,-0.08347117034652797,-0.08777081936177067,-0.09153303881801998,-0.09718501005741664
35_T2,-0.1812289162921189,-0.1820307563193481,-0.18164933194355265,-0.1792339670802423,-0.17697810696698454,0.9490311695291943,0.9720857816846172,1.0,0.9720825175266823,0.94887273275822,-0.016652459588681234,-0.02031242814044843,-0.021179010520940053,-0.014672023010259305,-0.013150099013442234,-0.1737291093842547,-0.17803077206780082,-0.18315439556000904,-0.18062197719899925,-0.1724011921234954,-0.07558749244357232,-0.07767877204252252,-0.08333223804069363,-0.08758273470582385,-0.09124705834114266
35_T1,-0.18229224477774086,-0.18081646679880908,-0.18175696600492822,-0.18144279713323166,-0.1789592394626768,0.9215042957613676,0.9488722550040799,0.9720825175266823,1.0,0.972075900793134,-0.010718159403515424,-0.016801112461412953,-0.020419577587315507,-0.021255714390964103,-0.014784791966301645,-0.1635151955123334,-0.17351670102718403,-0.17795228940662688,-0.1831371694197831,-0.18056099130356412,-0.07455988406296186,-0.07516790690357901,-0.07739896294325328,-0.08311799482084899,-0.08729384216898319
35_T0,,-0.1817988739336829,-0.18057056946792308,-0.18159438718428678,-0.18131952068128468,,0.9213387411738692,0.94887273275822,0.972075900793134,1.0,,-0.010856279766715184,-0.016874785444855482,-0.020464636117396882,-0.02129332210968419,,-0.16329493312739018,-0.17345811077405277,-0.17794307664799075,-0.18311540806109072,,-0.07410863756473988,-0.07494211805020944,-0.07724886515975517,-0.08300104822309337
