,34_T4,34_T3,34_T2,34_T1,34_T0,35_T4,35_T3,35_T2,35_T1,35_T0,36_T4,36_T3,36_T2,36_T1,36_T0,37_T4,37_T3,37_T2,37_T1,37_T0,38_T4,38_T3,38_T2,38_T1,38_T0
34_T4,1.0,0.9992724238013703,0.9988641052450375,0.9984603087645552,0.9980112743213893,-0.19087504425108828,-0.19176492298480835,-0.1919303081612402,-0.19235070280755054,-0.19169943067180378,-0.35588912773398845,-0.3556412554746253,-0.3553943789608933,-0.356964461274262,-0.35849052603007614,-0.2554259440064637,-0.25453047986274446,-0.25354526405675365,-0.2521417757635516,-0.2524195865270538,-0.18390733674388038,-0.18320804445733868,-0.1819000651616915,-0.18129377659170126,-0.18097110076894846
34_T3,0.9992724238013703,1.0,0.9992724620462238,0.998864179367817,0.9984604418356309,-0.19088471337715524,-0.19085067366152816,-0.19173593235790445,-0.1918943017211693,-0.19231334864576471,-0.3548834486397584,-0.3559332140368913,-0.35569172293439105,-0.3554620546095375,-0.35705438080856367,-0.25603839884793955,-0.25523186442321055,-0.25429703484668714,-0.2532533099954039,-0.2517530589686874,-0.1833563739083455,-0.18369024744605206,-0.18294751665758188,-0.18157483183011966,-0.18086074744148348
34_T2,0.9988641052450375,0.9992724620462238,1.0,0.9992725002661027,0.9988642534300819,-0.1905250734802862,-0.19085544278427155,-0.19082631555450563,-0.19170695955773961,-0.19186617618563143,-0.35456392838399786,-0.35493643892102356,-0.355975145490105,-0.3557457452209914,-0.3555296675186014,-0.2560029363966076,-0.25580562568856335,-0.25503797145870877,-0.25406385968693007,-0.2529617779877194,-0.18378812209051212,-0.18309649588301455,-0.18347340559849978,-0.1826873451192399,-0.18125015401922823
34_T1,0.9984603087645552,0.998864179367817,0.9992725002661027,1.0,0.9992725384609702,-0.18947870389177354,-0.1904883136145455,-0.19082619018593483,-0.19080196992040901,-0.1916842895395517,-0.35472043731298675,-0.35463014079798694,-0.3549868445725938,-0.35602002765403906,-0.35579972745819627,-0.2574896666504867,-0.2557125579613055,-0.2555731211476379,-0.254844264824524,-0.25383095388200777,-0.18428917925921814,-0.18346351390649202,-0.1828369731559238,-0.18325681073323086,-0.1824275290341599
34_T0,0.9980112743213893,0.9984604418356309,0.9988642534300819,0.9992725384609702,1.0,-0.18860059642260063,-0.18942935038960224,-0.190451581996642,-0.19079695556550857,-0.19078287655179993,-0.3565990323078895,-0.3548085141273581,-0.3546931210399971,-0.3550407736430021,-0.356064882115065,-0.2574639777790192,-0.2571030214709771,-0.25542259796688627,-0.2553408847269641,-0.25465074423283757,-0.18480967178054178,-0.18385705126106566,-0.1831394601966502,-0.18257780492123113,-0.18304046238350263
35_T4,-0.19087504425108828,-0.19088471337715524,-0.1905250734802862,-0.18947870389177354,-0.18860059642260063,1.0,0.9962358934519246,0.993814060168791,0.991296303565858,0.988929710549364,-0.018079444819302758,-0.018864376737700164,-0.019373547107622253,-0.018561792853005982,-0.018089444199692262,-0.18919797981697692,-0.1892114048079206,-0.18921565046789737,-0.19096206212560773,-0.19079915213791884,-0.0785557556541647,-0.07873591444171812,-0.07894398541488605,-0.07770033758461378,-0.07568706516244722
35_T3,-0.19176492298480835,-0.19085067366152816,-0.19085544278427155,-0.1904883136145455,-0.18942935038960224,0.9962358934519246,1.0,0.9962359299988565,0.9938141310031859,0.9912956444441627,-0.018074388128877114,-0.01811072333257796,-0.01889948494016533,-0.019422128338386524,-0.01862730713543772,-0.18829559987641856,-0.1890984988423251,-0.18909151106018224,-0.18906495032345497,-0.19075905390949877,-0.07978929214268624,-0.07846260100098607,-0.07862382732789265,-0.0788030256151882,-0.0775117156717959
35_T2,-0.1919303081612402,-0.19173593235790445,-0.19082631555450563,-0.19082619018593483,-0.190451581996642,0.993814060168791,0.9962359299988565,1.0,0.9962359665250079,0.9938136746960717,-0.018648114934322814,-0.018111496954311846,-0.0181399243715964,-0.018938094785988537,-0.019470666209124354,-0.18723337300003398,-0.1881774430397629,-0.18899911330006222,-0.18897175559009788,-0.1889144675017935,-0.08018393528476106,-0.07967825874465781,-0.0783695499613464,-0.07851188979713936,-0.07866230081137575
35_T1,-0.19235070280755054,-0.1918943017211693,-0.19170695955773961,-0.19080196992040901,-0.19079695556550857,0.991296303565858,0.9938141310031859,0.9962359665250079,1.0,0.9962356285049631,-0.018449256636068362,-0.01869404664129571,-0.018146143327058436,-0.018172045885343612,-0.018976677068166723,-0.18603921484164135,-0.18708701174945186,-0.18805942227252662,-0.1888998230415417,-0.1888521381386979,-0.07957510012907032,-0.08004598590133506,-0.07956737367575833,-0.07827660234049558,-0.07840010151221094
35_T0,-0.19169943067180378,-0.19231334864576471,-0.19186617618563143,-0.1916842895395517,-0.19078287655179993,0.988929710549364,0.9912956444441627,0.9938136746960717,0.9962356285049631,1.0,-0.016738110891013316,-0.018493798433827986,-0.018725504074082626,-0.018174146609115694,-0.01819574843393641,-0.18706919082641973,-0.18587620105420774,-0.18696377234107384,-0.1879598997002991,-0.1888159559058806,-0.07808491252916722,-0.07942807552205615,-0.07993492917114425,-0.07947798626855154,-0.07820157552841552
36_T4,-0.35588912773398845,-0.3548834486397584,-0.35456392838399786,-0.35472043731298675,-0.3565990323078895,-0.018079444819302758,-0.018074388128877114,-0.018648114934322814,-0.018449256636068362,-0.016738110891013316,1.0,0.9988750864019265,0.998508241028959,0.9982360795542049,0.9978398254601147,-0.03478457717651978,-0.03524146418382952,-0.03560831463022766,-0.034939861211547844,-0.03400937335197692,0.1209237699086256,0.12037209751271484,0.11965548132347807,0.11898741150123657,0.11890788546460779
