,34_T4,34_T3,34_T2,34_T1,34_T0,35_T4,35_T3,35_T2,35_T1,35_T0,36_T4,36_T3,36_T2,36_T1,36_T0,37_T4,37_T3,37_T2,37_T1,37_T0,38_T4,38_T3,38_T2,38_T1,38_T0
36_T4,-0.3001493684515555,-0.3018446679190502,-0.2998921389096363,,,-0.014867559189577165,-0.015082736964210327,-0.01676256910296876,,,1.0,0.9784761984953773,0.955073241206777,,,-0.04782631302624908,-0.05303301012596049,-0.058472850812056054,,,0.10979303636429445,0.1124950568263618,0.11044215403025649,,
36_T3,-0.29405001550626786,-0.3001493684515555,-0.3018446679190502,-0.2998921389096363,,-0.00456227046212553,-0.014867559189577165,-0.015082736964210327,-0.01676256910296876,,0.9784761984953773,1.0,0.9784761984953773,0.955073241206777,,-0.03955550827779816,-0.04782631302624908,-0.05303301012596049,-0.058472850812056054,,0.10888647902310018,0.10979303636429445,0.1124950568263618,0.11044215403025649,
36_T2,-0.28480112537384705,-0.29405001550626786,-0.30086064758688325,-0.3028979666158625,-0.30195897119239945,-0.004108865996309929,-0.00456227046212553,-0.014915601220824809,-0.015064901382451529,-0.015973498437097708,0.955073241206777,0.9784761984953773,1.0,0.9784961853403897,0.9551633998066965,-0.02920647569314437,-0.03955550827779816,-0.04762470772664,-0.05317764998930356,-0.059087909303654734,0.10128301528477551,0.10888647902310018,0.10902022702178128,0.11135303249393137,0.10818540458610111
36_T1,,-0.28480112537384705,-0.2952008538493079,-0.3016209220871912,-0.30398431095646045,,-0.004108865996309929,-0.004650109276022123,-0.014907342694885558,-0.014653889409660338,,0.955073241206777,0.9784961853403897,1.0,0.9785179204325277,,-0.02920647569314437,-0.03923445318916648,-0.04772631743912852,-0.0535065744663716,,0.10128301528477551,0.1076448881177268,0.10820317002448367,0.1101466395879117
36_T0,,,-0.28702130496369166,-0.29627004041981725,-0.3023037215363896,,,-0.00429619422365391,-0.004649838412159131,-0.01465219296231167,,,0.9551633998066965,0.9785179204325277,1.0,,,-0.028591896178864876,-0.039383809937352215,-0.04793622366528334,,,0.0989101628463475,0.10647713738803452,0.10743399896074991
37_T4,-0.273226000426623,-0.27352460208981577,-0.2747597659202719,,,-0.15383788118966552,-0.14337064270706715,-0.13957659022617191,,,-0.04782631302624908,-0.03955550827779816,-0.02920647569314437,,,1.0,0.9648838542001736,0.9230772929042016,,,-0.07069996291606417,-0.06808148803524797,-0.06766495147028954,,
37_T3,-0.2607537307450548,-0.273226000426623,-0.27352460208981577,-0.2747597659202719,,-0.1532711828167489,-0.15383788118966552,-0.14337064270706715,-0.13957659022617191,,-0.05303301012596049,-0.04782631302624908,-0.03955550827779816,-0.02920647569314437,,0.9648838542001736,1.0,0.9648838542001736,0.9230772929042016,,-0.07106223949822574,-0.07069996291606417,-0.06808148803524797,-0.06766495147028954,
37_T2,-0.24913352846009112,-0.2607537307450548,-0.2732805002058221,-0.27360863797472584,-0.27495594071866186,-0.15556284015260605,-0.1532711828167489,-0.15384825902401553,-0.14336214762722135,-0.13932331397718042,-0.058472850812056054,-0.05303301012596049,-0.04762470772664,-0.03923445318916648,-0.028591896178864876,0.9230772929042016,0.9648838542001736,1.0,0.9647838235377622,0.9226993067640342,-0.06846286975782463,-0.07106223949822574,-0.0708642655445532,-0.06833069117766369,-0.06817140237497536
37_T1,,-0.24913352846009112,-0.2601507904776065,-0.27286593422432875,-0.27302416516308775,,-0.15556284015260605,-0.1532536667759965,-0.15384720882292263,-0.14341420912090075,,-0.058472850812056054,-0.05317764998930356,-0.04772631743912852,-0.039383809937352215,,0.9230772929042016,0.9647838235377622,1.0,0.9647710212484341,,-0.06846286975782463,-0.07084039715803458,-0.07072029641460686,-0.06811856660076783
37_T0,,,-0.24740128743834688,-0.2592687648273772,-0.27229672385801046,,,-0.15547897863072432,-0.15324387138543827,-0.15391915980406154,,,-0.059087909303654734,-0.0535065744663716,-0.04793622366528334,,,0.9226993067640342,0.9647710212484341,1.0,,,-0.06765678873088711,-0.07043627331692857,-0.07045529999461088
38_T4,-0.2305439365983777,-0.23451243846413156,-0.23458846470495606,,,-0.0722916665429648,-0.08138955868890296,-0.10200668472513275,,,0.10979303636429445,0.10888647902310018,0.10128301528477551,,,-0.07069996291606417,-0.07106223949822574,-0.06846286975782463,,,1.0,0.9882061999690717,0.9748180374073674,,
38_T3,-0.22636811869783746,-0.2305439365983777,-0.23451243846413156,-0.23458846470495606,,-0.05637170467267379,-0.0722916665429648,-0.08138955868890296,-0.10200668472513275,,0.1124950568263618,0.10979303636429445,0.10888647902310018,0.10128301528477551,,-0.06808148803524797,-0.07069996291606417,-0.07106223949822574,-0.06846286975782463,,0.9882061999690717,1.0,0.9882061999690717,0.9748180374073674,
38_T2,-0.21467601626442748,-0.22636811869783746,-0.22915529734231438,-0.23239788087543328,-0.2304737606943102,-0.05471930541982939,-0.05637170467267379,-0.072210184167456,-0.08135572962577711,-0.1026963715720523,0.11044215403025649,0.1124950568263618,0.10902022702178128,0.1076448881177268,0.0989101628463475,-0.06766495147028954,-0.06808148803524797,-0.0708642655445532,-0.07084039715803458,-0.06765678873088711,0.9748180374073674,0.9882061999690717,1.0,0.988218917177259,0.974871619265635
38_T1,,-0.21467601626442748,-0.22432813836011303,-0.2277713362690916,-0.230389525692323,,-0.05471930541982939,-0.056253466516627805,-0.07218669043169687,-0.0817062106753568,,0.11044215403025649,0.11135303249393137,0.10820317002448367,0.10647713738803452,,-0.06766495147028954,-0.06833069117766369,-0.07072029641460686,-0.07043627331692857,,0.9748180374073674,0.988218917177259,1.0,0.9882315896356008
38_T0,,,-0.21068017694747374,-0.22229831608777356,-0.22645485427247145,,,-0.054469201711382774,-0.0562212382454887,-0.0724166620102181,,,0.10818540458610111,0.1101466395879117,0.10743399896074991,,,-0.06817140237497536,-0.06811856660076783,-0.07045529999461088,,,0.974871619265635,0.9882315896356008,1.0
