,34_T4,34_T3,34_T2,34_T1,34_T0,35_T4,35_T3,35_T2,35_T1,35_T0,36_T4,36_T3,36_T2,36_T1,36_T0,37_T4,37_T3,37_T2,37_T1,37_T0,38_T4,38_T3,38_T2,38_T1,38_T0
34_T4,1.0,0.9840614456095431,0.9629778270431611,0.9448259835056843,,-0.18285621078256528,-0.18003119416296148,-0.17806677825567643,-0.17852577421895705,,-0.3330325467297789,-0.3336104673314022,-0.3271548313695879,-0.31442354809601525,,-0.27652858380809797,-0.26691694567229823,-0.2609064200693303,-0.2475629301824754,,-0.22028763580631971,-0.21199207535366094,-0.20976176210523328,-0.22053016575354456,
34_T3,0.9840614456095431,1.0,0.9840565372575479,0.9629464972556675,0.9439362293763573,-0.18217781223395518,-0.1828149209478285,-0.1799892782286493,-0.1780033343650224,-0.17828074228634125,-0.33218850303399644,-0.3330881805247654,-0.33370059799892293,-0.327290446450863,-0.3147757851591461,-0.260926669934294,-0.27627560667716433,-0.2665529440269152,-0.2603589411685518,-0.24749459318215536,-0.19612748938348462,-0.21997957159648554,-0.2115415694755154,-0.20913709265153935,-0.21953296971962924
34_T2,0.9629778270431611,0.9840565372575479,1.0,0.9840543913403658,0.9626140148968558,-0.1817244526025947,-0.18208364259453533,-0.18276479600355758,-0.17991610070542666,-0.177798546848398,-0.32813751749968667,-0.33232668221462774,-0.3331948977451197,-0.33384446459249484,-0.3276190723501827,-0.2491028544921041,-0.2604445223838288,-0.2759002302681936,-0.26603222475032173,-0.26030657533246565,-0.18384426019727942,-0.19556091794486846,-0.21952552580741608,-0.21096350195850955,-0.20842884596668115
34_T1,0.9448259835056843,0.9629464972556675,0.9840543913403658,1.0,0.9838916678464643,-0.17973965783842866,-0.1815258607267758,-0.181982869394209,-0.18268823714671514,-0.1797232226181325,-0.31647015239182646,-0.3284168044624534,-0.33252482295186686,-0.3333303724360156,-0.3341450991354464,-0.2483002930280814,-0.24817649181847348,-0.2597940852062701,-0.27540510355742975,-0.26597334287483737,-0.18322306649199405,-0.18278272019490294,-0.1947995251904008,-0.21898648588419645,-0.21035930694770183
34_T0,,0.9439362293763573,0.9626140148968558,0.9838916678464643,1.0,,-0.17876062812078825,-0.1811103455138565,-0.18169539349652528,-0.18235052510351968,,-0.3174624881630676,-0.3289239630558493,-0.3328178875270372,-0.3337429104900218,,-0.24450086256014625,-0.2461775805686615,-0.2584322732589463,-0.2752336289130761,,-0.17898597698705582,-0.1805344081655729,-0.19337418958415858,-0.21807906190550566
35_T4,-0.18285621078256528,-0.18217781223395518,-0.1817244526025947,-0.17973965783842866,,1.0,0.9793263285554685,0.9529905917155359,0.93158333358151,,-0.03447050180981338,-0.033412233902284705,-0.03160483267059055,-0.03316143875513791,,-0.17791019588696788,-0.1722305607855896,-0.165805994888207,-0.15639285224510513,,-0.07800054239800905,-0.07108346260081029,-0.06279605203034273,-0.055676574169880026,
35_T3,-0.18003119416296148,-0.1828149209478285,-0.18208364259453533,-0.1815258607267758,-0.17876062812078825,0.9793263285554685,1.0,0.97932422116502,0.9529873533523396,0.9315899375633302,-0.03366719377528461,-0.03453852500717725,-0.03350563500337626,-0.031735251062452785,-0.0335404087563997,-0.1773535243328214,-0.17773293895072997,-0.1719958282050512,-0.1654618780963281,-0.15636140761066158,-0.08311232027783326,-0.07781300265409849,-0.07083197468211937,-0.062456550608462745,-0.055140697291031236
35_T2,-0.17806677825567643,-0.1799892782286493,-0.18276479600355758,-0.181982869394209,-0.1811103455138565,0.9529905917155359,0.97932422116502,1.0,0.9793244980168369,0.9529806750035856,-0.0346536063363153,-0.033723279634307574,-0.03458103592714183,-0.033559650255883,-0.03185955114396513,-0.17259842880683213,-0.17717873123833391,-0.1776011514277032,-0.17182480483332804,-0.16545747522822712,-0.08618642547623603,-0.0829370854114751,-0.07768055169158826,-0.07067528244264074,-0.062272206785248314
35_T1,-0.17852577421895705,-0.1780033343650224,-0.17991610070542666,-0.18268823714671514,-0.18169539349652528,0.93158333358151,0.9529873533523396,0.9793244980168369,1.0,0.9793180410372379,-0.032133208448137066,-0.034732616163290694,-0.033779298729076306,-0.03461983198017261,-0.03363927517025078,-0.1740613038922488,-0.17234232273307737,-0.17700426471179237,-0.17747225911434575,-0.17182221381357723,-0.09038670121934791,-0.08593206758193378,-0.0827622453904742,-0.07756432647267726,-0.07055556212037911
35_T0,,-0.17828074228634125,-0.177798546848398,-0.1797232226181325,-0.18235052510351968,,0.9315899375633302,0.9529806750035856,0.9793180410372379,1.0,,-0.03247498770918605,-0.034908529524955274,-0.03388953981026825,-0.034744343018599584,,-0.17319640428870314,-0.17191104669492602,-0.1767193964075839,-0.17746585560966516,,-0.08947355825272175,-0.08547242796957805,-0.08248508708435905,-0.07740089576704705
36_T4,-0.3330325467297789,-0.33218850303399644,-0.32813751749968667,-0.31647015239182646,,-0.03447050180981338,-0.03366719377528461,-0.0346536063363153,-0.032133208448137066,,1.0,0.9862524491329833,0.9686067619471521,0.9557220470156617,,-0.03274751899388525,-0.025768528809336357,-0.01809130163360674,-0.031509541512934544,,0.12341477073058735,0.12415521377466844,0.12663491279325342,0.1265630561292311,
36_T3,-0.3336104673314022,-0.3330881805247654,-0.33232668221462774,-0.3284168044624534,-0.3174624881630676,-0.033412233902284705,-0.03453852500717725,-0.033723279634307574,-0.034732616163290694,-0.03247498770918605,0.9862524491329833,1.0,0.9862561987500064,0.9686168256287985,0.9557134689090507,-0.027557994030260505,-0.03307809840008542,-0.02621325931894265,-0.018745758417715853,-0.031557681239478476,0.1234201885194662,0.1229229946325408,0.12348940438423928,0.12573110241275956,0.12510697729099707
36_T2,-0.3271548313695879,-0.33370059799892293,-0.3331948977451197,-0.33252482295186686,-0.3289239630558493,-0.03160483267059055,-0.03350563500337626,-0.03458103592714183,-0.033779298729076306,-0.034908529524955274,0.9686067619471521,0.9862561987500064,1.0,0.9862584039462389,0.9686036747615075,-0.03349610017246641,-0.02800705302366519,-0.03340819254793704,-0.026650581006354437,-0.018751847733590694,0.12106593103031836,0.12276677320745194,0.12243210808660783,0.12289452611959709,0.1250161550498123
36_T1,-0.31442354809601525,-0.327290446450863,-0.33384446459249484,-0.3333303724360156,-0.3328178875270372,-0.03316143875513791,-0.031735251062452785,-0.033559650255883,-0.03461983198017261,-0.03388953981026825,0.9557220470156617,0.9686168256287985,0.9862584039462389,1.0,0.9862323728263491,-0.039800188708797445,-0.03410887914008492,-0.028413101123896046,-0.03370215159902636,-0.026652581755828107,0.12037021083961129,0.12017756455738006,0.12216994501296835,0.12203151569505574,0.12246689569181361
36_T0,,-0.3147757851591461,-0.3276190723501827,-0.3341450991354464,-0.3337429104900218,,-0.0335404087563997,-0.03185955114396513,-0.03363927517025078,-0.034744343018599584,,0.9557134689090507,0.9686036747615075,0.9862323728263491,1.0,,-0.041657958388169415,-0.03505082143943166,-0.029027073742390327,-0.03370269278450231,,0.11778393395336091,0.11886074880507941,0.12137768919386485,0.1215566917871451
